test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,predicted_positive_clv_probability,direct_staking_probability,direct_unshrunk_market_staking_probability,direct_market_staking_probability,direct_market_calibration_weight,direct_market_logistic_staking_probability,direct_validated_market_residual_staking_probability,outcome_probability_weight,staking_probability_profile,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,movement_staking_probability,movement_market_staking_probability,movement_market_logistic_staking_probability,movement_validated_market_residual_staking_probability,movement_unshrunk_market_staking_probability,movement_market_calibration_weight,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,staking_probability,minimum_lower_clv_staking_probability,peer_positive_clv_probability,local_positive_clv_probability,stake_multiplier,stake,stake_policy,horizon_role,won,profit,closing_fair_odds,actual_outcome,closing_probability,positive_clv,closing_edge_pct,adaptive_confidence_cap,cap_selected_from_prior_closing_only,estimated_probability_from_lower_clv,estimated_probability_from_unshrunk_training_market,estimated_probability_from_training_market,market_calibration_weight,estimated_probability_from_training_market_logistic,estimated_probability_from_validated_market_residual,peer_probability,cross_cost_positive_clv_probability,match_key,consensus_home_probability,consensus_draw_probability,consensus_away_probability,consensus_entropy,consensus_favorite_probability,selected_vs_favorite_probability,home_away_probability_gap,consensus_max_dispersion,execution_quote_advantage_pct,execution_book_overround,execution_selected_probability_gap,execution_nonselected_mean_absolute_gap,execution_selection_specificity,consensus_favorite_outcome,base_stake_before_tier_multiplier,deployment_month,budget_deployment_multiplier,base_stake_before_budget_multiplier
2022-02,data\historical_csv\football-data\2122\I2.csv:216,data\historical_csv\football-data\2122\I2.csv,216,2022-02-12,I2,Vicenza,Cosenza,draw,0.2881650845183673,0.2825315302114359,3.646,3.7,3.0109959150895538,0.0036335543069313,5,0.0,PS,3.0-4.0,sportsbook,0.274273176083379,1.0506498981539674,0.0056335543069314,0.0126092802429705,1.293630676256471,0.0830391159354778,0.3727791931589987,0.2,1.4810751508502529,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.3059470055487497,3.3059470055487497,0.5955018315597275,0.283340501935131,0.27745259505481,0.283340501935131,0.0,,,0.0,lower_clv,True,3.9221646094576457,3.9221646094576457,0.2850306215289568,0.2850306215289568,,,0.27745259505481,0.0,3.6140558075031977,0.616217603908896,3.3059470055487497,0.283340501935131,0.283340501935131,0.5955018315597275,0.5955018315597275,1.0,9.4,model_agreement_0.75_kelly,9m3m_core,True,24.87,3.645419549038383,draw,0.2743168479095328,True,0.0159227478156775,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,0.94
2022-02,data\historical_csv\football-data\2122\I2.csv:232,data\historical_csv\football-data\2122\I2.csv,232,2022-02-19,I2,Ascoli,Alessandria,draw,0.3208522091227121,0.3097738524061922,3.205,3.25,-0.7174803038153765,0.0090783567165198,5,0.0,WH,3.0-4.0,sportsbook,0.31201248049922,1.0283313302382924,0.0110783567165198,0.0282945121099284,1.1647120903726331,0.1029461400989245,0.3737004471879913,0.2,1.4040561622464809,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.725463204929348,2.725463204929348,0.6132562337665798,0.3205162658500135,0.3114325476887777,0.3205162658500135,0.0,,,0.0,lower_clv,True,3.183294905965828,3.183294905965828,0.3219447578969293,0.3219447578969293,,,0.3114325476887777,0.0,2.954379055447588,0.4578317010364801,2.725463204929348,0.3205162658500135,0.3205162658500135,0.6132562337665798,0.6132562337665798,1.0,9.3,model_agreement_0.75_kelly,9m3m_core,False,-9.3,3.146789217226585,home,0.3177842336962586,True,1.8498468996508863,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,0.93
2022-02,data\historical_csv\football-data\2122\I2.csv:252,data\historical_csv\football-data\2122\I2.csv,252,2022-02-26,I2,Como,Brescia,away,0.3988314743557221,0.3856239834137213,2.6660000000000004,2.7,2.807353978098104,0.0112074909420007,5,0.0,WH,2.0-3.0,sportsbook,0.3750937734433608,1.0632847106323553,0.0132074909420007,0.0281008186731137,0.980579221756517,0.159066544936759,0.3910858567357382,0.2,1.275318829707417,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,3.2818203379560664,3.2818203379560664,0.6443442826098515,0.3874036771866319,0.3932718952994565,0.3874036771866319,0.0,,,0.0,lower_clv,True,4.203837925065179,4.203837925065179,0.3908621077459308,0.3908621077459308,,,0.3932718952994565,0.0,3.742829131510623,0.9220175871091127,3.2818203379560664,0.3874036771866319,0.3874036771866319,0.6443442826098515,0.6443442826098515,1.0,2.2,model_agreement_0.75_kelly,9m3m_core,False,-2.2,2.3396648646634444,draw,0.4274116413437049,True,13.947943582231748,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,1.48
2022-02,data\historical_csv\football-data\2122\I2.csv:254,data\historical_csv\football-data\2122\I2.csv,254,2022-02-26,I2,Parma,Spal,home,0.4780212498990455,0.4681725610155291,2.176,2.2,1.874349276979137,0.0078486888835163,5,0.0,WH,2.0-3.0,sportsbook,0.4595588235294117,1.040174239780323,0.0098486888835163,0.0164191212946578,0.7774883289936962,0.2285043153550457,0.371655942807487,0.2,1.1029411764705843,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,4.033275293135092,4.033275293135092,0.6730450355138164,0.4780940960162457,0.4770379075181007,0.4780940960162457,0.0,,,0.0,lower_clv,True,4.286326038455046,4.286326038455046,0.4792570130443706,0.4792570130443706,,,0.4770379075181007,0.0,4.1598006657950695,0.2530507453199542,4.033275293135092,0.4780940960162457,0.4780940960162457,0.6730450355138164,0.6730450355138164,1.0,3.82,model_agreement_0.75_kelly,9m3m_core,True,4.49,1.863772010980161,home,0.5365463125900781,True,16.752477619601013,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,2.57
2022-02,data\historical_csv\football-data\2122\I2.csv:256,data\historical_csv\football-data\2122\I2.csv,256,2022-02-26,I2,Vicenza,Pordenone,home,0.4843215734089643,0.4764615677530101,2.274,2.3,8.347360507034484,0.0058600056559543,5,0.0,WH,2.0-3.0,sportsbook,0.4397537379067722,1.101347257931985,0.0078600056559542,0.0120994107586573,0.8215403953283443,0.2345673864693348,0.3978897368844463,0.2,1.1433597185575906,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,9.22551862186964,9.22551862186964,0.8616353844109,0.4803233008877293,0.4837146395079896,0.4803233008877293,0.0,,,0.0,lower_clv,True,10.32196272968122,10.32196272968122,0.4851449548358892,0.4851449548358892,,,0.4837146395079896,0.0,9.773740675775429,1.09644410781158,9.22551862186964,0.4803233008877293,0.4803233008877293,0.8616353844109,0.8616353844109,1.05,8.47,model_agreement_0.75_kelly,9m3m_core,True,10.79,2.2149565943286,home,0.4514761158573048,True,2.665668745951111,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,5.7
2022-02,data\historical_csv\football-data\2122\I2.csv:261,data\historical_csv\football-data\2122\I2.csv,261,2022-02-27,I2,Reggina,Pisa,home,0.2809288248409143,0.2739190998745605,3.6656,3.72,0.4077852500188994,0.0050097249663538,4,0.0,PS,3.0-4.0,sportsbook,0.2728066346573549,1.0297727003368558,0.0070097249663538,0.0178327196192513,1.298992032717094,0.0789210046264971,0.3649243052289238,0.25,1.484068092536006,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,4.65892511648909,4.65892511648909,0.5640900693561482,0.285516491478855,0.2699634899185117,0.285516491478855,0.0,,,0.0,lower_clv,True,3.4407450046856747,3.4407450046856747,0.2821932153117789,0.2821932153117789,,,0.2699634899185117,0.0,4.049835060587382,1.2181801118034157,3.4407450046856747,0.2821932153117789,0.2821932153117789,0.5640900693561482,0.5640900693561482,0.5,4.8,model_agreement_0.75_kelly,9m3m_core,True,12.79,4.055425448868072,home,0.2465832531280077,False,-9.612442733397495,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,0.48
2022-02,data\historical_csv\football-data\2122\SP2.csv:284,data\historical_csv\football-data\2122\SP2.csv,284,2022-02-06,SP2,Fuenlabrada,Valladolid,home,0.2701310785941815,0.2593515113072516,3.94,4.0,2.184495455057145,0.0087795672869298,5,0.0,WH,3.0-4.0,sportsbook,0.2538071065989847,1.064316449661075,0.0107795672869298,0.032501137346434,1.3711807233098423,0.0729707996224558,0.3703985277352377,0.2,1.522842639593902,home:3.0-4.0,home:sportsbook,sportsbook:3.0-4.0,4.911299343782526,4.911299343782526,0.7494253120184589,0.2662723333598541,0.2588132874917302,0.2662723333598541,0.0,,,0.0,lower_clv,True,5.919853257467178,5.919853257467178,0.2688321148666679,0.2688321148666679,,,0.2588132874917302,0.0,5.415576300624852,1.0085539136846524,4.911299343782526,0.2662723333598541,0.2662723333598541,0.7494253120184589,0.7494253120184589,1.0,12.5,model_agreement_0.75_kelly,9m3m_core,False,-12.5,4.030076720234471,draw,0.2481342340157285,False,-2.235111797802969,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,1.25
2022-02,data\historical_csv\football-data\2122\SP2.csv:299,data\historical_csv\football-data\2122\SP2.csv,299,2022-02-18,SP2,Cartagena,Valladolid,away,0.471618301895688,0.4550706829437315,2.4210000000000003,2.45,10.17261234067741,0.0145476189519564,5,0.0,WH,2.0-3.0,sportsbook,0.413052457662123,1.1417879088894607,0.0165476189519565,0.0308461713497584,0.8841806779559216,0.2224238226829722,0.4169957899065499,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,9.736395915875685,9.736395915875685,0.8823680038079335,0.4532688802803621,0.4702532359290259,0.4532688802803621,0.0,,,0.0,lower_clv,True,11.71478633022527,11.71478633022527,0.4614406705089849,0.4614406705089849,,,0.4702532359290259,0.0,10.725591123050478,1.978390414349585,9.736395915875685,0.4532688802803621,0.4532688802803621,0.8823680038079335,0.8823680038079335,1.05,15.0,model_agreement_0.75_kelly,9m3m_core,True,21.32,2.325572676071715,away,0.4300016122003845,True,4.103390313713096,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,5.4
2022-02,data\historical_csv\football-data\2122\SP2.csv:300,data\historical_csv\football-data\2122\SP2.csv,300,2022-02-19,SP2,Zaragoza,Las Palmas,home,0.3794501867216367,0.3713135615228519,2.8326,2.87,5.178279436963051,0.0061366251987847,5,0.0,WH,2.0-3.0,sportsbook,0.3530325496010731,1.0748305989077085,0.0081366251987847,0.0161724131744506,1.041195017798159,0.1439824442030849,0.3950816439171493,0.2,1.3203417355080127,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,6.174108699371685,6.174108699371685,0.7766311844045878,0.3748291629576067,0.3728502705325325,0.3748291629576067,0.0,,,0.0,lower_clv,True,7.2132847584882365,7.2132847584882365,0.3784977926939498,0.3784977926939498,,,0.3728502705325325,0.0,6.693696728929961,1.039176059116551,6.174108699371685,0.3748291629576067,0.3748291629576067,0.7766311844045878,0.7766311844045878,1.0355082458727838,15.0,model_agreement_0.75_kelly,9m3m_core,True,27.49,2.5476598997581723,home,0.3925170703102567,True,11.184385336083324,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,2.62
2022-02,data\historical_csv\football-data\2122\SP2.csv:310,data\historical_csv\football-data\2122\SP2.csv,310,2022-02-25,SP2,Almeria,Fuenlabrada,draw,0.2486031076262283,0.2422766545324116,4.136,4.2,0.2056243146054681,0.0043264530938166,4,0.0,B365,4.0-5.0,sportsbook,0.241779497098646,1.0282224531420805,0.0063264530938166,0.0174030531441363,1.419729137206128,0.061803505121418,0.3529490754969473,0.25,1.547388781431347,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,5.1735616179924016,5.1735616179924016,0.5785685617411502,0.2542881083607166,0.2366783342557452,0.2542881083607166,0.0,,,0.0,lower_clv,True,4.376470743405214,4.376470743405214,0.2523609060527205,0.2523609060527205,,,0.2366783342557452,0.0,4.775016180698808,0.7970908745871874,4.376470743405214,0.2523609060527205,0.2523609060527205,0.5785685617411502,0.5785685617411502,0.5,5.2,model_agreement_0.75_kelly,9m3m_core,False,-5.2,4.193167342211928,home,0.2384832081307998,False,-1.363345117101178,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,0.52
2022-02,data\historical_csv\football-data\2122\T1.csv:234,data\historical_csv\football-data\2122\T1.csv,234,2022-02-05,T1,Trabzonspor,Kasimpasa,draw,0.2656433253386424,0.259801151610176,3.9498,4.01,2.6162588629873307,0.0038421737284663,5,0.0,PS,3.0-4.0,sportsbook,0.2531773760696744,1.04923800642257,0.0058421737284664,0.0144636561960229,1.3736649447197489,0.0705663762969718,0.3649049238164765,0.2,1.5241278039394457,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.17653563603389,3.17653563603389,0.5914734948979212,0.2612196456429032,0.2541881797302718,0.2612196456429032,0.0,,,0.0,lower_clv,True,3.717039291920421,3.717039291920421,0.2625880786164373,0.2625880786164373,,,0.2541881797302718,0.0,3.4467874639771554,0.540503655886531,3.17653563603389,0.2612196456429032,0.2612196456429032,0.5914734948979212,0.5914734948979212,1.0,8.1,model_agreement_0.75_kelly,9m3m_core,False,-8.1,3.9290354443892896,home,0.2545153929390004,True,0.5284899030463697,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-02,10.0,0.81
2022-03,data\historical_csv\football-data\2122\E1.csv:450,data\historical_csv\football-data\2122\E1.csv,450,2022-03-19,E1,Bristol City,West Brom,away,0.4640458126677398,0.4505516085471336,2.4210000000000003,2.45,9.07854442926106,0.0114942041206062,5,0.0,IW,2.0-3.0,sportsbook,0.413052457662123,1.1234549124685984,0.0134942041206062,0.0247695460379818,0.8841806779559216,0.2153385162544631,0.4103003412471688,0.2,1.1978521272201448,away:2.0-3.0,away:sportsbook,sportsbook:2.0-3.0,7.349546857929657,5.25863809000553,0.8375548426876438,0.4347733915324474,0.4656324157412891,0.4646989909315843,0.969751966122202,,,0.0,lower_clv,True,9.09540370479871,7.758020363775997,0.4450971514406278,0.4650112643710332,,,0.4656324157412891,0.969751966122202,8.222475281364183,1.745856846869052,5.25863809000553,0.4646989909315843,0.4347733915324474,0.8375548426876438,0.8375548426876438,1.05,15.0,model_agreement_0.75_kelly,9m3m_core,False,-15.0,2.003615207635742,draw,0.4990978288590632,True,20.831584366779232,1.05,True,,,,,,,,,,,,,,,,,,,,,,,,,2022-03,20.0,6.93
