validation_start,validation_end,rule_key,odds_source,rule_label,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
2020-01,2020-12,"PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=SWE|away|[2.2,2.8)",198,18.53,9.36,36,23,13,2019-11,2.01,29.4522
2020-07,2021-06,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.20,0.28)",310,51.51,16.62,48,29,19,2020-02,0.49,36.7823
2020-07,2021-06,"PS_CLOSE::league|outcome|market_prob_bucket=BRA|home|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=BRA|home|[0.34,0.42)",352,29.56,8.4,40,24,16,2019-12,1.18,24.4817
2020-07,2021-06,"PS_CLOSE::league|outcome|market_prob_bucket=ARG|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=ARG|away|[0.28,0.34)",334,36.28,10.86,46,26,20,2020-03,2.29,22.9709
2021-01,2021-12,"PS_CLOSE::league|outcome|odds_bucket=JPN|away|[4.0,5.0)",PS_CLOSE,"league|outcome|odds_bucket=JPN|away|[4.0,5.0)",190,42.51,22.37,47,32,15,2020-12,5.25,56.5974
2021-01,2021-12,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",345,54.73,15.86,49,31,18,2020-12,2.64,42.0224
2021-01,2021-12,"PS_CLOSE::league|outcome|odds_bucket=FIN|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=FIN|away|[2.2,2.8)",144,10.9,7.57,33,21,12,2020-11,0.35,25.6451
2021-07,2022-06,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",350,52.24,14.93,49,31,18,2021-06,3.3,41.075
2021-07,2022-06,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.42,0.55)",156,26.2,16.79,45,26,19,2021-05,0.19,30.9628
2021-07,2022-06,"PS_CLOSE::league|outcome|odds_bucket=CHN|home|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=CHN|home|[2.2,2.8)",177,17.91,10.12,36,22,14,2021-05,0.71,26.2198
2022-01,2022-12,"PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)",175,37.04,21.17,49,29,20,2021-12,0.95,39.3774
2022-01,2022-12,"PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=RUS|home|[2.2,2.8)",254,19.41,7.64,45,29,16,2021-12,0.2,33.7181
2022-01,2022-12,"AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=AUT|away|[1.8,2.2)",120,11.27,9.39,45,26,18,2021-12,1.81,25.4856
2022-07,2023-06,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)",355,37.37,10.53,50,29,21,2022-06,0.99,26.632
2022-07,2023-06,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",179,24.47,13.67,47,26,21,2022-05,2.47,23.8071
2022-07,2023-06,"PS_CLOSE::league|outcome|market_prob_bucket=MEX|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=MEX|away|[0.28,0.34)",314,41.1,13.09,50,27,23,2022-05,4.05,21.2201
2023-01,2023-12,"PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",130,31.45,24.19,31,23,8,2022-10,0.42,54.4342
2023-01,2023-12,"AVG_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",AVG_CLOSE,"league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",123,24.31,19.76,32,23,9,2022-10,0.87,47.9619
2023-01,2023-12,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",175,38.28,21.87,46,26,20,2022-11,1.66,34.093
2023-07,2024-06,"PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",152,34.3,22.57,45,31,14,2023-05,2.06,56.7914
2023-07,2024-06,"AVG_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",AVG_CLOSE,"league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)",124,24.31,19.6,32,22,10,2023-06,0.98,43.8009
2023-07,2024-06,"PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)",175,34.25,19.57,46,27,19,2023-06,0.57,35.7671
2024-01,2024-12,"AVG_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)",132,29.29,22.19,31,23,8,2023-10,0.1,52.4113
2024-01,2024-12,"AVG_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)",166,32.9,19.82,45,28,16,2023-12,0.95,44.0175
2024-01,2024-12,"AVG_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",263,42.77,16.26,32,18,14,2023-10,1.15,24.425
2024-07,2025-06,"AVG_CLOSE::league|outcome|odds_bucket=AUT|away|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=AUT|away|[1.8,2.2)",126,19.23,15.26,44,27,16,2024-05,2.12,37.4145
2024-07,2025-06,"PS_CLOSE::league|outcome|odds_bucket=DNK|away|[2.2,2.8)",PS_CLOSE,"league|outcome|odds_bucket=DNK|away|[2.2,2.8)",201,32.53,16.18,46,28,18,2024-05,0.71,36.3459
2024-07,2025-06,"AVG_CLOSE::league|outcome|odds_bucket=FIN|home|[1.8,2.2)",AVG_CLOSE,"league|outcome|odds_bucket=FIN|home|[1.8,2.2)",160,6.92,4.33,33,21,12,2024-06,0.94,22.3683
2025-01,2025-12,"AVG_CLOSE::league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",AVG_CLOSE,"league|outcome|market_prob_bucket=CHN|draw|[0.28,0.34)",276,52.07,18.87,33,22,11,2024-10,2.27,41.0546
2025-01,2025-12,"PS_CLOSE::league|outcome|market_prob_bucket=SWE|home|[0.20,0.28)",PS_CLOSE,"league|outcome|market_prob_bucket=SWE|home|[0.20,0.28)",152,37.14,24.43,37,20,16,2024-11,2.16,32.6786
2025-01,2025-12,"PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)",PS_CLOSE,"league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)",337,66.31,19.68,47,26,21,2024-11,4.37,29.8733
