date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2023-09-01,E0,Luton,West Ham,home,away,0.23789,0.015101,0.058247,4.75,1.0,False,-1.0,2023-09
2023-09-01,F1,Nantes,Marseille,away,draw,0.619052,0.014073,0.028465,1.7,1.87,False,-1.87,2023-09
2023-09-02,E3,Notts County,Accrington,home,home,0.665822,0.012524,0.045278,1.6,2.72,True,1.63,2023-09
2023-09-02,E1,Plymouth,Blackburn,away,home,0.424154,0.011805,0.030873,2.5,1.01,False,-1.01,2023-09
2023-09-02,N1,Heracles,Excelsior,draw,home,0.281629,0.015788,0.010197,3.8,1.0,False,-1.0,2023-09
2023-09-03,I2,Brescia,Cosenza,draw,home,0.399327,0.014135,0.22491,3.18,3.09,False,-3.09,2023-09
2023-09-03,F1,Lyon,Paris SG,away,away,0.710475,0.014073,0.044602,1.5,3.29,True,1.64,2023-09
2023-09-03,I1,Empoli,Juventus,away,away,0.621326,0.014236,0.013841,1.67,1.4,True,0.94,2023-09
2023-09-16,D1,Mainz,Stuttgart,draw,away,0.341897,0.015902,0.108382,3.4,1.69,False,-1.69,2023-09
2023-09-16,SP1,Celta,Mallorca,draw,away,0.348655,0.014028,0.037342,3.1,1.0,False,-1.0,2023-09
2023-09-16,N1,For Sittard,Volendam,home,home,0.645393,0.017012,0.017977,1.62,1.84,True,1.14,2023-09
2023-09-16,I1,Genoa,Napoli,away,draw,0.62309,0.014236,0.016786,1.67,1.51,False,-1.51,2023-09
2023-09-16,N1,Vitesse,Waalwijk,home,away,0.691664,0.017012,0.011979,1.5,1.87,False,-1.87,2023-09
2023-09-17,F1,Marseille,Toulouse,home,draw,0.696973,0.015187,0.022679,1.5,2.27,False,-2.27,2023-09
2023-09-17,I1,Frosinone,Sassuolo,away,home,0.420121,0.014236,0.014713,2.5,1.0,False,-1.0,2023-09
2023-09-17,D1,Darmstadt,M'gladbach,home,draw,0.366486,0.017135,0.013118,2.9,1.0,False,-1.0,2023-09
2023-09-18,SP2,Andorra,Oviedo,draw,home,0.349804,0.01281,0.010983,3.0,1.0,False,-1.0,2023-09
2023-09-20,E1,Norwich,Leicester,away,away,0.424062,0.011805,0.030642,2.5,1.0,True,1.5,2023-09
2023-09-23,E3,Notts County,Forest Green,home,home,0.699136,0.012524,0.050517,1.53,3.29,True,1.74,2023-09
2023-09-23,E1,Ipswich,Blackburn,home,home,0.607764,0.012739,0.011543,1.7,1.19,True,0.83,2023-09
2023-09-24,SP2,Mirandes,Leganes,draw,away,0.364765,0.01281,0.055864,3.0,1.18,False,-1.18,2023-09
2023-09-24,I1,Torino,Roma,draw,draw,0.376429,0.014258,0.050296,2.9,1.21,True,2.29,2023-09
2023-09-26,I1,Juventus,Lecce,home,home,0.692661,0.015363,0.015947,1.5,1.95,True,0.97,2023-09
2023-09-26,SP1,Mallorca,Barcelona,away,draw,0.689528,0.014007,0.013282,1.5,1.71,False,-1.71,2023-09
2023-09-28,B1,RWD Molenbeek,St. Gilloise,home,away,0.233777,0.017677,0.026477,4.75,1.0,False,-1.0,2023-09
2023-09-30,E0,Bournemouth,Arsenal,away,away,0.687477,0.013994,0.03043,1.53,2.45,True,1.3,2023-09
2023-09-30,E1,Hull,Plymouth,home,draw,0.565434,0.012739,0.011431,1.83,1.05,False,-1.05,2023-09
2023-11-07,E1,Rotherham,Ipswich,away,draw,0.70908,0.011907,0.045759,1.5,3.18,False,-3.18,2023-11
2023-11-11,E3,Swindon,Stockport,away,away,0.540388,0.011733,0.05731,2.0,2.02,True,2.02,2023-11
2023-11-11,E2,Peterboro,Cambridge,away,home,0.220505,0.011916,0.042945,5.0,1.0,False,-1.0,2023-11
2023-11-11,D1,Darmstadt,Mainz,home,draw,0.351801,0.01727,0.037046,3.1,1.08,False,-1.08,2023-11
2023-11-11,E2,Carlisle,Bristol Rvs,draw,away,0.30746,0.011967,0.034225,3.5,1.0,False,-1.0,2023-11
2023-11-11,I1,Lecce,Milan,away,draw,0.603304,0.014178,0.030969,1.75,1.86,False,-1.86,2023-11
2023-11-11,E3,Colchester,Sutton,away,draw,0.30559,0.011733,0.0285,3.5,1.0,False,-1.0,2023-11
2023-11-11,F1,Reims,Paris SG,away,away,0.656313,0.014346,0.027148,1.6,2.09,True,1.25,2023-11
2023-11-12,N1,Almere City,Ajax,home,draw,0.222257,0.0169,0.026783,5.0,1.0,False,-1.0,2023-11
2023-11-12,SP2,Eibar,Albacete,home,draw,0.57394,0.013603,0.025416,1.83,1.52,False,-1.52,2023-11
2023-11-12,I1,Lazio,Roma,draw,draw,0.354536,0.014239,0.020889,3.0,1.0,True,2.0,2023-11
2023-11-25,E2,Lincoln,Barnsley,away,draw,0.456927,0.011916,0.023527,2.3,1.0,False,-1.0,2023-11
2023-11-25,E1,Huddersfield,Southampton,away,draw,0.612915,0.011907,0.021713,1.7,1.5,False,-1.5,2023-11
2023-11-28,E2,Blackpool,Northampton,home,away,0.699967,0.012878,0.030633,1.5,2.5,False,-2.5,2023-11
