columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
odds_bucket,"[1.0,1.8)",780,23.09,2.96,49,30,19,2026-05,1.0,22.3256
league|odds_bucket,"E2|[1.0,1.8)",780,23.09,2.96,49,30,19,2026-05,1.0,22.3256
odds_bucket|favorite_relation,"[1.0,1.8)|market_favorite",780,23.09,2.96,49,30,19,2026-05,1.0,22.3256
league|odds_bucket|favorite_relation,"E2|[1.0,1.8)|market_favorite",780,23.09,2.96,49,30,19,2026-05,1.0,22.3256
market_prob_bucket,"[0.55,1.00]",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
league|market_prob_bucket,"E2|[0.55,1.00]",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.55,1.00]",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
market_prob_bucket|favorite_relation,"[0.55,1.00]|market_favorite",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
league|odds_bucket|market_prob_bucket,"E2|[1.0,1.8)|[0.55,1.00]",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
league|market_prob_bucket|favorite_relation,"E2|[0.55,1.00]|market_favorite",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.55,1.00]|market_favorite",596,14.05,2.36,49,29,20,2026-05,2.0,18.2593
odds_bucket|market_prob_bucket,"[1.0,1.8)|[0.42,0.55)",184,9.04,4.91,48,27,21,2026-05,-1.0,12.5404
league|odds_bucket|market_prob_bucket,"E2|[1.0,1.8)|[0.42,0.55)",184,9.04,4.91,48,27,21,2026-05,-1.0,12.5404
odds_bucket|market_prob_bucket|favorite_relation,"[1.0,1.8)|[0.42,0.55)|market_favorite",184,9.04,4.91,48,27,21,2026-05,-1.0,12.5404
outcome|odds_bucket,"home|[1.0,1.8)",654,22.7,3.47,49,26,23,2026-05,-0.03,6.3818
league|outcome|odds_bucket,"E2|home|[1.0,1.8)",654,22.7,3.47,49,26,23,2026-05,-0.03,6.3818
outcome|odds_bucket|favorite_relation,"home|[1.0,1.8)|market_favorite",654,22.7,3.47,49,26,23,2026-05,-0.03,6.3818
outcome|market_prob_bucket,"home|[0.55,1.00]",520,7.24,1.39,49,26,23,2026-05,0.97,6.1532
league|outcome|market_prob_bucket,"E2|home|[0.55,1.00]",520,7.24,1.39,49,26,23,2026-05,0.97,6.1532
outcome|odds_bucket|market_prob_bucket,"home|[1.0,1.8)|[0.55,1.00]",520,7.24,1.39,49,26,23,2026-05,0.97,6.1532
outcome|market_prob_bucket|favorite_relation,"home|[0.55,1.00]|market_favorite",520,7.24,1.39,49,26,23,2026-05,0.97,6.1532
