date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2021-08-07,2021-08,E2,Cambridge,Oxford,home,draw,3.6,"[3.5,4.0)",0.2611940298507463,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Cambridge,Oxford,draw,draw,3.5,"[3.5,4.0)",0.26865671641791045,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.5
2021-08-07,2021-08,E2,Cambridge,Oxford,away,draw,2.0,"[1.8,2.2)",0.4701492537313433,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Charlton,Sheffield Weds,home,draw,2.5,"[2.2,2.8)",0.3756449948400413,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Charlton,Sheffield Weds,draw,draw,3.25,"[2.8,3.5)",0.28895768833849333,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.25
2021-08-07,2021-08,E2,Charlton,Sheffield Weds,away,draw,2.8,"[2.8,3.5)",0.33539731682146545,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Crewe,Cheltenham,home,draw,1.9,"[1.8,2.2)",0.4915346805024577,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Crewe,Cheltenham,draw,draw,3.6,"[3.5,4.0)",0.25942108137629716,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.6
2021-08-07,2021-08,E2,Crewe,Cheltenham,away,draw,3.75,"[3.5,4.0)",0.24904423812124524,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Doncaster,AFC Wimbledon,home,away,2.05,"[1.8,2.2)",0.4569015166058744,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Doncaster,AFC Wimbledon,draw,away,3.5,"[3.5,4.0)",0.26761374544058353,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Doncaster,AFC Wimbledon,away,away,3.4,"[2.8,3.5)",0.2754847379535419,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.4
2021-08-07,2021-08,E2,Fleetwood Town,Portsmouth,home,away,3.1,"[2.8,3.5)",0.30420841683366734,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Fleetwood Town,Portsmouth,draw,away,3.3,"[2.8,3.5)",0.28577154308617236,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Fleetwood Town,Portsmouth,away,away,2.3,"[2.2,2.8)",0.41002004008016035,"[0.34,0.42)",market_favorite,B365_OPEN,True,1.2999999999999998
2021-08-07,2021-08,E2,Gillingham,Lincoln,home,draw,3.1,"[2.8,3.5)",0.3065732651396048,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Gillingham,Lincoln,draw,draw,3.25,"[2.8,3.5)",0.2924237298254692,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.25
2021-08-07,2021-08,E2,Gillingham,Lincoln,away,draw,2.37,"[2.2,2.8)",0.4010030050349261,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Ipswich,Morecambe,home,draw,1.61,"[1.0,1.8)",0.5798782255726297,"[0.55,1.00]",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Ipswich,Morecambe,draw,draw,4.0,"[4.0,5.0)",0.23340098579298346,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.0
2021-08-07,2021-08,E2,Ipswich,Morecambe,away,draw,5.0,"[5.0,7.0)",0.1867207886343868,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Rotherham,Plymouth,home,home,1.83,"[1.8,2.2)",0.5143906919779547,"[0.42,0.55)",market_favorite,B365_OPEN,True,0.8300000000000001
2021-08-07,2021-08,E2,Rotherham,Plymouth,draw,home,3.6,"[3.5,4.0)",0.2614819350887937,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Rotherham,Plymouth,away,home,4.2,"[4.0,5.0)",0.2241273729332517,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Shrewsbury,Burton,home,away,2.4,"[2.2,2.8)",0.393939393939394,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Shrewsbury,Burton,draw,away,3.25,"[2.8,3.5)",0.2909090909090909,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,E2,Shrewsbury,Burton,away,away,3.0,"[2.8,3.5)",0.3151515151515151,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.0
