date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,model_probability,model_lower_ev,model_ev,stake,won,profit,month
2025-11-15,WORLD_CUP,Greece,Scotland,draw,home,0.32569,0.011582,-0.001139,3.18,0.422869,0.30789,0.344722,1.0,False,-1.0,2025-11
