league,odds_source,rule_spec,label,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
NOR,PS_CLOSE,NOR,PS_CLOSE_rulesnor_train30_n120_ev0p02_top1_ridge10_cap0.03_val6_tail20_odds1.8_4,10038,23,30,120,0.02,10.0,23,-64.0,-27.83,98.4,1,3,0,3,2022-23,5,-14.0,17,0,6,0,0.0,"['bets<150', 'profit<=0', 'roi<3%', 'drawdown>profit', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_bets<20', 'latest_season_profit<0', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
