window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2017-01,2017-12,0,0.0,0.0,0.0,0.0,0,0,False
2017-07,2018-06,0,0.0,0.0,0.0,0.0,0,0,False
2018-01,2018-12,0,0.0,0.0,0.0,0.0,0,0,False
2018-07,2019-06,0,0.0,0.0,0.0,0.0,0,0,False
2019-01,2019-12,9,90.0,-38.4,-42.67,57.0,0,1,False
2019-07,2020-06,9,90.0,-38.4,-42.67,57.0,0,1,False
2020-01,2020-12,0,0.0,0.0,0.0,0.0,0,0,False
2020-07,2021-06,0,0.0,0.0,0.0,0.0,0,0,False
2021-01,2021-12,9,90.0,-11.6,-12.89,60.0,1,1,False
2021-07,2022-06,9,90.0,-11.6,-12.89,60.0,1,1,False
2022-01,2022-12,5,50.0,-14.0,-28.0,40.0,0,1,False
2022-07,2023-06,5,50.0,-14.0,-28.0,40.0,0,1,False
2023-01,2023-12,0,0.0,0.0,0.0,0.0,0,0,False
2023-07,2024-06,0,0.0,0.0,0.0,0.0,0,0,False
2024-01,2024-12,0,0.0,0.0,0.0,0.0,0,0,False
2024-07,2025-06,0,0.0,0.0,0.0,0.0,0,0,False
2025-01,2025-12,0,0.0,0.0,0.0,0.0,0,0,False
