month,date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit
2025-11,2025-11-08,SP1,Sevilla,Osasuna,draw,home,0.324098,0.014173,0.02275,3.3,1.0,False,-1.0
2025-11,2025-11-22,E2,Stevenage,Doncaster,draw,draw,0.339379,0.012214,0.079643,3.3,1.3,True,3.0
2025-11,2025-11-22,E2,Reading,Rotherham,draw,draw,0.289107,0.012214,0.038346,3.75,1.0,True,2.75
2025-11,2025-11-22,E2,Barnsley,Luton,draw,home,0.312388,0.012214,0.020592,3.4,1.0,False,-1.0
2025-12,2025-12-21,SP1,Villarreal,Barcelona,draw,away,0.229711,0.01434,0.023012,4.75,1.0,False,-1.0
2025-12,2025-12-27,I1,Parma,Fiorentina,draw,home,0.358682,0.014466,0.032649,3.0,1.0,False,-1.0
2026-01,2026-01-14,D1,Hoffenheim,M'gladbach,draw,home,0.299352,0.015589,0.106676,3.9,1.44,False,-1.44
2026-01,2026-01-14,D1,RB Leipzig,Freiburg,draw,home,0.280882,0.015589,0.061172,4.0,1.03,False,-1.03
2026-01,2026-01-17,N1,NAC Breda,Nijmegen,home,away,0.356451,0.016269,0.020547,3.0,1.0,False,-1.0
2026-01,2026-01-18,I1,Parma,Genoa,draw,draw,0.510928,0.01401,0.267142,2.55,4.88,True,7.57
2026-02,2026-02-01,E0,Tottenham,Man City,away,draw,0.612847,0.013065,0.037623,1.73,2.06,False,-2.06
2026-02,2026-02-01,N1,Heerenveen,Utrecht,draw,draw,0.28296,0.014821,0.005523,3.75,1.0,True,2.75
2026-02,2026-02-07,E0,Wolves,Chelsea,away,away,0.617105,0.013065,0.008747,1.67,1.14,True,0.76
2026-02,2026-02-07,I1,Genoa,Napoli,away,away,0.521171,0.013183,-0.009425,1.95,1.0,True,0.95
2026-02,2026-02-08,N1,Groningen,PSV Eindhoven,home,away,0.282012,0.015749,0.011801,3.8,1.0,False,-1.0
2026-02,2026-02-10,E0,West Ham,Man United,away,draw,0.614665,0.013065,0.02272,1.7,1.6,False,-1.6
2026-02,2026-02-11,E0,Sunderland,Liverpool,away,away,0.60627,0.013065,0.026245,1.73,1.67,True,1.22
2026-02,2026-02-12,E0,Brentford,Arsenal,away,draw,0.608201,0.013065,0.011732,1.7,1.21,False,-1.21
2026-02,2026-02-14,I1,Como,Fiorentina,draw,away,0.279881,0.013322,-0.000401,3.75,1.0,False,-1.0
2026-02,2026-02-15,SP1,Oviedo,Ath Bilbao,draw,away,0.34927,0.013433,0.041092,3.1,1.0,False,-1.0
2026-02,2026-02-15,N1,Heerenveen,Zwolle,home,home,0.66912,0.015749,-0.000343,1.53,1.12,True,0.59
2026-02,2026-02-15,SP1,Vallecano,Ath Madrid,draw,home,0.315554,0.013433,-0.003001,3.3,1.0,False,-1.0
2026-02,2026-02-17,E3,Salford,Newport County,draw,away,0.223119,0.010974,0.007685,4.75,1.0,False,-1.0
2026-02,2026-02-21,SP1,Osasuna,Real Madrid,away,home,0.608623,0.013294,0.01206,1.7,1.24,False,-1.24
2026-02,2026-02-21,E1,West Brom,Coventry,draw,away,0.296227,0.010871,-0.001254,3.5,1.0,False,-1.0
2026-02,2026-02-22,E0,Tottenham,Arsenal,draw,away,0.271746,0.013202,0.034176,4.0,1.0,False,-1.0
2026-02,2026-02-22,E0,Crystal Palace,Wolves,draw,home,0.261504,0.013202,-0.006791,4.0,1.0,False,-1.0
2026-02,2026-02-22,E0,Sunderland,Fulham,away,away,0.380092,0.013065,-0.009027,2.7,1.0,True,1.7
2026-02,2026-02-28,I2,Avellino,Juve Stabia,draw,draw,0.56262,0.013388,0.37308,2.5,6.78,True,10.16
2026-02,2026-02-28,E0,Burnley,Brentford,away,away,0.607657,0.013065,0.028645,1.73,1.76,True,1.28
2026-02,2026-02-28,E0,Leeds,Man City,away,away,0.638855,0.013065,0.01378,1.62,1.41,True,0.87
2026-02,2026-02-28,D2,Greuther Furth,Schalke 04,away,draw,0.601914,0.014742,-0.001808,1.7,1.0,False,-1.0
2026-02,2026-02-28,D1,Dortmund,Bayern Munich,away,away,0.637645,0.014742,-0.003355,1.6,1.0,True,0.6
2026-04,2026-04-06,E1,Ipswich,Birmingham,draw,home,0.294493,0.0107,0.064225,3.75,1.0,False,-1.0
2026-04,2026-04-15,E2,AFC Wimbledon,Stockport,home,away,0.301923,0.011439,0.016693,3.5,1.0,False,-1.0
