candidate_id,odds_source,window_start,window_end,bets,total_staked,profit,roi_pct,max_drawdown,active_bet_days,positive_months,negative_months,walk_forward_active_months,rule_contributions,active_rules,passes_window,fail_reasons,band_low,band_high
market-bias-i2-draw-2.90-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.4
market-bias-i2-draw-2.90-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,84,840.0,-23.6,-2.81,88.1,36,1,3,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.40)', 'bets': 66, 'profit': -16.4, 'roi_pct': -2.48}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.4
market-bias-i2-draw-2.90-3.40-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,173,1730.0,-49.4,-2.86,179.7,61,3,3,6,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.40)', 'bets': 161, 'profit': -48.3, 'roi_pct': -3.0}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.4
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,72,720.0,-42.7,-5.93,197.4,22,0,2,2,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 72, 'profit': -42.7, 'roi_pct': -5.93}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2023-08,2024-07,114,1140.0,-2.6,-0.23,197.4,55,2,4,6,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 72, 'profit': -42.7, 'roi_pct': -5.93}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2024-02,2025-01,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2024-08,2025-07,110,1100.0,21.6,1.96,160.7,34,3,1,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 110, 'profit': 21.6, 'roi_pct': 1.96}]",1,False,"['roi<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_OPEN,2025-02,2026-01,215,2150.0,131.8,6.13,160.7,66,5,2,7,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 215, 'profit': 131.8, 'roi_pct': 6.13}]",1,True,[],2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2023-02,2024-01,30,300.0,-46.5,-15.5,71.9,12,0,1,1,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 30, 'profit': -46.5, 'roi_pct': -15.5}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2023-08,2024-07,36,360.0,-62.5,-17.36,101.9,16,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 6, 'profit': -16.0, 'roi_pct': -26.67}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 30, 'profit': -46.5, 'roi_pct': -15.5}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,88,880.0,4.8,0.55,93.9,36,1,3,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 70, 'profit': 12.0, 'roi_pct': 1.71}, {'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}]",2,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-2.90-3.50-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,151,1510.0,-30.0,-1.99,134.4,51,2,3,5,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[2.90,3.50)', 'bets': 139, 'profit': -28.9, 'roi_pct': -2.08}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",2.9,3.5
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,90,900.0,-18.7,-2.08,195.8,35,1,3,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 90, 'profit': -18.7, 'roi_pct': -2.08}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2023-08,2024-07,132,1320.0,21.4,1.62,195.8,68,3,5,8,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 90, 'profit': -18.7, 'roi_pct': -2.08}]",2,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2024-02,2025-01,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2024-08,2025-07,18,180.0,-25.0,-13.89,50.0,8,0,1,1,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 18, 'profit': -25.0, 'roi_pct': -13.89}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_OPEN,2025-02,2026-01,47,470.0,27.4,5.83,50.0,16,1,1,2,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 47, 'profit': 27.4, 'roi_pct': 5.83}]",1,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2023-08,2024-07,6,60.0,-16.0,-26.67,30.0,4,0,1,1,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 6, 'profit': -16.0, 'roi_pct': -26.67}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,76,760.0,2.8,0.37,112.4,33,2,3,5,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 58, 'profit': 10.0, 'roi_pct': 1.72}, {'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}]",2,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.30-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,70,700.0,8.9,1.27,112.4,28,2,2,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.30)', 'bets': 58, 'profit': 10.0, 'roi_pct': 1.72}, {'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}]",2,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.3
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,78,780.0,46.9,6.01,95.1,29,1,2,3,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 78, 'profit': 46.9, 'roi_pct': 6.01}]",1,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2023-08,2024-07,120,1200.0,87.0,7.25,103.7,62,3,4,7,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 78, 'profit': 46.9, 'roi_pct': 6.01}, {'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",2,False,['positive_month_edge<minimum'],3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2024-02,2025-01,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2024-08,2025-07,59,590.0,35.3,5.98,105.0,28,1,2,3,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 59, 'profit': 35.3, 'roi_pct': 5.98}]",1,False,"['positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_OPEN,2025-02,2026-01,119,1190.0,32.0,2.69,108.3,47,2,3,5,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 119, 'profit': 32.0, 'roi_pct': 2.69}]",1,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2023-02,2024-01,24,240.0,-21.2,-8.83,66.6,11,0,1,1,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 24, 'profit': -21.2, 'roi_pct': -8.83}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2023-08,2024-07,30,300.0,-37.2,-12.4,96.6,15,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 6, 'profit': -16.0, 'roi_pct': -26.67}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 24, 'profit': -21.2, 'roi_pct': -8.83}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,66,660.0,-20.9,-3.17,106.6,31,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 48, 'profit': -13.7, 'roi_pct': -2.85}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.40-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,86,860.0,-25.7,-2.99,130.5,36,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.40)', 'bets': 74, 'profit': -24.6, 'roi_pct': -3.32}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.4
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,69,690.0,-42.2,-6.12,197.4,22,0,2,2,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 69, 'profit': -42.2, 'roi_pct': -6.12}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2023-08,2024-07,111,1110.0,-2.1,-0.19,197.4,55,2,4,6,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 69, 'profit': -42.2, 'roi_pct': -6.12}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2024-02,2025-01,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2024-08,2025-07,91,910.0,4.1,0.45,140.6,32,2,2,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 91, 'profit': 4.1, 'roi_pct': 0.45}]",1,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_OPEN,2025-02,2026-01,183,1830.0,96.1,5.25,140.6,62,4,3,7,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 183, 'profit': 96.1, 'roi_pct': 5.25}]",1,True,[],3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2023-08,2024-07,6,60.0,-16.0,-26.67,30.0,4,0,1,1,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 6, 'profit': -16.0, 'roi_pct': -26.67}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,70,700.0,7.5,1.07,102.6,32,1,3,4,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 52, 'profit': 14.7, 'roi_pct': 2.83}, {'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}]",2,False,"['roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.00-3.50-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,116,1160.0,-34.5,-2.97,150.7,46,2,3,5,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.00,3.50)', 'bets': 104, 'profit': -33.4, 'roi_pct': -3.21}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.0,3.5
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2023-08,2024-07,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2024-02,2025-01,42,420.0,40.1,9.55,20.8,33,2,2,4,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 42, 'profit': 40.1, 'roi_pct': 9.55}]",1,False,['positive_month_edge<minimum'],3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2024-08,2025-07,40,400.0,-79.2,-19.8,116.9,23,1,2,3,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.10,3.40)', 'bets': 40, 'profit': -79.2, 'roi_pct': -19.8}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_OPEN,2025-02,2026-01,40,400.0,-79.2,-19.8,116.9,23,1,2,3,"[{'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.10,3.40)', 'bets': 40, 'profit': -79.2, 'roi_pct': -19.8}]",1,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2023-08,2024-07,6,60.0,-16.0,-26.67,30.0,4,0,1,1,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 6, 'profit': -16.0, 'roi_pct': -26.67}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-02,2025-01,12,120.0,-22.1,-18.42,30.0,9,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -22.1, 'roi_pct': -18.42}]",1,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2024-08,2025-07,34,340.0,-69.9,-20.56,73.8,20,0,3,3,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 18, 'profit': -7.2, 'roi_pct': -4.0}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.10,3.40)', 'bets': 16, 'profit': -62.7, 'roi_pct': -39.19}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.40-plus-sp1-home-v1,AVG_CLOSE,2025-02,2026-01,28,280.0,-63.8,-22.79,73.4,15,0,2,2,"[{'rule_label': 'league|outcome|market_prob_bucket=SP1|home|[0.55,1.00]', 'bets': 12, 'profit': -1.1, 'roi_pct': -0.92}, {'rule_label': 'league|outcome|custom_i2_draw_band=I2|draw|[3.10,3.40)', 'bets': 16, 'profit': -62.7, 'roi_pct': -39.19}]",2,False,"['profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.4
market-bias-i2-draw-3.10-3.50-plus-sp1-home-v1,AVG_OPEN,2022-08,2023-07,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.5
market-bias-i2-draw-3.10-3.50-plus-sp1-home-v1,AVG_OPEN,2023-02,2024-01,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']",3.1,3.5
