date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2022-02-01,0,0.0,0.0,0.0,0.0,100.0,2022-02,0.0,0.0
2022-02-02,0,0.0,0.0,0.0,0.0,100.0,2022-02,0.0,0.0
2022-02-03,0,0.0,0.0,0.0,0.0,100.0,2022-02,0.0,0.0
2022-02-04,0,0.0,0.0,0.0,0.0,100.0,2022-02,0.0,0.0
2022-02-05,1,0.49,-0.49,-0.49,0.49,99.51,2022-02,-0.49,0.49
2022-02-06,1,1.18,-1.18,-1.67,1.67,98.82,2022-02,-1.67,1.67
2022-02-07,0,0.0,0.0,-1.67,1.67,100.0,2022-02,-1.67,1.67
2022-02-08,0,0.0,0.0,-1.67,1.67,100.0,2022-02,-1.67,1.67
2022-02-09,0,0.0,0.0,-1.67,1.67,100.0,2022-02,-1.67,1.67
2022-02-10,0,0.0,0.0,-1.67,1.67,100.0,2022-02,-1.67,1.67
2022-02-11,0,0.0,0.0,-1.67,1.67,100.0,2022-02,-1.67,1.67
2022-02-12,2,6.64,7.61,5.94,0.0,93.36,2022-02,5.94,0.0
2022-02-13,2,15.0,-6.38,-0.44,6.38,85.0,2022-02,-0.44,6.38
2022-02-14,0,0.0,0.0,-0.44,6.38,100.0,2022-02,-0.44,6.38
2022-02-15,0,0.0,0.0,-0.44,6.38,100.0,2022-02,-0.44,6.38
2022-02-16,0,0.0,0.0,-0.44,6.38,100.0,2022-02,-0.44,6.38
2022-02-17,0,0.0,0.0,-0.44,6.38,100.0,2022-02,-0.44,6.38
2022-02-18,1,5.09,7.23,6.79,0.0,94.91,2022-02,6.79,0.0
2022-02-19,3,4.01,6.81,13.6,0.0,95.99,2022-02,13.6,0.0
2022-02-20,1,0.21,-0.21,13.39,0.21,99.79,2022-02,13.39,0.21
2022-02-21,0,0.0,0.0,13.39,0.21,100.0,2022-02,13.39,0.21
2022-02-22,1,0.82,-0.82,12.57,1.03,99.18,2022-02,12.57,1.03
2022-02-23,0,0.0,0.0,12.57,1.03,100.0,2022-02,12.57,1.03
2022-02-24,0,0.0,0.0,12.57,1.03,100.0,2022-02,12.57,1.03
2022-02-25,0,0.0,0.0,12.57,1.03,100.0,2022-02,12.57,1.03
2022-02-26,3,11.29,8.54,21.11,0.0,88.71,2022-02,21.11,0.0
2022-02-27,0,0.0,0.0,21.11,0.0,100.0,2022-02,21.11,0.0
2022-02-28,0,0.0,0.0,21.11,0.0,100.0,2022-02,21.11,0.0
2022-03-01,0,0.0,0.0,21.11,0.0,100.0,2022-03,0.0,0.0
2022-03-02,0,0.0,0.0,21.11,0.0,100.0,2022-03,0.0,0.0
2022-03-03,0,0.0,0.0,21.11,0.0,100.0,2022-03,0.0,0.0
2022-03-04,0,0.0,0.0,21.11,0.0,100.0,2022-03,0.0,0.0
2022-03-05,1,7.94,-7.94,13.17,7.94,92.06,2022-03,-7.94,7.94
2022-03-06,0,0.0,0.0,13.17,7.94,100.0,2022-03,-7.94,7.94
2022-03-07,0,0.0,0.0,13.17,7.94,100.0,2022-03,-7.94,7.94
2022-03-08,0,0.0,0.0,13.17,7.94,100.0,2022-03,-7.94,7.94
