candidate_id,outcome
data\historical_csv\football-data\2122\T1.csv:234,draw
data\historical_csv\football-data\2122\SP2.csv:284,home
data\historical_csv\football-data\2122\B1.csv:235,away
data\historical_csv\football-data\2122\I2.csv:216,draw
data\historical_csv\football-data\2122\B1.csv:240,home
data\historical_csv\football-data\2122\B1.csv:239,home
data\historical_csv\football-data\2122\SP2.csv:299,away
data\historical_csv\football-data\2122\SP2.csv:300,home
data\historical_csv\football-data\2122\I2.csv:234,away
data\historical_csv\football-data\2122\I2.csv:232,draw
data\historical_csv\football-data\2122\SP1.csv:245,home
data\historical_csv\football-data\2122\I2.csv:246,away
data\historical_csv\football-data\2122\I2.csv:256,home
data\historical_csv\football-data\2122\I2.csv:254,home
data\historical_csv\football-data\2122\I2.csv:252,away
data\historical_csv\football-data\2122\I2.csv:274,home
data\historical_csv\football-data\2122\SP2.csv:333,home
data\historical_csv\football-data\2122\SP2.csv:342,away
data\historical_csv\football-data\2122\SP2.csv:340,home
data\historical_csv\football-data\2122\I2.csv:295,home
data\historical_csv\football-data\2122\I2.csv:292,home
data\historical_csv\football-data\2122\E1.csv:450,away
data\historical_csv\football-data\2122\I1.csv:293,home
data\historical_csv\football-data\2122\SP2.csv:356,home
data\historical_csv\football-data\2122\SP2.csv:359,home
data\historical_csv\football-data\2122\SP2.csv:364,home
data\historical_csv\football-data\2122\SP2.csv:380,home
data\historical_csv\football-data\2122\I2.csv:338,home
data\historical_csv\football-data\2122\I2.csv:339,home
data\historical_csv\football-data\2122\I2.csv:336,home
data\historical_csv\football-data\2122\SP2.csv:409,home
data\historical_csv\football-data\2122\SP2.csv:410,home
data\historical_csv\football-data\2122\SP2.csv:412,away
data\historical_csv\football-data\2122\SP2.csv:413,home
data\historical_csv\football-data\2122\SP2.csv:422,away
data\historical_csv\football-data\2122\SP2.csv:452,home
data\historical_csv\football-data\2122\SP2.csv:448,home
data\historical_csv\football-data\2122\SP2.csv:443,away
data\historical_csv\football-data\2223\I2.csv:82,home
data\historical_csv\football-data\2223\SP1.csv:95,home
data\historical_csv\football-data\2223\T1.csv:92,home
data\historical_csv\football-data\2223\SC0.csv:67,away
data\historical_csv\football-data\2223\P1.csv:100,draw
data\historical_csv\football-data\2223\F2.csv:139,draw
data\historical_csv\football-data\2223\F2.csv:140,draw
data\historical_csv\football-data\2223\G1.csv:77,home
data\historical_csv\football-data\2223\I2.csv:122,home
data\historical_csv\football-data\2223\B1.csv:234,home
data\historical_csv\football-data\2223\E3.csv:373,home
data\historical_csv\football-data\2223\E3.csv:377,home
data\historical_csv\football-data\2223\T1.csv:208,home
data\historical_csv\football-data\2425\I2.csv:72,draw
data\historical_csv\football-data\2425\SP1.csv:90,draw
data\historical_csv\football-data\2425\I2.csv:82,home
data\historical_csv\football-data\2425\I2.csv:87,away
data\historical_csv\football-data\2425\F2.csv:79,away
data\historical_csv\football-data\2425\T1.csv:78,away
data\historical_csv\football-data\2425\I2.csv:93,away
data\historical_csv\football-data\2425\E0.csv:91,draw
data\historical_csv\football-data\2425\I2.csv:103,away
data\historical_csv\football-data\2425\I2.csv:107,draw
data\historical_csv\football-data\2425\I1.csv:91,draw
data\historical_csv\football-data\2425\F1.csv:115,draw
data\historical_csv\football-data\2425\I1.csv:154,draw
data\historical_csv\football-data\2425\T1.csv:150,draw
data\historical_csv\football-data\2425\E1.csv:283,away
data\historical_csv\football-data\2425\I1.csv:176,draw
data\historical_csv\football-data\2425\I2.csv:199,home
data\historical_csv\football-data\2425\T1.csv:175,draw
data\historical_csv\football-data\2425\SP1.csv:199,draw
data\historical_csv\football-data\2425\T1.csv:191,draw
data\historical_csv\football-data\2425\E0.csv:234,draw
data\historical_csv\football-data\2425\SP1.csv:218,draw
data\historical_csv\football-data\2425\F1.csv:182,draw
data\historical_csv\football-data\2425\D2.csv:184,draw
data\historical_csv\football-data\2425\F1.csv:184,draw
data\historical_csv\football-data\2425\SC0.csv:155,draw
data\historical_csv\football-data\2425\I2.csv:256,draw
data\historical_csv\football-data\2425\I1.csv:243,draw
data\historical_csv\football-data\2425\I2.csv:260,draw
data\historical_csv\football-data\2425\I1.csv:245,draw
data\historical_csv\football-data\2425\I1.csv:249,draw
data\historical_csv\football-data\2425\I1.csv:250,draw
data\historical_csv\football-data\2425\B1.csv:210,home
data\historical_csv\football-data\2425\T1.csv:220,draw
data\historical_csv\football-data\2425\T1.csv:226,draw
data\historical_csv\football-data\2425\D1.csv:211,draw
data\historical_csv\football-data\2425\E2.csv:392,draw
data\historical_csv\football-data\2425\N1.csv:216,draw
data\historical_csv\football-data\2425\E0.csv:282,draw
data\historical_csv\football-data\2425\I2.csv:295,draw
data\historical_csv\football-data\2425\B1.csv:240,draw
data\historical_csv\football-data\2425\SP2.csv:343,away
data\historical_csv\football-data\2425\I1.csv:300,draw
data\historical_csv\football-data\2526\T1.csv:66,away
data\historical_csv\football-data\2526\E2.csv:127,away
data\historical_csv\football-data\2526\SP1.csv:88,away
data\historical_csv\football-data\2526\B1.csv:89,away
data\historical_csv\football-data\2526\B1.csv:90,home
data\historical_csv\football-data\2526\F2.csv:99,home
data\historical_csv\football-data\2526\T1.csv:84,away
data\historical_csv\football-data\2526\SP2.csv:119,away
data\historical_csv\football-data\2526\SP2.csv:118,away
data\historical_csv\football-data\2526\F2.csv:112,away
data\historical_csv\football-data\2526\B1.csv:104,away
data\historical_csv\football-data\2526\SP2.csv:133,away
data\historical_csv\football-data\2526\B1.csv:109,away
data\historical_csv\football-data\2526\D2.csv:104,away
data\historical_csv\football-data\2526\B1.csv:107,away
data\historical_csv\football-data\2526\E2.csv:194,away
data\historical_csv\football-data\2526\B1.csv:137,away
data\historical_csv\football-data\2526\F2.csv:157,away
data\historical_csv\football-data\2526\E2.csv:340,away
data\historical_csv\football-data\2526\B1.csv:223,away
data\historical_csv\football-data\2526\P1.csv:226,away
data\historical_csv\football-data\2526\T1.csv:244,away
data\historical_csv\football-data\2526\T1.csv:250,away
data\historical_csv\football-data\2526\I2.csv:349,away
