test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,predicted_closing_edge_pct,lower_closing_edge_pct,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability_x,closing_fair_odds_x,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability_y,closing_fair_odds_y,won,profit
2025-01,data\historical_csv\football-data\2425\SP2.csv:250,data\historical_csv\football-data\2425\SP2.csv,250,2025-01-19,SP2,Castellon,Cordoba,away,0.2420263991330209,0.2335134929986428,4.3516,4.6,1.6157316132894284,0.006512906134378,6,0.05,BFE,4.0-5.0,exchange,3.2661509698601208,3.2661509698601208,0.1,0.2373061654790424,True,0.2377523493009271,4.206057281622413,existing_one_tenth_kelly,away,3.460312321791448,True,0.2377523493009271,4.206057281622413,True,0.34
2025-01,data\historical_csv\football-data\2425\D1.csv:172,data\historical_csv\football-data\2425\D1.csv,172,2025-01-26,D1,St Pauli,Union Berlin,draw,0.3065613292368431,0.3017939210367986,3.3324,3.38,0.569806246302762,0.0027674082000444,6,0.0,1XB,3.0-4.0,sportsbook,2.865710701866336,2.865710701866336,0.12,0.30868356350338,True,0.3056417381021278,3.27180445383365,existing_one_tenth_kelly,home,1.8520528051530816,True,0.3056417381021278,3.27180445383365,False,-0.12
2025-01,data\historical_csv\football-data\2425\T1.csv:191,data\historical_csv\football-data\2425\T1.csv,191,2025-01-31,T1,Eyupspor,Sivasspor,draw,0.2701295256295146,0.2596891589085561,3.842,3.9,-0.2274251473327271,0.0084403667209584,6,0.0,1XB,3.0-4.0,sportsbook,4.049989375209552,4.049989375209552,0.14,0.2708224606330285,True,0.2578542435840675,3.878159948428278,existing_one_tenth_kelly,home,-0.9323996150012448,False,0.2578542435840675,3.878159948428278,False,-0.14
2025-02,data\historical_csv\football-data\2425\P1.csv:175,data\historical_csv\football-data\2425\P1.csv,175,2025-02-01,P1,Santa Clara,Casa Pia,away,0.2465654736795924,0.2422690597690615,4.2585,4.5,3.1702791026548383,0.0022964139105309,6,0.05,BFE,4.0-5.0,exchange,3.332948689578542,3.332948689578542,0.1,0.2426510477623072,True,0.2342654956429889,4.268661064470029,existing_one_tenth_kelly,home,-0.2380386804331835,False,0.2342654956429889,4.268661064470029,False,-0.1
2025-02,data\historical_csv\football-data\2425\E0.csv:237,data\historical_csv\football-data\2425\E0.csv,237,2025-02-02,E0,Brentford,Tottenham,draw,0.2429723179631012,0.2375385951087792,4.2634,4.33,1.2722046386769217,0.003433722854322,6,0.0,1XB,4.0-5.0,sportsbook,4.301182515991663,4.301182515991663,0.13,0.2446432014729831,True,0.235792255706017,4.241021389806747,existing_one_tenth_kelly,away,0.5276702977032866,True,0.235792255706017,4.241021389806747,False,-0.13
2025-02,data\historical_csv\football-data\2425\SP1.csv:218,data\historical_csv\football-data\2425\SP1.csv,218,2025-02-02,SP1,Valencia,Celta,draw,0.3058379980076529,0.2991060465859152,3.3324,3.38,-0.3259010357096192,0.0047319514217376,6,0.0,1XB,3.0-4.0,sportsbook,2.6741058081216598,2.6741058081216598,0.11,0.3081085878289571,True,0.3121006216567876,3.204094867518992,existing_one_tenth_kelly,home,4.004411160907884,True,0.3121006216567876,3.204094867518992,False,-0.11
2025-02,data\historical_csv\football-data\2425\I1.csv:230,data\historical_csv\football-data\2425\I1.csv,230,2025-02-06,I1,Fiorentina,Inter,draw,0.2718794036819876,0.2684945257528818,3.7538,3.81,0.7874750771167616,0.0013848779291057,6,0.0,1XB,3.0-4.0,sportsbook,2.818329208823513,2.818329208823513,0.1,0.2739046545069623,True,0.2754741472560756,3.630104712041884,existing_one_tenth_kelly,home,3.4074853969856544,True,0.2754741472560756,3.630104712041884,False,-0.1
2025-02,data\historical_csv\football-data\2425\D2.csv:184,data\historical_csv\football-data\2425\D2.csv,184,2025-02-08,D2,Darmstadt,Elversberg,draw,0.2768820997128245,0.2586985231764657,3.7636,3.82,-2.636223817305361,0.0161835765363588,6,0.0,1XB,3.0-4.0,sportsbook,4.287850761152519,4.287850761152519,0.16,0.2770960005344684,True,0.2748628553871536,3.6381780236964585,existing_one_tenth_kelly,away,3.4473842535091226,True,0.2748628553871536,3.6381780236964585,False,-0.16
2025-02,data\historical_csv\football-data\2425\D1.csv:183,data\historical_csv\football-data\2425\D1.csv,183,2025-02-08,D1,Dortmund,Stuttgart,draw,0.244537310926899,0.2396401478512441,4.204599999999999,4.27,0.7590965655341009,0.0028971630756548,6,0.0,1XB,4.0-5.0,sportsbook,3.621786349739642,3.621786349739642,0.11,0.2464486190118909,True,0.2493668543423383,4.010156051562369,existing_one_tenth_kelly,away,4.848787576779556,True,0.2493668543423383,4.010156051562369,False,-0.11
2025-02,data\historical_csv\football-data\2425\D1.csv:187,data\historical_csv\football-data\2425\D1.csv,187,2025-02-08,D1,Wolfsburg,Leverkusen,draw,0.2534073774310105,0.2453444790613734,4.038,4.1,-0.929899355017394,0.0060628983696371,6,0.0,1XB,4.0-5.0,sportsbook,2.9677256749444743,2.9677256749444743,0.1,0.2549968441677674,True,0.2891031914505803,3.4589725384299026,existing_one_tenth_kelly,draw,16.739868707744353,True,0.2891031914505803,3.4589725384299026,True,0.3
2025-02,data\historical_csv\football-data\2425\F1.csv:184,data\historical_csv\football-data\2425\F1.csv,184,2025-02-08,F1,Nice,Lens,draw,0.2822412305261566,0.2739961643455746,3.6166,3.67,-0.906547202779484,0.006245066180582,6,0.0,1XB,3.0-4.0,sportsbook,2.709057603178759,2.709057603178759,0.1,0.2839934126062566,True,0.278367432354337,3.5923742642677,existing_one_tenth_kelly,home,0.6743655852695207,True,0.278367432354337,3.5923742642677,False,-0.1
2025-02,data\historical_csv\football-data\2425\I1.csv:243,data\historical_csv\football-data\2425\I1.csv,243,2025-02-15,I1,Lazio,Napoli,draw,0.3064159580926258,0.300542570234997,3.3912,3.44,1.9199964180921736,0.0038733878576288,5,0.0,1XB,3.0-4.0,sportsbook,3.268737795160358,3.268737795160358,0.14,0.3045197505165143,True,0.3111227037507471,3.2141659478542595,existing_one_tenth_kelly,draw,5.50793129595335,True,0.3111227037507471,3.2141659478542595,True,0.33
2025-02,data\historical_csv\football-data\2425\I2.csv:260,data\historical_csv\football-data\2425\I2.csv,260,2025-02-16,I2,Palermo,Mantova,draw,0.282069854104253,0.2708768253663367,3.7636,3.82,1.9472019948744808,0.0091930287379162,5,0.0,1XB,3.0-4.0,sportsbook,5.127199623851872,5.127199623851872,0.19,0.2793261760650756,True,0.2723190484788373,3.6721632422922954,existing_one_tenth_kelly,draw,2.4899970854952214,True,0.2723190484788373,3.6721632422922954,True,0.53
2025-02,data\historical_csv\football-data\2425\I2.csv:259,data\historical_csv\football-data\2425\I2.csv,259,2025-02-16,I2,Juve Stabia,Cosenza,home,0.4811431133547002,0.4659254351240253,2.176,2.2,1.3853746829879166,0.0132176782306748,5,0.0,WH,2.0-3.0,sportsbook,4.093140606104148,4.093140606104148,0.35,0.4783692123442286,True,0.4481010114668499,2.2316396848257933,existing_one_tenth_kelly,home,-2.49321990481346,False,0.4481010114668499,2.2316396848257933,True,0.41
2025-02,data\historical_csv\football-data\2425\I1.csv:250,data\historical_csv\football-data\2425\I1.csv,250,2025-02-17,I1,Genoa,Venezia,draw,0.2807517703015229,0.2685027202164663,3.695,3.75,-0.7882448800156983,0.0102490500850566,5,0.0,1XB,3.0-4.0,sportsbook,2.8392220366510186,2.8392220366510186,0.11,0.2783199513847118,True,0.2842278487972035,3.518304079743783,existing_one_tenth_kelly,home,5.022190130566684,True,0.2842278487972035,3.518304079743783,False,-0.11
2025-02,data\historical_csv\football-data\2425\D1.csv:200,data\historical_csv\football-data\2425\D1.csv,200,2025-02-21,D1,Freiburg,Werder Bremen,draw,0.2790610534513509,0.2728275005499503,3.7048,3.76,1.0771324037455845,0.0042335529014005,5,0.0,1XB,3.0-4.0,sportsbook,2.697037803633413,2.697037803633413,0.1,0.2771999508843485,True,0.2774789174896765,3.603877401018059,existing_one_tenth_kelly,home,2.800389351575338,True,0.2774789174896765,3.603877401018059,False,-0.1
2025-02,data\historical_csv\football-data\2425\B1.csv:210,data\historical_csv\football-data\2425\B1.csv,210,2025-02-21,B1,Mechelen,St Truiden,home,0.5298674055938342,0.5263690888220407,1.98,2.0,4.221079586764054,0.0014983167717934,5,0.0,WH,1.5-2.0,sportsbook,2.1146181021009416,2.1146181021009416,0.22,0.5157303944550553,True,0.5187408727349371,1.9277447615179024,existing_one_tenth_kelly,draw,2.7106928015175447,True,0.5187408727349371,1.9277447615179024,False,-0.22
2025-02,data\historical_csv\football-data\2425\T1.csv:226,data\historical_csv\football-data\2425\T1.csv,226,2025-02-24,T1,Galatasaray,Fenerbahce,draw,0.2640733738454227,0.2565133064787879,4.0576,4.12,4.082839236832969,0.0055600673666347,5,0.0,1XB,4.0-5.0,sportsbook,6.292233095851604,6.292233095851604,0.21,0.2619583820382778,True,0.274459519380381,3.6435245615003513,existing_one_tenth_kelly,draw,11.364694583783418,True,0.274459519380381,3.6435245615003513,True,0.64
2025-02,data\historical_csv\football-data\2425\P1.csv:208,data\historical_csv\football-data\2425\P1.csv,208,2025-02-24,P1,Porto,Guimaraes,draw,0.2553107788171416,0.249296068445147,4.1654,4.4,3.8417843501415305,0.0040147103719946,5,0.05,BFE,4.0-5.0,exchange,5.034259549254497,5.034259549254497,0.16,0.2521588792174929,True,0.2714056399740427,3.6845218105844815,existing_one_tenth_kelly,draw,13.051305274787753,True,0.2714056399740427,3.6845218105844815,True,0.51
2025-03,data\historical_csv\football-data\2425\SP1.csv:255,data\historical_csv\football-data\2425\SP1.csv,255,2025-03-01,SP1,Betis,Real Madrid,draw,0.236684957877038,0.2312021769707155,4.3516,4.42,0.6099393305765588,0.0034827809063225,5,0.0,1XB,4.0-5.0,sportsbook,3.525390513217031,3.525390513217031,0.11,0.2379018993317792,True,0.2559168453270943,3.907519251895563,existing_one_tenth_kelly,home,11.364774412538337,True,0.2559168453270943,3.907519251895563,False,-0.11
2025-03,data\historical_csv\football-data\2425\D1.csv:211,data\historical_csv\football-data\2425\D1.csv,211,2025-03-01,D1,Heidenheim,M'gladbach,draw,0.2716326465660794,0.2662492536972576,3.793,3.85,0.9883419273698292,0.0033833928688217,5,0.0,1XB,3.0-4.0,sportsbook,3.251366432534464,3.251366432534464,0.12,0.2722155719286435,True,0.2792960191646825,3.58043055175221,existing_one_tenth_kelly,away,5.936980069164077,True,0.2792960191646825,3.58043055175221,False,-0.12
2025-03,data\historical_csv\football-data\2425\N1.csv:216,data\historical_csv\football-data\2425\N1.csv,216,2025-03-02,N1,Heracles,Zwolle,draw,0.2927048220998431,0.2802678666237266,3.5284,3.58,-1.1102859404842902,0.0104369554761165,5,0.0,1XB,3.0-4.0,sportsbook,2.979956033980447,2.979956033980447,0.12,0.2918602086894356,True,0.2847405455660923,3.5119691086209768,existing_one_tenth_kelly,home,0.4678540975400214,True,0.2847405455660923,3.5119691086209768,False,-0.12
2025-03,data\historical_csv\football-data\2425\P1.csv:220,data\historical_csv\football-data\2425\P1.csv,220,2025-03-08,P1,Estoril,Farense,away,0.2604651162790697,0.2498298177247014,4.0723,4.3,1.7381966720301678,0.0086352985543683,5,0.05,BFE,4.0-5.0,exchange,3.1928824394373545,3.1928824394373545,0.1,0.2534019655708994,True,0.3046049176712334,3.282941088558923,existing_one_tenth_kelly,draw,24.04426062325637,True,0.3046049176712334,3.282941088558923,False,-0.1
2025-03,data\historical_csv\football-data\2425\D1.csv:223,data\historical_csv\football-data\2425\D1.csv,223,2025-03-08,D1,Wolfsburg,St Pauli,draw,0.2593985485133858,0.2517540296645026,3.9792,4.04,0.1779634840989086,0.0056445188488831,5,0.0,1XB,3.0-4.0,sportsbook,3.103622272268169,3.103622272268169,0.1,0.2591064090075095,True,0.2709690129836773,3.6904588793709703,existing_one_tenth_kelly,draw,7.823989646464891,True,0.2709690129836773,3.6904588793709703,True,0.3
2025-03,data\historical_csv\football-data\2425\T1.csv:243,data\historical_csv\football-data\2425\T1.csv,243,2025-03-09,T1,Alanyaspor,Galatasaray,draw,0.229964934827646,0.2228922395507706,4.724,5.0,5.294293963784047,0.0050726952768753,5,0.05,BFE,4.0-5.0,exchange,8.14558025774077,8.14558025774077,0.22,0.2289279853042776,True,0.2190281489158435,4.565623208477311,existing_one_tenth_kelly,away,3.468897547844496,True,0.2190281489158435,4.565623208477311,False,-0.22
2025-03,data\historical_csv\football-data\2425\E0.csv:282,data\historical_csv\football-data\2425\E0.csv,282,2025-03-10,E0,West Ham,Newcastle,draw,0.2728759711797007,0.2626463253030614,3.7734,3.83,-0.8930356101428005,0.0082296458766392,5,0.0,1XB,3.0-4.0,sportsbook,2.670187155066246,2.670187155066246,0.1,0.2720893283380141,True,0.2776362695504274,3.601834881369377,existing_one_tenth_kelly,away,4.763269952158278,True,0.2776362695504274,3.601834881369377,False,-0.1
2025-03,data\historical_csv\football-data\2425\SP2.csv:343,data\historical_csv\football-data\2425\SP2.csv,343,2025-03-21,SP2,Burgos,Almeria,away,0.4162307626604239,0.4130803384256547,2.47,2.5,2.0308435911366995,0.0011504242347692,5,0.0,WH,2.0-3.0,sportsbook,1.666222732374115,1.666222732374115,0.11,0.4116041406168992,True,0.3786535581133938,2.640936493459634,existing_one_tenth_kelly,home,-6.472571145991745,False,0.3786535581133938,2.640936493459634,False,-0.11
2025-03,data\historical_csv\football-data\2425\I1.csv:300,data\historical_csv\football-data\2425\I1.csv,300,2025-03-31,I1,Verona,Parma,draw,0.3092567800786537,0.2956385394664472,3.352,3.4,-0.9019615708468876,0.0116182406122064,4,0.0,1XB,3.0-4.0,sportsbook,2.844007106263414,2.844007106263414,0.12,0.3068138636821701,True,0.3211286198472023,3.1140170579495985,existing_one_tenth_kelly,draw,7.642313372782206,True,0.3211286198472023,3.1140170579495985,True,0.28
2025-04,data\historical_csv\football-data\2425\F2.csv:262,data\historical_csv\football-data\2425\F2.csv,262,2025-04-07,F2,Dunkerque,Guingamp,draw,0.3242153144007538,0.3154808220078314,3.205,3.25,1.1116034535099797,0.0067344923929223,4,0.0,B365,3.0-4.0,sportsbook,3.106633616236336,3.106633616236336,0.14,0.3217055651052615,True,0.2950466155139893,3.389294936523636,existing_one_tenth_kelly,home,-5.437559727766428,False,0.2950466155139893,3.389294936523636,False,-0.14
