league,odds_source,rule_spec,label,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
USA,PS_CLOSE,USA,PS_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.08,17400,645,30,120,0.02,10.0,645,448.6,6.96,183.4,43,42,7,3,2025-26,40,72.8,17,5,17,5,0.2941,['active_pass_rate<0.6'],REJECT_RESEARCH_GATES
USA,AVG_CLOSE,USA,AVG_CLOSE_rulesusa_train30_n120_ev0p02_top1_ridge10_cap0.08,18099,315,30,120,0.02,10.0,315,150.4,4.77,224.2,37,22,8,2,2025-26,32,18.7,17,3,17,3,0.1765,"['drawdown>profit', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
NOR,PS_CLOSE,NOR,PS_CLOSE_rulesnor_train30_n120_ev0p02_top1_ridge10_cap0.08,10038,500,30,120,0.02,10.0,500,-276.3,-5.53,351.9,35,40,4,6,2025-26,38,-207.0,17,3,17,3,0.1765,"['profit<=0', 'roi<3%', 'drawdown>profit', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_profit<0', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
NOR,AVG_CLOSE,NOR,AVG_CLOSE_rulesnor_train30_n120_ev0p02_top1_ridge10_cap0.08,10437,334,30,120,0.02,10.0,334,-204.0,-6.11,250.5,25,36,3,7,2025-26,27,-202.4,17,3,17,3,0.1765,"['profit<=0', 'roi<3%', 'drawdown>profit', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_profit<0', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
BRA,PS_CLOSE,BRA,PS_CLOSE_rulesbra_train30_n120_ev0p02_top1_ridge10_cap0.08,15825,536,30,120,0.02,10.0,536,-1141.5,-21.3,1227.9,20,49,1,9,2025-26,58,-28.3,17,0,17,0,0.0,"['profit<=0', 'roi<3%', 'drawdown>profit', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_profit<0', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
BRA,AVG_CLOSE,BRA,AVG_CLOSE_rulesbra_train30_n120_ev0p02_top1_ridge10_cap0.08,16488,236,30,120,0.02,10.0,236,-746.1,-31.61,799.1,11,25,1,8,2025-26,34,-34.6,17,0,15,0,0.0,"['profit<=0', 'roi<3%', 'drawdown>profit', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons', 'latest_season_profit<0', 'active_pass_rate<0.6']",REJECT_RESEARCH_GATES
