month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,ABSTAIN,insufficient_prior_candidates,113.0,6.0,,
2022-09,ABSTAIN,insufficient_prior_candidates,119.0,12.0,,
2022-10,INVEST,,131.0,16.0,7.0,0.0658
2022-11,INVEST,,147.0,4.0,2.0,0.057
2022-12,ABSTAIN,no_positive_feature_edge,151.0,2.0,0.0,0.0
2023-01,INVEST,,153.0,6.0,4.0,0.065
2023-02,INVEST,,159.0,12.0,5.0,0.0753
2023-03,INVEST,,161.0,9.0,4.0,0.0721
2023-04,INVEST,,155.0,20.0,8.0,0.0575
2023-05,INVEST,,162.0,15.0,6.0,0.0641
2023-06,INVEST,,167.0,2.0,1.0,0.0742
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,150.0,5.0,2.0,0.027
2023-09,INVEST,,143.0,14.0,7.0,0.0586
2023-10,INVEST,,150.0,11.0,6.0,0.0595
2023-11,INVEST,,146.0,11.0,6.0,0.0661
2023-12,INVEST,,145.0,14.0,9.0,0.0719
2024-01,INVEST,,159.0,11.0,7.0,0.0579
2024-02,INVEST,,170.0,11.0,9.0,0.0624
2024-03,INVEST,,175.0,9.0,4.0,0.0733
2024-04,INVEST,,172.0,7.0,5.0,0.066
2024-05,INVEST,,163.0,19.0,11.0,0.0715
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,170.0,10.0,5.0,0.0688
2024-09,INVEST,,168.0,13.0,7.0,0.0664
2024-10,INVEST,,172.0,6.0,4.0,0.0679
2024-11,INVEST,,158.0,10.0,4.0,0.0776
2024-12,INVEST,,153.0,10.0,3.0,0.0623
2025-01,INVEST,,161.0,5.0,3.0,0.0617
2025-02,INVEST,,166.0,13.0,7.0,0.0577
2025-03,INVEST,,174.0,12.0,5.0,0.0669
2025-04,INVEST,,172.0,14.0,7.0,0.0496
2025-05,INVEST,,175.0,15.0,6.0,0.0595
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,154.0,8.0,2.0,0.0445
2025-09,INVEST,,151.0,9.0,1.0,0.0469
2025-10,INVEST,,151.0,6.0,2.0,0.0733
2025-11,INVEST,,150.0,11.0,5.0,0.0442
2025-12,INVEST,,142.0,7.0,2.0,0.0601
2026-01,INVEST,,149.0,6.0,3.0,0.0462
2026-02,INVEST,,155.0,13.0,8.0,0.0685
2026-03,INVEST,,158.0,8.0,6.0,0.0492
2026-04,INVEST,,153.0,5.0,5.0,0.0516
2026-05,INVEST,,152.0,10.0,6.0,0.061
