window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,37,370.0,-2.1,-0.57,52.7,3,5,False
2023-02,2024-01,61,610.0,86.0,14.1,28.0,7,4,True
2023-08,2024-07,66,660.0,86.9,13.17,29.0,6,4,True
2024-02,2025-01,55,550.0,114.1,20.75,21.5,7,3,True
2024-08,2025-07,51,510.0,99.5,19.51,33.4,7,3,True
2025-02,2026-01,40,400.0,30.2,7.55,33.4,5,5,False
