month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,average_closing_edge_pct,positive_clv_rate,outcome_counts
2022-12,2021-12-01..2022-11-30,FROZEN_MODEL_EVALUATED,5242,1,1,0.11,-0.11,-100.0,3100.0,259.0,100.0,0.0,ridge,5.0,0.0218,,,0.0,9.3001,1.0,{'away': 1}
2023-01,2022-01-01..2022-12-31,FROZEN_MODEL_EVALUATED,4994,4,4,0.6,0.03,5.0,3100.0,500.0,1.0,0.0,ridge,5.0,0.022,,,0.0,5.776,0.75,"{'away': 2, 'home': 2}"
2023-02,2022-02-01..2023-01-31,FROZEN_MODEL_EVALUATED,5043,3,3,0.36,-0.36,-100.0,2800.0,560.0,1.0,0.25,ridge,5.0,0.0219,,,0.0,0.1915,0.3333,"{'away': 1, 'home': 1, 'draw': 1}"
2023-03,2022-03-01..2023-02-28,FROZEN_MODEL_EVALUATED,4958,7,5,2.01,-0.7,-34.83,3100.0,437.0,100.0,0.0,ridge,5.0,0.0209,,,0.0,-2.113,0.4286,"{'away': 5, 'draw': 1, 'home': 1}"
2023-04,2022-04-01..2023-03-31,FROZEN_MODEL_EVALUATED,4906,6,5,2.56,1.48,57.81,3000.0,656.0,100.0,0.25,ridge,5.0,0.0206,,,0.0,10.4306,0.8333,"{'home': 4, 'away': 2}"
2023-05,2022-05-01..2023-04-30,FROZEN_MODEL_EVALUATED,4885,3,3,1.24,0.4,32.26,3100.0,431.0,100.0,0.25,ridge,5.0,0.0208,,,0.0,2.5907,0.6667,"{'draw': 1, 'home': 2}"
2023-08,2022-08-01..2023-07-31,ABSTAIN_INNER_VALIDATION,4963,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2023-09,2022-09-01..2023-08-31,ABSTAIN_INNER_VALIDATION,4782,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,
2023-10,2022-10-01..2023-09-30,FROZEN_MODEL_EVALUATED,4895,2,2,0.73,0.54,73.97,3100.0,484.0,100.0,0.0,ridge,5.0,0.0228,,,0.0,12.0385,1.0,"{'away': 1, 'home': 1}"
2023-11,2022-11-01..2023-10-31,FROZEN_MODEL_EVALUATED,4647,0,0,0.0,0.0,0.0,3000.0,371.0,100.0,0.0,ridge,5.0,0.0226,,,0.0,,,{}
2023-12,2022-12-01..2023-11-30,FROZEN_MODEL_EVALUATED,4678,2,2,0.5,-0.5,-100.0,3100.0,575.0,10.0,0.0,ridge,5.0,0.0209,,,0.0,-1.9086,0.5,"{'home': 1, 'draw': 1}"
2024-01,2023-01-01..2023-12-31,FROZEN_MODEL_EVALUATED,4994,1,1,0.12,-0.12,-100.0,3100.0,394.0,10.0,0.0,ridge,5.0,0.0207,,,0.0,8.1436,1.0,{'draw': 1}
2024-02,2023-02-01..2024-01-31,FROZEN_MODEL_EVALUATED,4888,3,3,0.41,0.85,207.32,2900.0,496.0,10.0,0.0,ridge,5.0,0.021,,,0.0,7.657,0.6667,"{'home': 2, 'away': 1}"
2024-03,2023-03-01..2024-02-29,FROZEN_MODEL_EVALUATED,4824,2,2,0.29,0.21,72.41,3100.0,448.0,10.0,0.0,ridge,5.0,0.0206,,,0.0,22.2569,1.0,"{'home': 1, 'away': 1}"
2024-04,2023-04-01..2024-03-31,ABSTAIN_INNER_VALIDATION,4835,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,
2024-05,2023-05-01..2024-04-30,ABSTAIN_INNER_VALIDATION,4735,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2024-08,2023-08-01..2024-07-31,ABSTAIN_INNER_VALIDATION,4511,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2024-09,2023-09-01..2024-08-31,FROZEN_MODEL_EVALUATED,4462,34,13,5.21,0.94,18.04,3000.0,416.0,1.0,0.0,ridge,5.0,0.0243,,,0.0,1.1559,0.5882,"{'draw': 12, 'away': 20, 'home': 2}"
2024-10,2023-10-01..2024-09-30,FROZEN_MODEL_EVALUATED,4342,7,6,1.38,-0.47,-34.06,3100.0,394.0,100.0,0.0,ridge,5.0,0.0245,,,0.0,2.5789,0.5714,"{'draw': 2, 'home': 2, 'away': 3}"
2024-11,2023-11-01..2024-10-31,FROZEN_MODEL_EVALUATED,4252,4,3,0.62,0.53,85.48,3000.0,396.0,100.0,0.0,ridge,5.0,0.025,,,0.0,3.3873,0.75,"{'draw': 3, 'home': 1}"
2024-12,2023-12-01..2024-11-30,FROZEN_MODEL_EVALUATED,4277,1,1,0.23,0.68,295.65,3100.0,445.0,100.0,0.0,ridge,5.0,0.0234,,,0.0,21.2417,1.0,{'home': 1}
2025-01,2024-01-01..2024-12-31,ABSTAIN_INNER_VALIDATION,4147,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2025-02,2024-02-01..2025-01-31,ABSTAIN_INNER_VALIDATION,4188,0,0,0.0,0.0,0.0,2800.0,,,,,,,,,,,,
2025-03,2024-03-01..2025-02-28,FROZEN_MODEL_EVALUATED,4152,10,8,1.18,-0.27,-22.88,3100.0,437.0,100.0,0.0,ridge,5.0,0.0208,,,0.0,5.9182,0.9,"{'draw': 7, 'away': 3}"
2025-04,2024-04-01..2025-03-31,FROZEN_MODEL_EVALUATED,4141,1,1,0.16,-0.16,-100.0,3000.0,431.0,100.0,0.25,ridge,5.0,0.02,,,0.0,-0.7777,0.0,{'draw': 1}
2025-05,2024-05-01..2025-04-30,FROZEN_MODEL_EVALUATED,4016,16,8,2.49,0.42,16.87,3100.0,309.0,100.0,0.0,ridge,5.0,0.0195,,,0.0,0.7756,0.4375,"{'draw': 9, 'away': 5, 'home': 2}"
2025-08,2024-08-01..2025-07-31,FROZEN_MODEL_EVALUATED,4071,16,8,2.02,0.6,29.7,3100.0,414.0,10.0,0.0,ridge,5.0,0.0217,,,0.0,3.2035,0.75,"{'home': 1, 'draw': 9, 'away': 6}"
2025-09,2024-09-01..2025-08-31,ABSTAIN_INNER_VALIDATION,4146,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,
2025-10,2024-10-01..2025-09-30,FROZEN_MODEL_EVALUATED,4144,1,1,0.19,0.4,210.53,3100.0,415.0,10.0,0.25,ridge,5.0,0.0236,,,0.0,7.5144,1.0,{'home': 1}
2025-11,2024-11-01..2025-10-31,FROZEN_MODEL_EVALUATED,4165,3,3,0.44,0.2,45.45,3000.0,440.0,10.0,0.25,ridge,5.0,0.0235,,,0.0,2.5658,0.6667,"{'away': 2, 'home': 1}"
2025-12,2024-12-01..2025-11-30,FROZEN_MODEL_EVALUATED,4209,10,8,1.37,-0.46,-33.58,3100.0,404.0,100.0,0.0,ridge,5.0,0.0217,,,0.0,12.7669,0.9,"{'away': 8, 'home': 2}"
2026-01,2025-01-01..2025-12-31,FROZEN_MODEL_EVALUATED,4168,4,3,0.84,0.55,65.48,3100.0,430.0,100.0,0.25,ridge,5.0,0.0216,,,0.0,5.7695,1.0,{'away': 4}
2026-02,2025-02-01..2026-01-31,FROZEN_MODEL_EVALUATED,4163,0,0,0.0,0.0,0.0,2800.0,391.0,100.0,0.25,ridge,5.0,0.0217,,,0.0,,,{}
2026-03,2025-03-01..2026-02-28,FROZEN_MODEL_EVALUATED,4094,7,5,0.88,0.25,28.41,3100.0,348.0,100.0,0.0,ridge,5.0,0.0207,,,0.0,4.0473,0.7143,"{'away': 6, 'home': 1}"
2026-04,2025-04-01..2026-03-31,FROZEN_MODEL_EVALUATED,4005,5,5,0.72,0.63,87.5,3000.0,331.0,1.0,0.0,ridge,5.0,0.0213,,,0.0,-0.9619,0.4,"{'away': 4, 'home': 1}"
