label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[1.8,2.2)",60,38,0.6333,0.5068,1.9793,0.5066,0.1267,0.0002,60.0,15.56,25.93,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['bets<minimum']
"[2.8,3.3)",49,15,0.3061,0.1952,3.0271,0.3311,-0.0249,-0.1359,49.0,-3.79,-7.73,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[2.2,2.8)",13,6,0.4615,0.2321,2.2562,0.4434,0.0181,-0.2113,13.0,0.39,3.0,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[1.0,1.8)",10,7,0.7,0.3968,1.789,0.559,0.141,-0.1622,10.0,2.53,25.3,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
"[3.3,3.5)",7,3,0.4286,0.1582,3.3686,0.2969,0.1317,-0.1387,7.0,3.07,43.86,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
