month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2021-10,INVEST,,3171.0,231.0,10.0,0.0967
2021-11,INVEST,,3237.0,84.0,2.0,0.0819
2021-12,INVEST,,3132.0,12.0,1.0,0.087
2022-01,ABSTAIN,no_candidates,,,,
2022-02,ABSTAIN,no_positive_feature_edge,2835.0,42.0,0.0,0.0
2022-03,INVEST,,2703.0,135.0,5.0,0.0548
2022-04,INVEST,,2640.0,174.0,2.0,0.0435
2022-05,INVEST,,2742.0,228.0,5.0,0.0416
2022-06,INVEST,,2967.0,120.0,1.0,0.0581
2022-07,INVEST,,3087.0,243.0,4.0,0.0322
2022-08,INVEST,,3330.0,204.0,1.0,0.0322
2022-09,INVEST,,3516.0,192.0,1.0,0.0352
2022-10,INVEST,,3648.0,126.0,1.0,0.0742
2022-11,ABSTAIN,no_positive_feature_edge,3774.0,3.0,0.0,0.0
2022-12,ABSTAIN,no_candidates,,,,
2023-01,ABSTAIN,no_candidates,,,,
2023-02,ABSTAIN,no_positive_feature_edge,3642.0,39.0,0.0,0.0
2023-03,INVEST,,3561.0,168.0,1.0,0.0212
2023-04,INVEST,,3480.0,204.0,3.0,0.0351
2023-05,ABSTAIN,no_positive_feature_edge,3432.0,207.0,0.0,0.0
2023-06,INVEST,,3516.0,219.0,3.0,0.03
2023-07,INVEST,,3720.0,171.0,3.0,0.0333
2023-08,INVEST,,3891.0,111.0,3.0,0.0485
2023-09,INVEST,,4002.0,189.0,3.0,0.0294
2023-10,INVEST,,4191.0,198.0,7.0,0.0493
2023-11,ABSTAIN,no_positive_feature_edge,4311.0,48.0,0.0,0.0
2023-12,ABSTAIN,no_positive_feature_edge,4143.0,9.0,0.0,0.0
2024-01,ABSTAIN,no_candidates,,,,
2024-02,ABSTAIN,no_positive_feature_edge,3831.0,45.0,0.0,0.0
2024-03,ABSTAIN,no_positive_feature_edge,3627.0,204.0,0.0,0.0
2024-04,INVEST,,3606.0,168.0,3.0,0.0218
2024-05,INVEST,,3543.0,246.0,8.0,0.0499
2024-06,INVEST,,3705.0,216.0,8.0,0.0262
2024-07,ABSTAIN,no_positive_feature_edge,3909.0,204.0,0.0,0.0
2024-08,ABSTAIN,no_positive_feature_edge,4113.0,39.0,0.0,0.0
2024-09,ABSTAIN,no_positive_feature_edge,4110.0,225.0,0.0,0.0
2024-10,ABSTAIN,no_positive_feature_edge,4200.0,162.0,0.0,0.0
2024-11,INVEST,,4188.0,48.0,1.0,0.0259
2024-12,INVEST,,4008.0,9.0,1.0,0.0203
2025-01,ABSTAIN,no_candidates,,,,
2025-02,ABSTAIN,no_positive_feature_edge,3654.0,45.0,0.0,0.0
2025-03,INVEST,,3495.0,222.0,12.0,0.0291
2025-04,INVEST,,3525.0,177.0,8.0,0.037
2025-05,INVEST,,3576.0,264.0,13.0,0.0446
2025-06,INVEST,,3837.0,162.0,6.0,0.036
2025-07,INVEST,,3999.0,219.0,6.0,0.0462
2025-08,INVEST,,4218.0,162.0,5.0,0.0541
2025-09,INVEST,,4341.0,165.0,7.0,0.0495
2025-10,INVEST,,4338.0,141.0,8.0,0.0527
2025-11,INVEST,,4275.0,57.0,6.0,0.0579
2025-12,ABSTAIN,no_positive_feature_edge,4125.0,3.0,0.0,0.0
