test_month,date,league,match,outcome,probability,conservative_probability,odds,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,stake,actual_outcome,profit,won,source_file,source_row
2026-03,2026-03-01,SP2,Eibar v Cadiz,away,0.2027881754754308,0.19181538273537918,5.5,0.03388491294369378,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0059727927400516,0.31,home,-0.31,False,data\historical_csv\football-data\2526\SP2.csv,307
2026-03,2026-03-01,G1,Panathinaikos v Aris,away,0.21272330842431644,0.19969547043719488,5.2,0.017648117347945025,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.00802783798712157,0.23,home,-0.23,False,data\historical_csv\football-data\2526\G1.csv,160
2026-03,2026-03-07,I2,Modena v Cesena,away,0.21260947044799602,0.19556667235590633,5.4,0.03493883010745624,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.012042798092089696,0.32,draw,-0.32,False,data\historical_csv\football-data\2526\I2.csv,286
2026-03,2026-03-07,I2,Avellino v Padova,away,0.2648297952755176,0.2565573043611504,4.1,0.030847248923101978,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0032724909143672,0.42,home,-0.42,False,data\historical_csv\football-data\2526\I2.csv,282
2026-03,2026-03-07,T1,Buyuksehyr v Goztep,away,0.2354550714578097,0.22247028487424664,4.7,0.02469813213077998,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.007984786583563053,0.31,home,-0.31,False,data\historical_csv\football-data\2526\T1.csv,218
2026-03,2026-03-07,E1,Hull v Millwall,home,0.31078504189552547,0.2937744488072999,3.55,0.02204130740059629,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.012010593088225562,0.42,away,-0.42,False,data\historical_csv\football-data\2526\E1.csv,423
2026-03,2026-03-07,E2,Blackpool v Wigan,away,0.3418027829133993,0.33547779514781173,3.1,0.01918154165905217,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0013249877655875345,0.48,draw,-0.48,False,data\historical_csv\football-data\2526\E2.csv,411
2026-03,2026-03-07,D2,Bochum v Kaiserslautern,away,0.2699122576831398,0.26241159616151144,3.95,0.015795288741210722,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0025006615216283624,0.31,home,-0.31,False,data\historical_csv\football-data\2526\D2.csv,223
2026-03,2026-03-08,T1,Konyaspor v Kasimpasa,away,0.25734124442500017,0.2496988345019886,4.5,0.10117186015376989,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026424099230115752,0.88,draw,-0.88,False,data\historical_csv\football-data\2526\T1.csv,222
2026-03,2026-03-08,B1,Gent v Mechelen,away,0.2695269982574083,0.2621249448773181,4.2,0.07890627311504139,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0024020533800901936,0.79,home,-0.79,False,data\historical_csv\football-data\2526\B1.csv,223
2026-03,2026-03-08,B1,Waregem v Standard,away,0.2633501406726146,0.2476652077749471,4.3,0.04366118556362708,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.01068493289766749,0.49,away,1.62,True,data\historical_csv\football-data\2526\B1.csv,224
2026-03,2026-03-08,T1,Gaziantep v Karagumruk,away,0.25307748565511373,0.2473430983356478,4.3,0.04230381638641978,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0007343873194659355,0.48,draw,-0.48,False,data\historical_csv\football-data\2526\T1.csv,220
2026-03,2026-03-08,I1,Milan v Inter,home,0.2831858407079646,0.27357584239942134,3.85,0.032201653373016725,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0046099983085432705,0.47,home,1.34,True,data\historical_csv\football-data\2526\I1.csv,280
2026-03,2026-03-08,E1,QPR v Middlesbrough,home,0.2658504591167468,0.2550885076979725,4.1,0.024945623930453298,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005761951418774334,0.37,away,-0.37,False,data\historical_csv\football-data\2526\E1.csv,430
2026-03,2026-03-08,B1,St Truiden v Cercle Brugge,away,0.26159103773239983,0.2548988286253046,4.1,0.024183493416473745,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.001692209107095213,0.36,home,-0.36,False,data\historical_csv\football-data\2526\B1.csv,225
2026-03,2026-03-08,N1,Sparta Rotterdam v Zwolle,away,0.20718938536367157,0.20006921490691906,5.2,0.019552719165659704,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.002120170456752503,0.24,draw,-0.24,False,data\historical_csv\football-data\2526\N1.csv,231
2026-03,2026-03-08,I1,Genoa v Roma,home,0.22655542016938993,0.21492366010648978,4.8,0.01100089714092789,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.00663176006290015,0.21,home,0.8,True,data\historical_csv\football-data\2526\I1.csv,279
2026-03,2026-03-09,P1,Tondela v Rio Ave,away,0.2706393745293617,0.2604264241534999,4.2,0.07191516181580582,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005212950375861788,0.73,away,2.34,True,data\historical_csv\football-data\2526\P1.csv,226
2026-03,2026-03-10,E1,Stoke v Ipswich,home,0.20341374949595292,0.19709249851874666,5.3,0.023698437306370224,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0013212509772062531,0.26,draw,-0.26,False,data\historical_csv\football-data\2526\E1.csv,436
2026-03,2026-03-13,F2,Bastia v Boulogne,away,0.24174560722299632,0.23112869473653833,4.5,0.019277543788134066,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005616912486457985,0.29,away,1.01,True,data\historical_csv\football-data\2526\F2.csv,236
2026-03,2026-03-13,F2,Montpellier v Laval,away,0.21710906739946634,0.20248192724765424,5.1,0.012004672383775894,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.009627140151812085,0.2,home,-0.2,False,data\historical_csv\football-data\2526\F2.csv,239
2026-03,2026-03-14,T1,Goztep v Alanyaspor,away,0.2671120694222485,0.2596950618106812,4.1,0.04345475835531687,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0024170076115673485,0.52,draw,-0.52,False,data\historical_csv\football-data\2526\T1.csv,231
2026-03,2026-03-14,T1,Kocaelispor v Konyaspor,away,0.2860219225650136,0.2780140129412088,3.75,0.021701497558942462,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0030079096238047743,0.39,away,1.07,True,data\historical_csv\football-data\2526\T1.csv,229
2026-03,2026-03-14,T1,Galatasaray v Buyuksehyr,draw,0.22180768446879504,0.2150741418909387,4.8,0.011708763454975513,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0017335425778563247,0.21,home,-0.21,False,data\historical_csv\football-data\2526\T1.csv,230
2026-03,2026-03-15,T1,Samsunspor v Kayserispor,away,0.243697832668504,0.23356339492248043,4.6,0.05290378431054177,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0051344377460235706,0.52,home,-0.52,False,data\historical_csv\football-data\2526\T1.csv,235
2026-03,2026-03-15,B1,Cercle Brugge v RAAL La Louviere,away,0.2459242989415485,0.23537524405234544,4.5,0.03800482627084323,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.005549054889203052,0.42,away,1.47,True,data\historical_csv\football-data\2526\B1.csv,233
2026-03,2026-03-15,T1,Kasimpasa v Eyupspor,away,0.2290570114744954,0.2186177675471164,4.8,0.028377978541635596,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.005439243927378987,0.32,home,-0.32,False,data\historical_csv\football-data\2526\T1.csv,233
2026-03,2026-03-18,I2,Pescara v Virtus Entella,away,0.293414775922646,0.28134276072310116,3.7,0.0201488503819649,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.007072015199544839,0.38,home,-0.38,False,data\historical_csv\football-data\2526\I2.csv,310
2026-03,2026-03-18,T1,Alanyaspor v Kocaelispor,away,0.2536204043653266,0.2303731959327615,4.5,0.015945794063478402,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.018247208432565106,0.26,home,-0.26,False,data\historical_csv\football-data\2526\T1.csv,237
2026-03,2026-03-19,T1,Konyaspor v Genclerbirligi,away,0.22184300341296928,0.20070827113357168,5.5,0.08181758140995132,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.016134732279397598,0.58,home,-0.58,False,data\historical_csv\football-data\2526\T1.csv,242
2026-03,2026-03-19,T1,Kayserispor v Karagumruk,away,0.2544720119041691,0.24411863762680136,4.5,0.07656319193419403,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.00535337427736775,0.7,home,-0.7,False,data\historical_csv\football-data\2526\T1.csv,240
2026-03,2026-03-21,P1,Famalicao v Nacional,away,0.20052159046484772,0.19291403658687048,5.5,0.03980665720323184,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026075538779772403,0.34,home,-0.34,False,data\historical_csv\football-data\2526\P1.csv,235
2026-03,2026-03-21,SC0,Falkirk v St Mirren,away,0.23685947778075817,0.22559107382935403,4.7,0.03907248605800473,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.006268403951404135,0.41,away,1.52,True,data\historical_csv\football-data\2526\SC0.csv,182
2026-03,2026-03-22,B1,St Truiden v St. Gilloise,home,0.27939359251991425,0.27088492252015967,3.9,0.03532217387205017,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0035086699997545893,0.49,away,-0.49,False,data\historical_csv\football-data\2526\B1.csv,239
