validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,max_pairwise_monthly_profit_corr,train_bets,train_profit,train_roi_pct,train_positive_months,train_negative_months,train_window_count,train_active_window_count,train_active_passed_windows,train_active_pass_rate,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2019-01,2019-12,2015-01,2018-12,48,"['PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)', 'AVG_CLOSE::league|outcome|odds_bucket=ARG|away|[1.8,2.2)']",0.0726,211,48.89,23.17,30,13,6,6,6,1.0,2019-01,2019-12,50,50.0,11.44,22.88,3.25,9,2,True
2019-07,2020-06,2015-07,2019-06,47,"['PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)', 'AVG_CLOSE::league|outcome|odds_bucket=ARG|away|[1.8,2.2)']",0.0134,218,46.33,21.25,30,13,6,6,6,1.0,2019-07,2020-06,35,35.0,3.32,9.49,4.4,6,4,True
2020-01,2020-12,2016-01,2019-12,60,"['PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)', 'AVG_CLOSE::league|outcome|odds_bucket=ARG|away|[1.8,2.2)']",0.0098,216,48.59,22.5,32,11,6,6,6,1.0,2020-01,2020-12,43,43.0,-7.93,-18.44,12.73,3,7,False
2020-07,2021-06,2016-07,2020-06,52,"['AVG_CLOSE::league|outcome|odds_bucket=JPN|away|[4.0,5.0)', 'PS_CLOSE::league|outcome|market_prob_bucket=IRL|home|[0.55,1.00]']",0.1531,360,53.71,14.92,26,13,6,6,5,0.8333,2020-07,2021-06,93,93.0,-5.99,-6.44,14.48,6,5,False
2021-01,2021-12,2017-01,2020-12,43,"['AVG_CLOSE::league|outcome|odds_bucket=JPN|away|[4.0,5.0)', 'PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.28,0.34)']",0.1299,271,73.1,26.97,29,11,6,6,6,1.0,2021-01,2021-12,88,88.0,-4.78,-5.43,22.42,7,5,False
2021-07,2022-06,2017-07,2021-06,51,"['PS_CLOSE::league|outcome|market_prob_bucket=MEX|home|[0.42,0.55)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.34,0.42)']",0.2632,719,76.83,10.69,32,12,7,7,6,0.8571,2021-07,2022-06,173,173.0,-10.57,-6.11,14.4,6,6,False
2022-01,2022-12,2018-01,2021-12,61,"['PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|market_prob_bucket=MEX|home|[0.42,0.55)']",0.0744,532,70.59,13.27,31,13,7,7,6,0.8571,2022-01,2022-12,134,134.0,-9.33,-6.96,21.58,3,7,False
2022-07,2023-06,2018-07,2022-06,54,"['PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)', 'PS_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.42,0.55)']",0.063,230,50.96,22.16,28,13,7,7,6,0.8571,2022-07,2023-06,51,51.0,6.82,13.37,7.12,5,3,True
2023-01,2023-12,2019-01,2022-12,46,"['AVG_CLOSE::league|outcome|market_prob_bucket=FIN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)']",0.2666,239,48.44,20.27,26,14,6,6,6,1.0,2023-01,2023-12,59,59.0,13.75,23.31,6.04,7,3,True
2023-07,2024-06,2019-07,2023-06,54,"['AVG_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)', 'PS_CLOSE::league|outcome|market_prob_bucket=DNK|away|[0.34,0.42)']",0.0084,274,69.25,25.27,30,10,7,7,7,1.0,2023-07,2024-06,56,56.0,-9.37,-16.73,15.82,3,8,False
2024-01,2024-12,2020-01,2023-12,49,"['PS_CLOSE::league|outcome|market_prob_bucket=RUS|home|[0.28,0.34)', 'PS_CLOSE::league|outcome|market_prob_bucket=SWZ|draw|[0.20,0.28)']",0.2663,735,125.75,17.11,31,12,7,7,7,1.0,2024-01,2024-12,192,192.0,-19.48,-10.15,32.25,4,8,False
2024-07,2025-06,2020-07,2024-06,46,"['AVG_CLOSE::league|outcome|market_prob_bucket=SWE|home|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=DNK|away|[2.2,2.8)']",0.1174,298,72.24,24.24,27,15,7,7,7,1.0,2024-07,2025-06,58,58.0,-14.61,-25.19,20.49,5,6,False
2025-01,2025-12,2021-01,2024-12,56,"['AVG_CLOSE::league|outcome|odds_bucket=ARG|draw|[3.5,4.0)', 'PS_CLOSE::league|outcome|market_prob_bucket=USA|home|[0.28,0.34)']",0.2166,340,86.25,25.37,33,12,7,7,7,1.0,2025-01,2025-12,93,93.0,-1.75,-1.88,15.59,4,7,False
