rules,rule_count,max_pairwise_monthly_profit_corr,bets,staked,profit,roi_pct,positive_months,negative_months,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0742,2130,2130.0,158.69,7.45,84,61,25,13,25,13,0.52
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1817,2148,2148.0,144.62,6.73,85,65,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0528,1782,1782.0,113.86,6.39,83,66,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0549,2070,2070.0,128.9,6.23,86,68,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1231,2143,2143.0,121.98,5.69,83,71,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1754,2393,2393.0,129.47,5.41,87,62,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1754,2336,2336.0,125.03,5.35,86,62,25,13,25,13,0.52
"['AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.0988,2248,2248.0,102.58,4.56,79,65,25,13,25,13,0.52
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)']",3,0.1412,2087,2087.0,205.17,9.83,87,63,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1482,1784,1784.0,160.76,9.01,77,70,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)']",3,0.0916,2179,2179.0,195.28,8.96,90,64,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1412,1977,1977.0,163.95,8.29,83,67,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0549,2034,2034.0,168.39,8.28,85,65,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1412,2050,2050.0,157.03,7.66,88,64,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1482,2203,2203.0,151.77,6.89,85,62,25,12,25,12,0.48
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0549,2222,2222.0,148.8,6.7,86,63,25,12,25,12,0.48
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0321,2165,2165.0,144.36,6.67,86,63,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1482,1820,1820.0,121.27,6.66,82,68,25,12,25,12,0.48
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1231,2295,2295.0,141.88,6.18,86,63,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1141,2013,2013.0,124.46,6.18,83,71,25,12,25,12,0.48
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0657,2238,2238.0,137.44,6.14,90,59,25,12,25,12,0.48
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0657,1855,1855.0,106.94,5.76,81,69,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1141,2086,2086.0,117.54,5.63,88,66,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1297,2184,2184.0,105.13,4.81,88,66,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.0621,2264,2264.0,91.22,4.03,80,66,25,12,25,12,0.48
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)']",3,0.0736,2144,2144.0,209.61,9.78,90,60,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)']",3,0.0601,2180,2180.0,170.12,7.8,87,67,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0742,2187,2187.0,163.13,7.46,86,59,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.1482,2260,2260.0,156.21,6.91,85,62,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1817,1772,1772.0,107.13,6.05,76,70,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.059,2191,2191.0,98.14,4.48,81,63,25,11,25,11,0.44
"['AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1231,2321,2321.0,95.66,4.12,84,62,25,11,25,11,0.44
"['AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1297,1881,1881.0,60.72,3.23,84,68,25,11,25,11,0.44
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1817,1917,1917.0,134.02,6.99,84,69,25,10,25,10,0.4
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1908,1918,1918.0,108.86,5.68,88,66,25,10,25,10,0.4
"['AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1297,2241,2241.0,109.57,4.89,90,64,25,10,25,10,0.4
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1754,1953,1953.0,94.53,4.84,89,65,25,10,25,10,0.4
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1754,1960,1960.0,87.54,4.47,76,61,25,10,25,10,0.4
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0742,1711,1711.0,167.68,9.8,74,69,25,9,25,9,0.36
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1908,1882,1882.0,148.35,7.88,81,67,25,9,25,9,0.36
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",3,0.0742,1747,1747.0,128.19,7.34,80,69,25,9,25,9,0.36
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1908,1925,1925.0,101.87,5.29,72,62,25,9,25,9,0.36
"['PS_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'AVG_CLOSE::league|outcome|market_prob_bucket=JPN|away|[0.28,0.34)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1817,2205,2205.0,149.06,6.76,88,62,25,8,25,8,0.32
"['AVG_CLOSE::league|outcome|market_prob_bucket=AUT|away|[0.20,0.28)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1297,1808,1808.0,67.64,3.74,80,71,25,8,25,8,0.32
"['PS_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1908,1998,1998.0,94.95,4.75,76,62,25,7,25,7,0.28
"['AVG_CLOSE::league|outcome|odds_bucket=RUS|home|[2.2,2.8)', 'AVG_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[1.8,2.2)']",3,0.1754,2033,2033.0,80.62,3.97,77,62,25,7,25,7,0.28
