rule,odds_source,walk_forward_bets,walk_forward_profit,walk_forward_roi_pct,portfolio_bets,portfolio_staked,portfolio_profit,portfolio_roi_pct,portfolio_max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,passes_screen,fail_reasons
"league|market_prob_bucket=E2|[0.55,1.00]",B365_CLOSE,15,0.05,0.33,15,150.0,0.5,0.33,33.3,1,0,1,0,False,"['bets<100', 'roi<3%', 'drawdown>profit']"
"league|market_prob_bucket|favorite_relation=E2|[0.55,1.00]|market_favorite",B365_CLOSE,15,0.05,0.33,15,150.0,0.5,0.33,33.3,1,0,1,0,False,"['bets<100', 'roi<3%', 'drawdown>profit']"
"league|odds_bucket|market_prob_bucket=E2|[1.0,1.8)|[0.55,1.00]",B365_CLOSE,15,0.05,0.33,15,150.0,0.5,0.33,33.3,1,0,1,0,False,"['bets<100', 'roi<3%', 'drawdown>profit']"
"league|odds_bucket=E2|[1.0,1.8)",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|favorite_relation=E2|[1.0,1.8)|market_favorite",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|market_prob_bucket=E2|[0.55,1.00]",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|market_prob_bucket|favorite_relation=E2|[0.55,1.00]|market_favorite",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=E2|[1.0,1.8)|[0.55,1.00]",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|outcome|market_prob_bucket=E2|home|[0.55,1.00]",B365_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket=E2|[1.0,1.8)",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|favorite_relation=E2|[1.0,1.8)|market_favorite",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|market_prob_bucket=E2|[0.55,1.00]",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|market_prob_bucket|favorite_relation=E2|[0.55,1.00]|market_favorite",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|market_prob_bucket=E2|[1.0,1.8)|[0.55,1.00]",AVG_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket=E2|[1.0,1.8)",MAX_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|odds_bucket|favorite_relation=E2|[1.0,1.8)|market_favorite",MAX_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
"league|market_prob_bucket=E2|[0.55,1.00]",MAX_OPEN,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,False,"['bets<100', 'profit<=0', 'roi<3%', 'positive_months<=negative_months', 'positive_seasons<=negative_seasons']"
