month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-08,2024-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,6,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2024-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,405,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-04-01..2024-09-30,ABSTAIN_INNER_VALIDATION,888,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-05-01..2024-10-31,FROZEN_MODEL_EVALUATED,1369,2,1,0.44,0.86,195.45,3000.0,463.0,100.0,0.25,5.0,0.0233,5.6292,1.0,{'draw': 2}
2024-12,2024-06-01..2024-11-30,FROZEN_MODEL_EVALUATED,1832,7,5,1.62,3.87,238.89,3100.0,540.0,1.0,0.0,5.0,0.0232,15.3068,0.7143,"{'draw': 4, 'away': 2, 'home': 1}"
2025-01,2024-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,2372,14,10,1.98,-0.1,-5.05,3100.0,499.0,100.0,0.0,5.0,0.022,0.4142,0.6429,"{'home': 3, 'draw': 9, 'away': 2}"
2025-02,2024-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,2865,20,11,3.29,1.81,55.02,2800.0,519.0,100.0,0.0,5.0,0.0216,4.5367,0.9,"{'away': 1, 'draw': 16, 'home': 3}"
2025-03,2024-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,2985,13,8,1.74,-0.75,-43.1,3100.0,499.0,100.0,0.0,5.0,0.0209,6.5557,0.9231,"{'draw': 10, 'away': 3}"
2025-04,2024-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,3001,11,7,1.57,-0.78,-49.68,3000.0,524.0,1.0,0.0,5.0,0.0204,1.5059,0.5455,{'draw': 11}
2025-05,2024-11-01..2025-04-30,FROZEN_MODEL_EVALUATED,3044,23,9,5.08,2.05,40.35,3100.0,353.0,1.0,0.0,5.0,0.0213,2.8871,0.5652,"{'draw': 12, 'away': 6, 'home': 5}"
2025-08,2025-02-01..2025-07-31,ABSTAIN_INNER_VALIDATION,1907,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2025-03-01..2025-08-31,ABSTAIN_INNER_VALIDATION,1877,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-10,2025-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,1855,9,7,1.68,-0.17,-10.12,3100.0,482.0,1.0,0.25,5.0,0.0244,4.4666,0.5556,"{'away': 6, 'home': 3}"
2025-11,2025-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,1813,12,7,2.7,-0.09,-3.33,3000.0,525.0,1.0,0.25,5.0,0.0225,8.5836,0.8333,"{'away': 10, 'home': 2}"
2025-12,2025-06-01..2025-11-30,FROZEN_MODEL_EVALUATED,1985,17,11,2.38,-0.49,-20.59,3100.0,480.0,100.0,0.0,5.0,0.0213,5.1527,0.7059,"{'away': 14, 'home': 3}"
2026-01,2025-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,2458,5,5,0.8,0.43,53.75,3100.0,541.0,10.0,0.25,5.0,0.0217,5.0887,0.6,{'away': 5}
2026-02,2025-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,2994,3,3,0.3,0.57,190.0,2800.0,527.0,1.0,0.25,5.0,0.0224,15.055,1.0,"{'away': 2, 'home': 1}"
2026-03,2025-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,3032,16,7,2.31,0.77,33.33,3100.0,471.0,100.0,0.0,5.0,0.0207,5.8055,0.75,"{'away': 15, 'home': 1}"
2026-04,2025-10-01..2026-03-31,FROZEN_MODEL_EVALUATED,3026,13,8,1.85,-0.21,-11.35,3000.0,429.0,10.0,0.0,5.0,0.0202,1.7082,0.4615,"{'away': 11, 'home': 2}"
