month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,positive_clv_validation_brier,minimum_positive_clv_probability,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,3694,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,5883,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2021-12,2021-03-01..2021-11-30,FROZEN_MODEL_EVALUATED,7571,5,4,1.81,-0.75,-41.44,3100.0,1802.0,10.0,0.5,ridge,5.0,7.2276,,,0.0,,0.0,7.2506,0.8,"{'home': 4, 'away': 1}"
2022-01,2021-04-01..2021-12-31,FROZEN_MODEL_EVALUATED,9373,0,0,0.0,0.0,0.0,3100.0,1685.0,100.0,0.5,ridge,5.0,7.1702,,,0.0,,0.0,,,{}
2022-02,2021-05-01..2022-01-31,FROZEN_MODEL_EVALUATED,11058,9,5,3.6,2.91,80.83,2800.0,2287.0,100.0,0.25,ridge,5.0,7.7568,,,0.0,,0.0,11.9303,1.0,"{'away': 2, 'home': 7}"
2022-03,2021-06-01..2022-02-28,FROZEN_MODEL_EVALUATED,13345,14,10,3.9,1.08,27.69,3100.0,1804.0,100.0,0.25,ridge,5.0,7.8269,,,0.0,,0.0,9.9884,0.8571,"{'home': 10, 'away': 4}"
2022-04,2021-07-01..2022-03-31,FROZEN_MODEL_EVALUATED,15149,6,5,1.88,1.22,64.89,3000.0,2415.0,10.0,0.5,ridge,5.0,7.7736,,,0.0,,0.0,10.4218,0.8333,"{'home': 5, 'away': 1}"
2022-05,2021-08-01..2022-04-30,FROZEN_MODEL_EVALUATED,17418,5,3,1.49,-0.24,-16.11,3100.0,1164.0,1.0,0.5,ridge,5.0,7.8331,,,0.0,,0.0,4.5869,0.6,"{'home': 3, 'away': 2}"
2022-08,2021-11-01..2022-07-31,FROZEN_MODEL_EVALUATED,13092,5,5,1.32,1.43,108.33,3100.0,1965.0,10.0,0.0,ridge,5.0,9.9738,,,0.0,,0.0,10.2922,0.8,"{'home': 2, 'away': 3}"
2022-09,2021-12-01..2022-08-31,FROZEN_MODEL_EVALUATED,13369,7,5,2.48,-2.05,-82.66,3000.0,1543.0,1.0,0.0,ridge,5.0,7.6013,,,0.0,,0.0,11.4214,0.8571,"{'home': 5, 'away': 2}"
2022-10,2022-01-01..2022-09-30,FROZEN_MODEL_EVALUATED,13110,7,7,1.48,0.38,25.68,3100.0,2635.0,1.0,0.0,ridge,5.0,7.4625,,,0.0,,0.0,7.1767,1.0,"{'away': 2, 'home': 4, 'draw': 1}"
2022-11,2022-02-01..2022-10-31,FROZEN_MODEL_EVALUATED,14060,0,0,0.0,0.0,0.0,3000.0,1252.0,10.0,0.25,ridge,5.0,7.3173,,,0.0,,0.0,,,{}
2022-12,2022-03-01..2022-11-30,FROZEN_MODEL_EVALUATED,13025,0,0,0.0,0.0,0.0,3100.0,1022.0,100.0,0.25,ridge,5.0,7.1032,,,0.0,,0.0,,,{}
2023-01,2022-04-01..2022-12-31,ABSTAIN_INNER_VALIDATION,12243,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2023-02,2022-05-01..2023-01-31,FROZEN_MODEL_EVALUATED,11712,4,3,0.44,0.59,134.09,2800.0,2095.0,1.0,0.0,ridge,5.0,6.9369,,,0.0,,0.0,5.0291,0.25,"{'away': 2, 'draw': 1, 'home': 1}"
2023-03,2022-06-01..2023-02-28,FROZEN_MODEL_EVALUATED,12643,1,1,0.15,-0.15,-100.0,3100.0,1650.0,1.0,0.25,ridge,5.0,6.7254,,,0.0,,0.0,-23.4464,0.0,{'away': 1}
2023-04,2022-07-01..2023-03-31,ABSTAIN_INNER_VALIDATION,14293,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2023-05,2022-08-01..2023-04-30,FROZEN_MODEL_EVALUATED,16532,3,3,0.59,-0.02,-3.39,3100.0,1541.0,1.0,0.25,ridge,5.0,6.8221,,,0.0,,0.0,-0.1808,0.6667,"{'draw': 1, 'home': 1, 'away': 1}"
2023-08,2022-11-01..2023-07-31,FROZEN_MODEL_EVALUATED,12123,0,0,0.0,0.0,0.0,3100.0,1456.0,1.0,0.0,ridge,5.0,9.3922,,,0.0,,0.0,,,{}
2023-09,2022-12-01..2023-08-31,ABSTAIN_INNER_VALIDATION,12327,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2023-10,2023-01-01..2023-09-30,FROZEN_MODEL_EVALUATED,13304,1,1,0.18,0.12,66.67,3100.0,1882.0,10.0,0.0,ridge,5.0,7.0971,,,0.0,,0.0,4.707,1.0,{'home': 1}
2023-11,2023-02-01..2023-10-31,FROZEN_MODEL_EVALUATED,13302,0,0,0.0,0.0,0.0,3000.0,1546.0,10.0,0.0,ridge,5.0,6.8647,,,0.0,,0.0,,,{}
2023-12,2023-03-01..2023-11-30,FROZEN_MODEL_EVALUATED,12753,1,1,0.16,-0.16,-100.0,3100.0,2158.0,100.0,0.0,ridge,5.0,6.4459,,,0.0,,0.0,-6.7085,0.0,{'home': 1}
2024-01,2023-04-01..2023-12-31,ABSTAIN_INNER_VALIDATION,13261,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-02,2023-05-01..2024-01-31,ABSTAIN_INNER_VALIDATION,12335,0,0,0.0,0.0,0.0,2900.0,,,,,,,,,,,,,,
2024-03,2023-06-01..2024-02-29,ABSTAIN_INNER_VALIDATION,12790,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-04,2023-07-01..2024-03-31,ABSTAIN_INNER_VALIDATION,14327,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2024-05,2023-08-01..2024-04-30,FROZEN_MODEL_EVALUATED,16345,1,1,0.21,0.39,185.71,3100.0,1142.0,100.0,0.0,ridge,5.0,6.8453,,,0.0,,0.0,7.7767,1.0,{'draw': 1}
2024-08,2023-11-01..2024-07-31,ABSTAIN_INNER_VALIDATION,12207,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-09,2023-12-01..2024-08-31,ABSTAIN_INNER_VALIDATION,12173,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2024-10,2024-01-01..2024-09-30,FROZEN_MODEL_EVALUATED,11707,7,6,1.21,-0.85,-70.25,3100.0,1801.0,10.0,0.0,ridge,5.0,8.2197,,,0.0,,0.0,6.608,0.8571,"{'away': 5, 'draw': 1, 'home': 1}"
2024-11,2024-02-01..2024-10-31,FROZEN_MODEL_EVALUATED,11948,0,0,0.0,0.0,0.0,3000.0,1694.0,100.0,0.5,ridge,5.0,8.4618,,,0.0,,0.0,,,{}
2024-12,2024-03-01..2024-11-30,FROZEN_MODEL_EVALUATED,11646,1,1,0.15,0.44,293.33,3100.0,2022.0,100.0,0.25,ridge,5.0,7.5342,,,0.0,,0.0,21.2515,1.0,{'home': 1}
2025-01,2024-04-01..2024-12-31,FROZEN_MODEL_EVALUATED,11986,0,0,0.0,0.0,0.0,3100.0,1828.0,100.0,0.25,ridge,5.0,7.4967,,,0.0,,0.0,,,{}
2025-02,2024-05-01..2025-01-31,FROZEN_MODEL_EVALUATED,11748,5,3,0.59,1.2,203.39,2800.0,1964.0,100.0,0.25,ridge,5.0,7.3367,,,0.0,,0.0,7.0968,0.8,"{'draw': 4, 'home': 1}"
