date,league,home_team,away_team,outcome,actual_result,odds_bucket,fav_relation,market_shape,model_delta_bucket,pure_delta_bucket,strength_gap,goal_env,league_draw_rate_bucket,draw_market_prob_bucket,probability,lower_ev,odds,stake,won,profit,rule_label,month
2024-03-08,SP2,Huesca,Andorra,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.368213,-0.007192,2.8,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-09,SP2,Mirandes,Eldense,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.363671,0.008092,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-10,SP2,Santander,Tenerife,draw,home,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.369887,0.033119,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-15,SP2,Eldense,Cartagena,draw,draw,"[2.8,3.5)",market_non_favorite,clear_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.355299,-0.009186,2.9,1.0,True,1.9,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,I1,Udinese,Torino,draw,away,"[2.8,3.5)",market_non_favorite,balanced,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.368212,0.024083,2.9,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,I2,Cittadella,Modena,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.361733,0.005896,2.9,1.0,True,1.9,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,E2,Fleetwood Town,Charlton,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_small_edge,moderate_gap,normal_goal,normal_draw_league,mid_draw_prob,0.320043,-0.000102,3.25,1.0,True,2.25,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,SP2,Tenerife,Huesca,draw,draw,"[2.8,3.5)",market_non_favorite,clear_favorite,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.346251,-0.002163,3.0,1.0,True,2.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-16,I2,Sudtirol,Cremonese,draw,home,"[2.8,3.5)",market_non_favorite,clear_favorite,medium_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.342486,-0.017157,3.0,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-24,SP2,Huesca,Burgos,draw,home,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,high_draw_league,mid_draw_prob,0.364193,0.009596,2.88,1.0,False,-1.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-30,SP2,Albacete,Huesca,draw,draw,"[2.8,3.5)",market_non_favorite,clear_favorite,strong_model_edge,pure_disagrees,moderate_gap,normal_goal,high_draw_league,mid_draw_prob,0.367014,0.017721,2.88,1.0,True,1.88,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
2024-03-30,P1,Boavista,Rio Ave,draw,draw,"[2.8,3.5)",market_non_favorite,balanced,medium_model_edge,pure_disagrees,even_strength,normal_goal,low_draw_league,mid_draw_prob,0.351068,0.002327,3.0,1.0,True,2.0,"ALL|draw|[2.8,3.5)|ev>=-0.02|fav_relation=market_non_favorite",2024-03
