validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,max_pairwise_monthly_profit_corr,train_bets,train_profit,train_roi_pct,train_positive_months,train_negative_months,train_window_count,train_active_window_count,train_active_passed_windows,train_active_pass_rate,window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2019-01,2019-12,2014-01,2018-12,20,"['PS_CLOSE::league|outcome|odds_bucket=SWZ|away|[1.8,2.2)', 'PS_CLOSE::league|outcome|odds_bucket=NOR|home|[2.2,2.8)', 'PS_CLOSE::league|outcome|market_prob_bucket=SWE|away|[0.42,0.55)']",0.1046,332.0,61.76,18.6,37.0,13.0,4.0,4.0,4.0,1.0,2019-01,2019-12,56,56.0,-5.79,-10.34,8.39,4,7,False
2020-01,2020-12,2015-01,2019-12,15,"['PS_CLOSE::league|outcome|market_prob_bucket=SWZ|away|[0.42,0.55)', 'PS_CLOSE::league|outcome|odds_bucket=USA|home|[1.8,2.2)', 'PS_CLOSE::league|outcome|odds_bucket=SWE|away|[2.2,2.8)']",0.2058,953.0,87.49,9.18,43.0,12.0,4.0,4.0,4.0,1.0,2020-01,2020-12,157,157.0,-7.07,-4.5,21.89,4,6,False
2021-01,2021-12,2016-01,2020-12,12,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2022-01,2022-12,2017-01,2021-12,14,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2023-01,2023-12,2018-01,2022-12,13,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2024-01,2024-12,2019-01,2023-12,10,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
2025-01,2025-12,2020-01,2024-12,4,[],,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0,0,False
