date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2024-11-01,SP1,Alaves,Mallorca,draw,home,0.353459,0.015764,0.013085,3.0,1.0,False,-1.0,2024-11
2024-11-03,T1,Bodrumspor,Alanyaspor,draw,draw,0.380335,0.016352,0.019152,2.8,1.0,True,1.8,2024-11
2024-11-08,I1,Lecce,Empoli,draw,draw,0.357345,0.015953,0.024177,3.0,1.0,True,2.0,2024-11
2024-11-17,SP2,Cartagena,Huesca,draw,home,0.36779,0.014628,0.017107,2.88,1.0,False,-1.0,2024-11
2024-11-23,SP1,Valencia,Betis,draw,home,0.363685,0.015764,0.043763,3.0,1.0,False,-1.0,2024-11
2024-11-24,I1,Como,Fiorentina,draw,away,0.351947,0.015953,0.041583,3.1,1.0,False,-1.0,2024-11
2024-11-25,I1,Empoli,Udinese,draw,draw,0.366271,0.015953,0.015923,2.9,1.0,True,1.9,2024-11
2024-11-30,SP2,Tenerife,Elche,draw,draw,0.36759,0.014628,0.016529,2.88,1.0,True,1.88,2024-11
2024-12-07,SP1,Valencia,Vallecano,draw,away,0.373949,0.016097,0.037773,2.9,1.0,False,-1.0,2024-12
2024-12-13,I1,Empoli,Torino,draw,away,0.363497,0.016234,0.000117,2.88,1.0,False,-1.0,2024-12
2024-12-21,I1,Torino,Bologna,draw,away,0.366531,0.016234,0.015859,2.9,1.0,False,-1.0,2024-12
2024-12-29,E1,Preston,Sheffield Weds,draw,home,0.359636,0.013423,0.004016,2.9,1.0,False,-1.0,2024-12
2025-02-02,I2,Sudtirol,Reggiana,draw,home,0.392842,0.015049,0.05782,2.8,1.0,False,-1.0,2025-02
2025-02-16,I2,Frosinone,Reggiana,draw,draw,0.389581,0.015049,0.078653,2.88,1.0,True,1.88,2025-02
2025-02-22,E1,Derby,Millwall,draw,away,0.396676,0.012393,0.114423,2.9,1.0,False,-1.0,2025-02
