month,date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,model_probability,model_lower_ev,model_ev,stake,won,profit
2024-09,2024-09-28,SP2,Mirandes,Huesca,draw,home,0.386269,0.012976,0.007892,2.7,0.462152,0.212775,0.247809,1.0,False,-1.0
2024-12,2024-12-07,SP2,Huesca,Eibar,draw,home,0.386133,0.012919,0.007679,2.7,0.443696,0.163099,0.19798,1.0,False,-1.0
2025-01,2025-01-11,SP1,Sevilla,Valencia,draw,draw,0.317616,0.01385,0.002427,3.3,0.367008,0.165422,0.211126,1.0,True,2.3
2025-01,2025-01-12,SP2,Cadiz,Levante,draw,draw,0.339719,0.012479,0.014442,3.1,0.415283,0.248691,0.287377,1.0,True,2.1
2025-03,2025-03-16,SP1,Osasuna,Getafe,draw,away,0.36405,0.013375,0.009942,2.88,0.419029,0.168283,0.206804,1.0,False,-1.0
