month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2024-08,2024-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,6,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2024-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,405,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-04-01..2024-09-30,ABSTAIN_INNER_VALIDATION,888,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-05-01..2024-10-31,FROZEN_MODEL_EVALUATED,1369,5,4,0.79,0.92,116.46,3000.0,463.0,100.0,0.0,4.0,8.4529,2.5585,0.6,{'draw': 5}
2025-01,2024-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,2372,9,9,1.17,0.06,5.13,3100.0,499.0,100.0,0.0,4.0,8.489,-2.2985,0.5556,"{'home': 2, 'draw': 7}"
2025-02,2024-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,2865,11,9,1.72,2.26,131.4,2800.0,519.0,10.0,0.25,8.0,8.4035,5.7574,0.9091,"{'away': 3, 'draw': 6, 'home': 2}"
2025-03,2024-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,2985,3,2,0.51,-0.51,-100.0,3100.0,499.0,100.0,0.25,6.0,7.9189,10.294,1.0,"{'draw': 2, 'away': 1}"
2025-04,2024-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,3001,2,2,0.32,-0.32,-100.0,3000.0,524.0,100.0,0.25,6.0,7.7048,6.381,0.5,{'draw': 2}
2025-05,2024-11-01..2025-04-30,ABSTAIN_INNER_VALIDATION,3044,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-08,2025-02-01..2025-07-31,ABSTAIN_INNER_VALIDATION,1907,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2025-03-01..2025-08-31,ABSTAIN_INNER_VALIDATION,1877,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2025-10,2025-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,1855,14,9,2.32,-0.5,-21.55,3100.0,482.0,10.0,0.25,6.0,9.088,8.1175,0.7857,"{'away': 11, 'home': 3}"
2025-11,2025-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,1813,46,11,7.83,-1.28,-16.35,3000.0,525.0,100.0,0.0,8.0,8.1915,6.1944,0.6957,"{'draw': 3, 'home': 10, 'away': 33}"
2026-01,2025-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,2458,6,6,0.83,-0.83,-100.0,3100.0,541.0,1.0,0.5,8.0,8.1445,12.8247,1.0,"{'draw': 1, 'away': 5}"
2026-02,2025-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,2994,8,6,1.13,0.73,64.6,2800.0,527.0,10.0,0.0,5.0,8.1867,6.4692,0.625,"{'away': 7, 'home': 1}"
2026-03,2025-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,3032,15,8,2.17,0.29,13.36,3100.0,471.0,100.0,0.0,5.0,8.0328,8.9023,0.8667,"{'away': 14, 'home': 1}"
