date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2021-11-01,0,0.0,0.0,0.0,0.0,100.0,2021-11,0.0,0.0
2021-11-02,0,0.0,0.0,0.0,0.0,100.0,2021-11,0.0,0.0
2021-11-03,0,0.0,0.0,0.0,0.0,100.0,2021-11,0.0,0.0
2021-11-04,0,0.0,0.0,0.0,0.0,100.0,2021-11,0.0,0.0
2021-11-05,1,2.08,2.55,2.55,0.0,97.92,2021-11,2.55,0.0
2021-11-06,0,0.0,0.0,2.55,0.0,100.0,2021-11,2.55,0.0
2021-11-07,1,2.34,1.67,4.22,0.0,97.66,2021-11,4.22,0.0
2021-11-08,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-09,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-10,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-11,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-12,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-13,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-14,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-15,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-16,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-17,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-18,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-19,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-20,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-21,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-22,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-23,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-24,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-25,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-26,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-27,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-28,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-29,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-11-30,0,0.0,0.0,4.22,0.0,100.0,2021-11,4.22,0.0
2021-12-01,0,0.0,0.0,4.22,0.0,100.0,2021-12,0.0,0.0
2021-12-02,0,0.0,0.0,4.22,0.0,100.0,2021-12,0.0,0.0
2021-12-03,1,1.06,-1.06,3.16,1.06,98.94,2021-12,-1.06,1.06
2021-12-04,1,4.57,-4.57,-1.41,5.63,95.43,2021-12,-5.63,5.63
2021-12-05,0,0.0,0.0,-1.41,5.63,100.0,2021-12,-5.63,5.63
2021-12-06,0,0.0,0.0,-1.41,5.63,100.0,2021-12,-5.63,5.63
2021-12-07,0,0.0,0.0,-1.41,5.63,100.0,2021-12,-5.63,5.63
2021-12-08,0,0.0,0.0,-1.41,5.63,100.0,2021-12,-5.63,5.63
2021-12-09,0,0.0,0.0,-1.41,5.63,100.0,2021-12,-5.63,5.63
2021-12-10,2,2.08,0.43,-0.98,5.2,97.92,2021-12,-5.2,5.2
2021-12-11,0,0.0,0.0,-0.98,5.2,100.0,2021-12,-5.2,5.2
2021-12-12,1,1.34,1.38,0.4,3.82,98.66,2021-12,-3.82,3.82
2021-12-13,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-14,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-15,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-16,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-17,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-18,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-19,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-20,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-21,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-22,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-23,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-24,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-25,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-26,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-27,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-28,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-29,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-30,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2021-12-31,0,0.0,0.0,0.4,3.82,100.0,2021-12,-3.82,3.82
2022-01-01,0,0.0,0.0,0.4,3.82,100.0,2022-01,0.0,0.0
2022-01-02,1,0.51,-0.51,-0.11,4.33,99.49,2022-01,-0.51,0.51
2022-01-03,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-04,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-05,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-06,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-07,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-08,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-09,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-10,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-11,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-12,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-13,0,0.0,0.0,-0.11,4.33,100.0,2022-01,-0.51,0.51
2022-01-14,1,0.74,1.81,1.7,2.52,99.26,2022-01,1.3,0.0
2022-01-15,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-16,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-17,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-18,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-19,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-20,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-21,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-22,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-23,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-24,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-25,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-26,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-27,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-28,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-29,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-30,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
2022-01-31,0,0.0,0.0,1.7,2.52,100.0,2022-01,1.3,0.0
