candidate_id,outcome
data\historical_csv\football-data\2122\B1.csv:119:home,home
data\historical_csv\football-data\2122\SP2.csv:163:home,home
data\historical_csv\football-data\2122\B1.csv:146:home,home
data\historical_csv\football-data\2122\D2.csv:139:home,home
data\historical_csv\football-data\2122\D2.csv:147:away,away
data\historical_csv\football-data\2122\I2.csv:162:home,home
data\historical_csv\football-data\2122\B1.csv:162:home,home
data\historical_csv\football-data\2122\SP2.csv:239:away,away
data\historical_csv\football-data\2122\N1.csv:164:home,home
data\historical_csv\football-data\2122\SP2.csv:284:home,home
data\historical_csv\football-data\2122\B1.csv:235:away,away
data\historical_csv\football-data\2122\B1.csv:236:home,home
data\historical_csv\football-data\2122\B1.csv:240:home,home
data\historical_csv\football-data\2122\B1.csv:241:home,home
data\historical_csv\football-data\2122\B1.csv:239:home,home
data\historical_csv\football-data\2122\G1.csv:150:draw,draw
data\historical_csv\football-data\2122\SP2.csv:299:away,away
data\historical_csv\football-data\2122\SP2.csv:303:home,home
data\historical_csv\football-data\2122\SP2.csv:300:home,home
data\historical_csv\football-data\2122\I2.csv:232:draw,draw
data\historical_csv\football-data\2122\I2.csv:256:home,home
data\historical_csv\football-data\2122\I2.csv:254:home,home
data\historical_csv\football-data\2122\I2.csv:252:away,away
data\historical_csv\football-data\2122\G1.csv:176:home,home
data\historical_csv\football-data\2122\I2.csv:274:home,home
data\historical_csv\football-data\2122\SP2.csv:333:home,home
data\historical_csv\football-data\2122\SP2.csv:342:away,away
data\historical_csv\football-data\2122\SP2.csv:340:home,home
data\historical_csv\football-data\2122\I2.csv:295:home,home
data\historical_csv\football-data\2122\I2.csv:292:home,home
data\historical_csv\football-data\2122\E1.csv:448:away,away
data\historical_csv\football-data\2122\E1.csv:450:away,away
data\historical_csv\football-data\2122\I1.csv:293:home,home
data\historical_csv\football-data\2122\SP2.csv:356:home,home
data\historical_csv\football-data\2122\SP2.csv:355:home,home
data\historical_csv\football-data\2122\SP2.csv:362:away,away
data\historical_csv\football-data\2122\SP2.csv:359:home,home
data\historical_csv\football-data\2122\SP2.csv:364:home,home
data\historical_csv\football-data\2122\SP2.csv:380:home,home
data\historical_csv\football-data\2122\I2.csv:333:home,home
data\historical_csv\football-data\2122\I2.csv:338:home,home
data\historical_csv\football-data\2122\I2.csv:339:home,home
data\historical_csv\football-data\2122\I2.csv:336:home,home
data\historical_csv\football-data\2122\F2.csv:326:away,away
data\historical_csv\football-data\2122\I2.csv:359:home,home
data\historical_csv\football-data\2122\SP2.csv:409:home,home
data\historical_csv\football-data\2122\SP2.csv:410:home,home
data\historical_csv\football-data\2122\SP2.csv:412:away,away
data\historical_csv\football-data\2122\SP2.csv:413:home,home
data\historical_csv\football-data\2122\SP2.csv:452:home,home
data\historical_csv\football-data\2122\SP2.csv:443:away,away
data\historical_csv\football-data\2122\SP2.csv:448:home,home
data\historical_csv\football-data\2223\F2.csv:139:draw,draw
data\historical_csv\football-data\2223\I2.csv:122:home,home
data\historical_csv\football-data\2223\I2.csv:169:away,away
data\historical_csv\football-data\2223\I2.csv:199:home,home
data\historical_csv\football-data\2223\I2.csv:213:away,away
data\historical_csv\football-data\2223\SP2.csv:362:away,away
data\historical_csv\football-data\2223\SP2.csv:359:home,home
data\historical_csv\football-data\2223\B1.csv:272:away,away
data\historical_csv\football-data\2425\N1.csv:151:draw,draw
data\historical_csv\football-data\2425\I2.csv:199:home,home
data\historical_csv\football-data\2425\E1.csv:283:away,away
data\historical_csv\football-data\2425\F1.csv:156:draw,draw
data\historical_csv\football-data\2425\T1.csv:175:draw,draw
data\historical_csv\football-data\2425\SP2.csv:250:away,away
data\historical_csv\football-data\2425\SP1.csv:199:draw,draw
data\historical_csv\football-data\2425\T1.csv:191:draw,draw
data\historical_csv\football-data\2425\P1.csv:175:away,away
data\historical_csv\football-data\2425\E0.csv:237:draw,draw
data\historical_csv\football-data\2425\D2.csv:184:draw,draw
data\historical_csv\football-data\2425\I1.csv:243:draw,draw
data\historical_csv\football-data\2425\SP1.csv:233:draw,draw
data\historical_csv\football-data\2425\I2.csv:260:draw,draw
data\historical_csv\football-data\2425\I2.csv:259:home,home
data\historical_csv\football-data\2425\E1.csv:393:draw,draw
data\historical_csv\football-data\2425\I1.csv:250:draw,draw
data\historical_csv\football-data\2425\D1.csv:200:draw,draw
data\historical_csv\football-data\2425\B1.csv:210:home,home
data\historical_csv\football-data\2425\I1.csv:257:draw,draw
data\historical_csv\football-data\2425\P1.csv:208:draw,draw
data\historical_csv\football-data\2425\T1.csv:226:draw,draw
data\historical_csv\football-data\2425\D1.csv:211:draw,draw
data\historical_csv\football-data\2425\SP2.csv:312:draw,draw
data\historical_csv\football-data\2425\N1.csv:216:draw,draw
data\historical_csv\football-data\2425\P1.csv:220:away,away
data\historical_csv\football-data\2425\T1.csv:243:draw,draw
data\historical_csv\football-data\2425\P1.csv:223:draw,draw
data\historical_csv\football-data\2425\T1.csv:257:draw,draw
data\historical_csv\football-data\2425\I1.csv:300:draw,draw
data\historical_csv\football-data\2425\F2.csv:262:draw,draw
data\historical_csv\football-data\2425\I1.csv:318:draw,draw
data\historical_csv\football-data\2425\SP1.csv:306:draw,draw
data\historical_csv\football-data\2425\SP1.csv:311:draw,draw
data\historical_csv\football-data\2425\SP1.csv:316:draw,draw
data\historical_csv\football-data\2425\F1.csv:269:draw,draw
data\historical_csv\football-data\2425\SP1.csv:318:draw,draw
data\historical_csv\football-data\2425\B1.csv:283:draw,draw
data\historical_csv\football-data\2425\I1.csv:332:draw,draw
data\historical_csv\football-data\2425\I2.csv:349:draw,draw
data\historical_csv\football-data\2425\I2.csv:357:draw,draw
data\historical_csv\football-data\2425\F1.csv:285:draw,draw
data\historical_csv\football-data\2425\I2.csv:364:away,away
data\historical_csv\football-data\2425\I2.csv:368:home,home
data\historical_csv\football-data\2425\B1.csv:294:home,home
data\historical_csv\football-data\2425\D2.csv:291:away,away
data\historical_csv\football-data\2425\I1.csv:357:home,home
data\historical_csv\football-data\2425\SP1.csv:362:home,home
data\historical_csv\football-data\2526\F2.csv:77:away,away
data\historical_csv\football-data\2526\D2.csv:77:away,away
data\historical_csv\football-data\2526\D2.csv:80:away,away
data\historical_csv\football-data\2526\B1.csv:89:away,away
data\historical_csv\football-data\2526\B1.csv:90:home,home
data\historical_csv\football-data\2526\T1.csv:84:away,away
data\historical_csv\football-data\2526\SC0.csv:53:away,away
data\historical_csv\football-data\2526\SP2.csv:118:away,away
data\historical_csv\football-data\2526\SP2.csv:119:away,away
data\historical_csv\football-data\2526\T1.csv:91:away,away
data\historical_csv\football-data\2526\F2.csv:111:away,away
data\historical_csv\football-data\2526\T1.csv:92:away,away
data\historical_csv\football-data\2526\B1.csv:104:away,away
data\historical_csv\football-data\2526\SP2.csv:133:away,away
data\historical_csv\football-data\2526\D2.csv:104:away,away
data\historical_csv\football-data\2526\B1.csv:109:away,away
data\historical_csv\football-data\2526\B1.csv:107:away,away
data\historical_csv\football-data\2526\E2.csv:194:away,away
data\historical_csv\football-data\2526\T1.csv:120:away,away
data\historical_csv\football-data\2526\E3.csv:216:home,home
data\historical_csv\football-data\2526\SP2.csv:175:away,away
data\historical_csv\football-data\2526\SP1.csv:141:away,away
data\historical_csv\football-data\2526\B1.csv:137:away,away
data\historical_csv\football-data\2526\I2.csv:147:away,away
data\historical_csv\football-data\2526\I2.csv:156:away,away
data\historical_csv\football-data\2526\F2.csv:157:away,away
data\historical_csv\football-data\2526\I2.csv:189:away,away
data\historical_csv\football-data\2526\SP1.csv:188:away,away
data\historical_csv\football-data\2526\T1.csv:163:away,away
data\historical_csv\football-data\2526\T1.csv:170:away,away
data\historical_csv\football-data\2526\E2.csv:340:away,away
data\historical_csv\football-data\2526\E3.csv:334:away,away
data\historical_csv\football-data\2526\B1.csv:185:away,away
data\historical_csv\football-data\2526\SC0.csv:145:home,home
data\historical_csv\football-data\2526\B1.csv:188:away,away
data\historical_csv\football-data\2526\T1.csv:222:away,away
data\historical_csv\football-data\2526\B1.csv:223:away,away
data\historical_csv\football-data\2526\P1.csv:226:away,away
data\historical_csv\football-data\2526\T1.csv:240:away,away
data\historical_csv\football-data\2526\T1.csv:244:away,away
data\historical_csv\football-data\2526\T1.csv:249:away,away
data\historical_csv\football-data\2526\T1.csv:250:away,away
data\historical_csv\football-data\2526\E1.csv:490:home,home
data\historical_csv\football-data\2526\E1.csv:483:home,home
data\historical_csv\football-data\2526\E2.csv:508:away,away
data\historical_csv\football-data\2526\P1.csv:265:away,away
data\historical_csv\football-data\2526\G1.csv:225:home,home
data\historical_csv\football-data\2526\SP1.csv:366:away,away
data\historical_csv\football-data\2526\T1.csv:307:away,away
