test_month,date,league,match,outcome,probability,conservative_probability,odds,raw_odds,execution_cost_rate,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,stake,actual_outcome,profit,won,source_file,source_row
2025-01,2025-01-04,P1,Moreirense v AVS,away,0.20660968882100203,0.19772239662935095,5.312,5.4,0.02,0.02929534347721008,BFE,"['1XB', 'B365', 'BF', 'BW', 'PS', 'WH']",0.003887292191651072,0.29,draw,-0.29,False,data\historical_csv\football-data\2425\P1.csv,147
2025-01,2025-01-04,P1,Benfica v Sp Braga,draw,0.20150286451562266,0.18731188497436113,5.508,5.6,0.02,0.011079585190005625,BFE,"['1XB', 'B365', 'BF', 'BW', 'PS', 'WH']",0.009190979541261525,0.18,away,-0.18,False,data\historical_csv\football-data\2425\P1.csv,148
2025-01,2025-01-19,SP2,Castellon v Cordoba,away,0.2420263991330209,0.23051349299864288,4.528,4.6,0.02,0.022889794371897754,BFE,"['1XB', 'B365', 'BF', 'BW', 'PS', 'WH']",0.006512906134378034,0.31,away,1.09,True,data\historical_csv\football-data\2425\SP2.csv,250
2025-10,2025-10-03,F2,Guingamp v Nancy,away,0.3405568553552172,0.33346209331924254,3.55,3.55,0.0,0.16011462265764465,PS,"['B365', 'BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0020947620359746304,1.8,draw,-1.8,False,data\historical_csv\football-data\2526\F2.csv,77
2025-10,2025-10-04,SP2,La Coruna v Almeria,away,0.2693843199429171,0.2597796960519159,4.0,4.0,0.0,0.018336408523510483,B365,"['BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB', 'PS']",0.004604623891001197,0.33,draw,-0.33,False,data\historical_csv\football-data\2526\SP2.csv,80
2025-10,2025-10-04,T1,Galatasaray v Besiktas,draw,0.21612902969342968,0.20969559190716636,4.92,5.0,0.02,0.011068265939593314,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB', 'PS']",0.0014334377862633076,0.2,draw,0.78,True,data\historical_csv\football-data\2526\T1.csv,67
2025-10,2025-10-05,P1,Arouca v Famalicao,home,0.26949784214764416,0.2617423018184841,4.038,4.1,0.02,0.035777106448178,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB', 'PS']",0.00275554032916002,0.47,draw,-0.47,False,data\historical_csv\football-data\2526\P1.csv,70
2025-10,2025-10-05,SP2,Santander v Malaga,away,0.24056738923374668,0.2275179164352995,4.63,4.63,0.0,0.032339794033527935,PS,"['B365', 'BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.00804947279844717,0.37,home,-0.37,False,data\historical_csv\football-data\2526\SP2.csv,86
2025-10,2025-10-05,G1,PAOK v Olympiakos,draw,0.29799432996681363,0.29012851018075886,3.57,3.57,0.0,0.015043605718402908,PS,"['B365', 'BFD', 'BFE', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0028658197860547906,0.35,home,-0.35,False,data\historical_csv\football-data\2526\G1.csv,41
2025-10,2025-10-18,D2,Paderborn v Bielefeld,away,0.23110652182038943,0.2179985245973972,4.822,4.9,0.02,0.030165107896476417,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB', 'PS']",0.008107997222992235,0.33,home,-0.33,False,data\historical_csv\football-data\2526\D2.csv,77
