date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2021-08-06,2021-08,F1,Monaco,Nantes,home,draw,1.44,"[1.0,1.8)",0.6500776404176282,"[0.55,1.00]",market_favorite,B365_OPEN,False,-1.0
2021-08-06,2021-08,F1,Monaco,Nantes,draw,draw,4.33,"[4.0,5.0)",0.2161921021250311,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.33
2021-08-06,2021-08,F1,Monaco,Nantes,away,draw,7.0,"[7.0,inf)",0.13373025745734066,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,F1,Lyon,Brest,home,draw,1.33,"[1.0,1.8)",0.7030022330659168,"[0.55,1.00]",market_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,F1,Lyon,Brest,draw,draw,5.0,"[5.0,7.0)",0.1869985939955339,"[0.00,0.20)",market_non_favorite,B365_OPEN,True,4.0
2021-08-07,2021-08,F1,Lyon,Brest,away,draw,8.5,"[7.0,inf)",0.10999917293854934,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,F1,Troyes,Paris SG,home,away,11.0,"[7.0,inf)",0.08595988538681948,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,F1,Troyes,Paris SG,draw,away,6.0,"[5.0,7.0)",0.15759312320916904,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-07,2021-08,F1,Troyes,Paris SG,away,away,1.25,"[1.0,1.8)",0.7564469914040115,"[0.55,1.00]",market_favorite,B365_OPEN,True,0.25
2021-08-08,2021-08,F1,Strasbourg,Angers,home,away,2.0,"[1.8,2.2)",0.47058823529411764,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Strasbourg,Angers,draw,away,3.2,"[2.8,3.5)",0.29411764705882354,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Strasbourg,Angers,away,away,4.0,"[4.0,5.0)",0.23529411764705882,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.0
2021-08-08,2021-08,F1,St Etienne,Lorient,home,draw,2.25,"[2.2,2.8)",0.41746111389864526,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,St Etienne,Lorient,draw,draw,3.25,"[2.8,3.5)",0.28901154039136984,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.25
2021-08-08,2021-08,F1,St Etienne,Lorient,away,draw,3.2,"[2.8,3.5)",0.29352734570998495,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Rennes,Lens,home,draw,2.0,"[1.8,2.2)",0.47134935304990755,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Rennes,Lens,draw,draw,3.4,"[2.8,3.5)",0.27726432532347506,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.4
2021-08-08,2021-08,F1,Rennes,Lens,away,draw,3.75,"[3.5,4.0)",0.2513863216266174,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Montpellier,Marseille,home,away,3.2,"[2.8,3.5)",0.29448818897637796,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Montpellier,Marseille,draw,away,3.4,"[2.8,3.5)",0.2771653543307087,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Montpellier,Marseille,away,away,2.2,"[2.2,2.8)",0.42834645669291344,"[0.42,0.55)",market_favorite,B365_OPEN,True,1.2000000000000002
2021-08-08,2021-08,F1,Nice,Reims,home,draw,1.85,"[1.8,2.2)",0.5078597339782346,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Nice,Reims,draw,draw,3.5,"[3.5,4.0)",0.26844014510278114,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.5
2021-08-08,2021-08,F1,Nice,Reims,away,draw,4.2,"[4.0,5.0)",0.22370012091898428,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Bordeaux,Clermont,home,away,2.0,"[1.8,2.2)",0.47134935304990755,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Bordeaux,Clermont,draw,away,3.4,"[2.8,3.5)",0.27726432532347506,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Bordeaux,Clermont,away,away,3.75,"[3.5,4.0)",0.2513863216266174,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.75
2021-08-08,2021-08,F1,Metz,Lille,home,draw,5.25,"[5.0,7.0)",0.17868491811293083,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-08,2021-08,F1,Metz,Lille,draw,draw,3.4,"[2.8,3.5)",0.27591053532143733,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.4
2021-08-08,2021-08,F1,Metz,Lille,away,draw,1.72,"[1.0,1.8)",0.5454045465656319,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-13,2021-08,F1,Lorient,Monaco,home,home,4.0,"[4.0,5.0)",0.23647209203238176,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.0
2021-08-13,2021-08,F1,Lorient,Monaco,draw,home,3.75,"[3.5,4.0)",0.25223689816787387,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-13,2021-08,F1,Lorient,Monaco,away,home,1.85,"[1.8,2.2)",0.5112910097997443,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-14,2021-08,F1,Paris SG,Strasbourg,home,home,1.2,"[1.0,1.8)",0.7913043478260869,"[0.55,1.00]",market_favorite,B365_OPEN,True,0.19999999999999996
2021-08-14,2021-08,F1,Paris SG,Strasbourg,draw,home,7.0,"[7.0,inf)",0.13565217391304346,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-14,2021-08,F1,Paris SG,Strasbourg,away,home,13.0,"[7.0,inf)",0.07304347826086957,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-14,2021-08,F1,Lille,Nice,home,away,1.8,"[1.8,2.2)",0.5281969817315331,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-14,2021-08,F1,Lille,Nice,draw,away,3.5,"[3.5,4.0)",0.27164416203335984,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-14,2021-08,F1,Lille,Nice,away,away,4.75,"[4.0,5.0)",0.20015885623510724,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.75
2021-08-15,2021-08,F1,Reims,Montpellier,home,draw,2.6,"[2.2,2.8)",0.3658536585365853,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Reims,Montpellier,draw,draw,3.3,"[2.8,3.5)",0.28824833702882485,"[0.28,0.34)",market_non_favorite,B365_OPEN,True,2.3
2021-08-15,2021-08,F1,Reims,Montpellier,away,draw,2.75,"[2.2,2.8)",0.3458980044345898,"[0.34,0.42)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Marseille,Bordeaux,home,draw,1.53,"[1.0,1.8)",0.6175562417291575,"[0.55,1.00]",market_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Marseille,Bordeaux,draw,draw,4.2,"[4.0,5.0)",0.22496691662990734,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.2
2021-08-15,2021-08,F1,Marseille,Bordeaux,away,draw,6.0,"[5.0,7.0)",0.15747684164093514,"[0.00,0.20)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Angers,Lyon,home,home,4.5,"[4.0,5.0)",0.2102766798418972,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,3.5
2021-08-15,2021-08,F1,Angers,Lyon,draw,home,3.8,"[3.5,4.0)",0.24901185770750986,"[0.20,0.28)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Angers,Lyon,away,home,1.75,"[1.0,1.8)",0.5407114624505929,"[0.42,0.55)",market_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Brest,Rennes,home,draw,3.1,"[2.8,3.5)",0.3067869752844252,"[0.28,0.34)",market_non_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Brest,Rennes,draw,draw,3.4,"[2.8,3.5)",0.27971753628874063,"[0.20,0.28)",market_non_favorite,B365_OPEN,True,2.4
2021-08-15,2021-08,F1,Brest,Rennes,away,draw,2.3,"[2.2,2.8)",0.41349548842683403,"[0.34,0.42)",market_favorite,B365_OPEN,False,-1.0
2021-08-15,2021-08,F1,Clermont,Troyes,home,home,2.0,"[1.8,2.2)",0.47291361639824303,"[0.42,0.55)",market_favorite,B365_OPEN,True,1.0
