columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|market_prob_bucket,"away|[0.20,0.28)",357,26.96,7.55,51,30,21,2026-05,1.1,18.8307
league|outcome|market_prob_bucket,"F1|away|[0.20,0.28)",357,26.96,7.55,51,30,21,2026-05,1.1,18.8307
outcome|market_prob_bucket|favorite_relation,"away|[0.20,0.28)|market_non_favorite",357,26.96,7.55,51,30,21,2026-05,1.1,18.8307
outcome|market_prob_bucket|favorite_relation,"away|[0.34,0.42)|market_favorite",164,11.17,6.81,47,26,21,2026-05,3.6,10.7492
outcome|odds_bucket,"away|[4.0,5.0)",194,10.96,5.65,49,25,24,2026-05,2.1,2.6214
league|outcome|odds_bucket,"F1|away|[4.0,5.0)",194,10.96,5.65,49,25,24,2026-05,2.1,2.6214
outcome|odds_bucket|favorite_relation,"away|[4.0,5.0)|market_non_favorite",194,10.96,5.65,49,25,24,2026-05,2.1,2.6214
outcome|odds_bucket,"away|[2.2,2.8)",270,10.23,3.79,51,26,25,2026-05,4.35,2.4168
league|outcome|odds_bucket,"F1|away|[2.2,2.8)",270,10.23,3.79,51,26,25,2026-05,4.35,2.4168
