candidate_id,odds_source,window_start,window_end,bets,total_staked,profit,roi_pct,max_drawdown,active_bet_days,positive_months,negative_months,walk_forward_active_months,rule_contributions,active_rules,passes_window,fail_reasons
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2013-03,2014-02,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2013-09,2014-08,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2014-03,2015-02,4,40.0,28.6,71.5,10.0,4,2,0,2,"[{'rule_label': 'league|outcome|odds_bucket=USA|home|[2.2,2.8)', 'bets': 4, 'profit': 28.6, 'roi_pct': 71.5}]",1,False,['bets<minimum']
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2014-09,2015-08,4,40.0,28.6,71.5,10.0,4,2,0,2,"[{'rule_label': 'league|outcome|odds_bucket=USA|home|[2.2,2.8)', 'bets': 4, 'profit': 28.6, 'roi_pct': 71.5}]",1,False,['bets<minimum']
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2015-03,2016-02,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2015-09,2016-08,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2016-03,2017-02,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2016-09,2017-08,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2017-03,2018-02,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
diagnostic-league-outcome-odds-bucket-usa-home-2p2-2p8,AVG_CLOSE,2017-09,2018-08,0,0.0,0.0,0.0,0.0,0,0,0,0,[],0,False,"['bets<minimum', 'profit<=0', 'roi<minimum', 'positive_month_edge<minimum', 'drawdown_to_profit>maximum']"
