label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2017-18,31,11,0.3548,0.2112,2.8061,0.3657,-0.0109,-0.1546,310.0,-11.3,-3.65,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
2023-24,27,7,0.2593,0.1317,4.4933,0.2303,0.0289,-0.0986,270.0,13.4,4.96,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
2020-21,21,8,0.381,0.2075,3.75,0.2942,0.0868,-0.0867,210.0,57.2,27.24,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
2016-17,13,8,0.6154,0.3552,2.94,0.3609,0.2545,-0.0057,130.0,86.4,66.46,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
2022-23,11,5,0.4545,0.2127,3.3918,0.3043,0.1502,-0.0916,110.0,48.3,43.91,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
2024-25,11,3,0.2727,0.0975,3.5373,0.2835,-0.0108,-0.186,110.0,-2.8,-2.55,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
