odds_source,profile,lookback_months,min_active_months,min_bets,min_roi,bets,profit,roi_pct,max_drawdown,active_months,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,verdict,passes_gate,fail_reasons
AVG_OPEN,default,12,6,50,0.02,294,15.47,5.26,5.39,28,16,12,3,1,2025-26,54,-1.64,not_enough_recent_evidence,False,['latest_season_profit<0']
AVG_OPEN,lookback18,18,6,50,0.02,342,20.24,5.92,7.22,32,19,13,3,1,2025-26,85,-2.9,not_enough_recent_evidence,False,['latest_season_profit<0']
AVG_OPEN,stricter_selection,12,8,80,0.04,245,13.88,5.67,5.39,23,12,11,2,2,2025-26,54,-1.64,not_enough_recent_evidence,False,"['latest_season_profit<0', 'positive_seasons<=negative_seasons']"
AVG_CLOSE,default,12,6,50,0.02,337,21.34,6.33,6.43,31,19,12,4,0,2025-26,84,1.74,research_candidate_requires_live_shadow,True,[]
AVG_CLOSE,lookback18,18,6,50,0.02,365,24.86,6.81,6.43,34,21,13,4,0,2025-26,101,0.75,research_candidate_requires_live_shadow,True,[]
AVG_CLOSE,stricter_selection,12,8,80,0.04,316,18.04,5.71,6.43,29,17,12,3,1,2025-26,84,1.74,research_candidate_requires_live_shadow,True,[]
MAX_OPEN,default,12,6,50,0.02,377,42.07,11.16,5.83,34,25,9,4,0,2025-26,102,3.8,research_candidate_requires_live_shadow,True,[]
MAX_OPEN,lookback18,18,6,50,0.02,384,42.5,11.07,5.83,35,26,9,4,0,2025-26,109,4.23,research_candidate_requires_live_shadow,True,[]
MAX_OPEN,stricter_selection,12,8,80,0.04,319,33.37,10.46,4.94,28,19,9,3,1,2025-26,81,1.5,research_candidate_requires_live_shadow,True,[]
MAX_CLOSE,default,12,6,50,0.02,400,45.19,11.3,5.28,36,26,10,4,0,2025-26,111,4.51,research_candidate_requires_live_shadow,True,[]
MAX_CLOSE,lookback18,18,6,50,0.02,400,45.19,11.3,5.28,36,26,10,4,0,2025-26,111,4.51,research_candidate_requires_live_shadow,True,[]
MAX_CLOSE,stricter_selection,12,8,80,0.04,365,40.76,11.17,5.28,32,23,9,4,0,2025-26,101,4.88,research_candidate_requires_live_shadow,True,[]
B365_OPEN,default,12,6,50,0.02,257,8.66,3.37,5.96,24,12,10,3,1,2025-26,81,-1.81,not_enough_recent_evidence,False,['latest_season_profit<0']
B365_OPEN,lookback18,18,6,50,0.02,290,7.81,2.69,6.98,27,13,12,3,1,2025-26,112,1.68,research_candidate_requires_live_shadow,False,['roi<3%']
B365_OPEN,stricter_selection,12,8,80,0.04,196,4.21,2.15,5.58,18,10,7,3,1,2025-26,68,0.31,candidate_positive_but_unstable,False,"['roi<3%', 'drawdown>profit']"
B365_CLOSE,default,12,6,50,0.02,319,16.72,5.24,6.68,29,17,12,3,1,2025-26,67,-0.45,not_enough_recent_evidence,False,['latest_season_profit<0']
B365_CLOSE,lookback18,18,6,50,0.02,374,19.24,5.14,6.68,34,19,15,3,1,2025-26,102,-2.36,not_enough_recent_evidence,False,['latest_season_profit<0']
B365_CLOSE,stricter_selection,12,8,80,0.04,291,13.11,4.51,6.68,26,14,12,2,2,2025-26,67,-0.45,not_enough_recent_evidence,False,"['latest_season_profit<0', 'positive_seasons<=negative_seasons']"
PS_OPEN,default,12,6,50,0.02,321,34.89,10.87,3.73,30,21,9,4,0,2025-26,49,4.57,research_candidate_requires_live_shadow,True,[]
PS_OPEN,lookback18,18,6,50,0.02,321,34.89,10.87,3.73,30,21,9,4,0,2025-26,49,4.57,research_candidate_requires_live_shadow,True,[]
PS_OPEN,stricter_selection,12,8,80,0.04,267,23.22,8.7,3.73,25,16,9,3,1,2025-26,49,4.57,research_candidate_requires_live_shadow,True,[]
PS_CLOSE,default,12,6,50,0.02,338,36.91,10.92,6.64,31,24,6,4,0,2025-26,49,6.87,research_candidate_requires_live_shadow,True,[]
PS_CLOSE,lookback18,18,6,50,0.02,338,36.91,10.92,6.64,31,24,6,4,0,2025-26,49,6.87,research_candidate_requires_live_shadow,True,[]
PS_CLOSE,stricter_selection,12,8,80,0.04,304,32.45,10.67,6.64,27,20,6,3,1,2025-26,49,6.87,research_candidate_requires_live_shadow,True,[]
