date,month,league,home_team,away_team,outcome,actual_result,odds,odds_bucket,market_probability,market_prob_bucket,favorite_relation,odds_source,won,unit_profit
2012-03-02,2012-03,IRL,Derry City,Bohemians,home,home,1.73,"[1.0,1.8)",0.5352552066784136,"[0.42,0.55)",market_favorite,AVG_CLOSE,True,0.73
2012-03-02,2012-03,IRL,Derry City,Bohemians,draw,home,3.27,"[2.8,3.5)",0.28317783105616373,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Derry City,Bohemians,away,home,5.1,"[5.0,7.0)",0.18156696226542268,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Drogheda,Shamrock Rovers,home,away,9.8,"[7.0,inf)",0.09428650120880129,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Drogheda,Shamrock Rovers,draw,away,4.74,"[4.0,5.0)",0.19493833583254278,"[0.00,0.20)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Drogheda,Shamrock Rovers,away,away,1.3,"[1.0,1.8)",0.710775162958656,"[0.55,1.00]",market_favorite,AVG_CLOSE,True,0.30000000000000004
2012-03-02,2012-03,IRL,Monaghan,Dundalk,home,draw,2.9,"[2.8,3.5)",0.31853785900783294,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Monaghan,Dundalk,draw,draw,3.05,"[2.8,3.5)",0.3028720626631854,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.05
2012-03-02,2012-03,IRL,Monaghan,Dundalk,away,draw,2.44,"[2.2,2.8)",0.3785900783289817,"[0.34,0.42)",market_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Shelbourne,Sligo Rovers,home,draw,3.32,"[2.8,3.5)",0.27762086179716244,"[0.20,0.28)",market_non_favorite,AVG_CLOSE,False,-1.0
2012-03-02,2012-03,IRL,Shelbourne,Sligo Rovers,draw,draw,3.16,"[2.8,3.5)",0.2916776142932212,"[0.28,0.34)",market_non_favorite,AVG_CLOSE,True,2.16
2012-03-02,2012-03,IRL,Shelbourne,Sligo Rovers,away,draw,2.14,"[1.8,2.2)",0.4307015239096164,"[0.42,0.55)",market_favorite,AVG_CLOSE,False,-1.0
