month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-04,INVEST,,2637.0,174.0,7.0,0.0451
2022-05,INVEST,,2739.0,228.0,10.0,0.0561
2022-06,INVEST,,2964.0,120.0,8.0,0.0434
2022-07,INVEST,,3084.0,243.0,8.0,0.05
2022-08,INVEST,,3327.0,204.0,6.0,0.05
2022-09,INVEST,,3513.0,192.0,7.0,0.0475
2022-10,INVEST,,3645.0,126.0,5.0,0.0501
2022-11,ABSTAIN,no_positive_feature_edge,3771.0,3.0,0.0,0.0
2022-12,ABSTAIN,no_candidates,,,,
2023-01,ABSTAIN,no_candidates,,,,
2023-02,INVEST,,3639.0,39.0,1.0,0.0201
2023-03,INVEST,,3561.0,168.0,6.0,0.0399
2023-04,INVEST,,3480.0,204.0,3.0,0.0694
2023-05,INVEST,,3432.0,207.0,4.0,0.0345
2023-06,INVEST,,3516.0,219.0,6.0,0.0504
2023-07,INVEST,,3720.0,171.0,5.0,0.0552
2023-08,INVEST,,3891.0,111.0,4.0,0.0764
2023-09,INVEST,,4002.0,189.0,7.0,0.0516
2023-10,INVEST,,4191.0,198.0,13.0,0.0678
2023-11,INVEST,,4311.0,48.0,12.0,0.0359
2023-12,INVEST,,4143.0,9.0,3.0,0.045
2024-01,ABSTAIN,no_candidates,,,,
2024-02,INVEST,,3831.0,45.0,4.0,0.042
2024-03,INVEST,,3627.0,204.0,10.0,0.0297
2024-04,INVEST,,3606.0,168.0,7.0,0.0493
2024-05,INVEST,,3543.0,246.0,8.0,0.0803
2024-06,INVEST,,3705.0,216.0,9.0,0.0514
2024-07,INVEST,,3909.0,204.0,8.0,0.0361
2024-08,INVEST,,4113.0,39.0,3.0,0.0261
2024-09,INVEST,,4110.0,225.0,4.0,0.0207
2024-10,INVEST,,4200.0,162.0,12.0,0.028
2024-11,INVEST,,4188.0,48.0,5.0,0.0288
2024-12,INVEST,,4008.0,9.0,2.0,0.0344
2025-01,ABSTAIN,no_candidates,,,,
2025-02,INVEST,,3654.0,45.0,2.0,0.0253
2025-03,INVEST,,3495.0,222.0,12.0,0.0446
2025-04,INVEST,,3525.0,180.0,10.0,0.0459
2025-05,INVEST,,3579.0,264.0,15.0,0.0525
2025-06,INVEST,,3840.0,162.0,9.0,0.0602
2025-07,INVEST,,4002.0,219.0,9.0,0.0697
2025-08,INVEST,,4221.0,162.0,6.0,0.0828
2025-09,INVEST,,4344.0,165.0,12.0,0.07
2025-10,INVEST,,4341.0,135.0,9.0,0.0795
2025-11,INVEST,,4272.0,18.0,3.0,0.0715
2025-12,INVEST,,4083.0,3.0,1.0,0.0487
