month,bets,staked,profit,roi_pct
2017-04,13,13.0,3.29,25.31
2017-05,13,13.0,0.82,6.31
2017-06,7,7.0,1.08,15.43
2017-07,8,8.0,-2.11,-26.38
2017-08,14,14.0,4.2,30.0
2017-09,7,7.0,2.64,37.71
2017-10,12,12.0,8.07,67.25
2017-11,9,9.0,0.49,5.44
2020-06,3,3.0,0.39,13.0
2020-07,9,9.0,-0.11,-1.22
2020-08,5,5.0,1.11,22.2
2020-09,2,2.0,-2.0,-100.0
2020-10,4,4.0,1.98,49.5
2020-11,5,5.0,-1.96,-39.2
2020-12,4,4.0,-4.0,-100.0
2022-04,2,2.0,4.26,213.0
2022-05,6,6.0,0.2,3.33
2022-06,1,1.0,-1.0,-100.0
2022-07,6,6.0,-2.73,-45.5
2022-08,3,3.0,2.84,94.67
2022-09,1,1.0,2.3,230.0
2022-10,4,4.0,-1.0,-25.0
2022-11,1,1.0,-1.0,-100.0
