month,bets,staked,profit,roi_pct
2018-04,7,7.0,-0.89,-12.71
2018-05,19,19.0,2.88,15.16
2018-06,12,12.0,-0.01,-0.08
2018-07,8,8.0,3.5,43.75
2018-08,12,12.0,0.1,0.83
2018-09,13,13.0,8.85,68.08
2018-10,9,9.0,-1.23,-13.67
2018-11,16,16.0,-0.02,-0.12
2018-12,2,2.0,0.18,9.0
2019-04,1,1.0,0.88,88.0
2019-05,9,9.0,-0.98,-10.89
2019-06,3,3.0,-1.13,-37.67
2019-07,3,3.0,1.02,34.0
2019-08,12,12.0,0.01,0.08
2019-09,4,4.0,-0.2,-5.0
2019-10,14,14.0,-2.28,-16.29
2019-11,9,9.0,-5.08,-56.44
2019-12,10,10.0,-0.0,-0.0
2020-08,9,9.0,-1.44,-16.0
2020-09,9,9.0,6.13,68.11
2020-10,8,8.0,-4.37,-54.62
2020-11,12,12.0,-4.51,-37.58
2020-12,11,11.0,3.94,35.82
2023-04,8,8.0,2.03,25.37
2023-05,7,7.0,-1.93,-27.57
2023-06,10,10.0,-3.19,-31.9
2023-07,6,6.0,-3.52,-58.67
2023-08,13,13.0,9.86,75.85
2023-09,12,12.0,-2.43,-20.25
2023-10,11,11.0,-3.79,-34.45
2023-11,13,13.0,-0.63,-4.85
2023-12,4,4.0,3.08,77.0
