test_month,date,league,match,outcome,probability,conservative_probability,odds,raw_odds,execution_cost_rate,conservative_ev,execution_bookmaker,reference_bookmakers,reference_dispersion,stake,actual_outcome,profit,won,source_file,source_row
2025-01,2025-01-04,P1,Moreirense v AVS,away,0.20660968882100203,0.19772239662935095,5.29,5.4,0.025,0.025032448605881052,BFE,"['1XB', 'B365', 'BF', 'BW', 'PS', 'WH']",0.003887292191651072,0.27,draw,-0.27,False,data\historical_csv\football-data\2425\P1.csv,147
2025-01,2025-01-19,SP2,Castellon v Cordoba,away,0.2420263991330209,0.23051349299864288,4.51,4.6,0.025,0.018823536355401682,BFE,"['1XB', 'B365', 'BF', 'BW', 'PS', 'WH']",0.006512906134378034,0.28,away,0.98,True,data\historical_csv\football-data\2425\SP2.csv,250
2026-03,2026-03-01,T1,Samsunspor v Gaziantep,away,0.20453523072718297,0.1961328961978371,5.3875,5.5,0.025,0.03553265870053046,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0034023345293458496,0.32,draw,-0.32,False,data\historical_csv\football-data\2526\T1.csv,217
2026-03,2026-03-01,B1,Cercle Brugge v Dender,away,0.20823451749345984,0.20123846223105982,5.1925,5.3,0.025,0.024032100832082293,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0019960552624000197,0.27,draw,-0.27,False,data\historical_csv\football-data\2526\B1.csv,217
2026-03,2026-03-01,SP2,Eibar v Cadiz,away,0.2027881754754308,0.19181538273537918,5.3875,5.5,0.025,0.012737266997118413,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0059727927400516,0.19,home,-0.19,False,data\historical_csv\football-data\2526\SP2.csv,307
2026-03,2026-03-07,E2,Blackpool v Wigan,away,0.34167611224191863,0.3355389264138683,3.1,3.1,0.0,0.019367258445331936,BMGM,"['B365', 'BFD', 'BFE', 'BV', 'BW']",0.0011371858280503312,0.48,draw,-0.48,False,data\historical_csv\football-data\2526\E2.csv,411
2026-03,2026-03-07,I2,Modena v Cesena,away,0.21260947044799602,0.19556667235590633,5.29,5.4,0.025,0.01385674282748961,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.012042798092089696,0.2,draw,-0.2,False,data\historical_csv\football-data\2526\I2.csv,286
2026-03,2026-03-07,I2,Avellino v Padova,away,0.2648297952755176,0.2565573043611504,4.022499999999999,4.1,0.025,0.011361721656872437,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0032724909143672,0.26,home,-0.26,False,data\historical_csv\football-data\2526\I2.csv,282
2026-03,2026-03-08,T1,Konyaspor v Kasimpasa,away,0.25734124442500017,0.2496988345019886,4.4125,4.5,0.025,0.07976018509522409,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0026424099230115752,0.75,draw,-0.75,False,data\historical_csv\football-data\2526\T1.csv,222
2026-03,2026-03-08,B1,Gent v Mechelen,away,0.2695269982574083,0.2621249448773181,4.12,4.2,0.025,0.05835567743665937,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0024020533800901936,0.64,home,-0.64,False,data\historical_csv\football-data\2526\B1.csv,223
2026-03,2026-03-08,B1,Waregem v Standard,away,0.2633501406726146,0.2476652077749471,4.217499999999999,4.3,0.025,0.023637453515022555,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.01068493289766749,0.35,away,1.13,True,data\historical_csv\football-data\2526\B1.csv,224
2026-03,2026-03-08,T1,Gaziantep v Karagumruk,away,0.25307748565511373,0.2473430983356478,4.217499999999999,4.3,0.025,0.022306126885982547,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0007343873194659355,0.34,draw,-0.34,False,data\historical_csv\football-data\2526\T1.csv,220
2026-03,2026-03-08,I1,Milan v Inter,home,0.2831858407079646,0.27357584239942134,3.77875,3.85,0.025,0.013099220177477111,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0046099983085432705,0.3,home,0.83,True,data\historical_csv\football-data\2526\I1.csv,280
2026-03,2026-03-09,P1,Tondela v Rio Ave,away,0.2706393745293617,0.2604264241534999,4.12,4.2,0.025,0.051497730162171296,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.005212950375861788,0.58,away,1.81,True,data\historical_csv\football-data\2526\P1.csv,226
2026-03,2026-03-14,T1,Goztep v Alanyaspor,away,0.2671120694222485,0.2596950618106812,4.022499999999999,4.1,0.025,0.023730918410795443,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.0024170076115673485,0.37,draw,-0.37,False,data\historical_csv\football-data\2526\T1.csv,231
2026-03,2026-03-15,T1,Samsunspor v Kayserispor,away,0.243697832668504,0.23356339492248043,4.51,4.6,0.025,0.03230349287837875,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW', 'CL', 'LB']",0.0051344377460235706,0.38,home,-0.38,False,data\historical_csv\football-data\2526\T1.csv,235
2026-03,2026-03-15,B1,Cercle Brugge v RAAL La Louviere,away,0.2459242989415485,0.23537524405234544,4.4125,4.5,0.025,0.017821399093354673,BFE,"['B365', 'BFD', 'BMGM', 'BV', 'BW']",0.005549054889203052,0.28,away,0.96,True,data\historical_csv\football-data\2526\B1.csv,233
