month,decision,reason,prior_candidates,candidate_count,selected,mean_predicted_ev
2022-08,INVEST,,145.0,7.0,3.0,0.1051
2022-09,INVEST,,152.0,13.0,4.0,0.1751
2022-10,INVEST,,165.0,22.0,8.0,0.1124
2022-11,INVEST,,187.0,12.0,2.0,0.1191
2022-12,INVEST,,199.0,5.0,2.0,0.1015
2023-01,INVEST,,204.0,21.0,12.0,0.119
2023-02,INVEST,,225.0,17.0,10.0,0.1107
2023-03,INVEST,,242.0,13.0,5.0,0.1331
2023-04,INVEST,,255.0,23.0,9.0,0.1615
2023-05,INVEST,,278.0,10.0,4.0,0.1816
2023-06,ABSTAIN,no_candidates,,,,
2023-07,ABSTAIN,no_candidates,,,,
2023-08,INVEST,,288.0,6.0,3.0,0.0941
2023-09,INVEST,,294.0,15.0,9.0,0.1645
2023-10,INVEST,,309.0,9.0,7.0,0.1615
2023-11,INVEST,,318.0,9.0,4.0,0.1914
2023-12,INVEST,,327.0,7.0,4.0,0.1974
2024-01,INVEST,,334.0,21.0,8.0,0.1657
2024-02,INVEST,,355.0,19.0,7.0,0.19
2024-03,INVEST,,374.0,14.0,5.0,0.1968
2024-04,INVEST,,372.0,16.0,6.0,0.1787
2024-05,INVEST,,374.0,4.0,2.0,0.205
2024-06,ABSTAIN,no_candidates,,,,
2024-07,ABSTAIN,no_candidates,,,,
2024-08,INVEST,,337.0,8.0,5.0,0.1893
2024-09,INVEST,,323.0,13.0,8.0,0.1408
2024-10,INVEST,,323.0,12.0,6.0,0.1811
2024-11,INVEST,,316.0,12.0,9.0,0.1738
2024-12,INVEST,,308.0,8.0,6.0,0.1787
2025-01,INVEST,,316.0,14.0,8.0,0.1664
2025-02,INVEST,,330.0,12.0,6.0,0.1238
2025-03,INVEST,,335.0,14.0,4.0,0.1937
2025-04,INVEST,,336.0,18.0,8.0,0.153
2025-05,INVEST,,332.0,6.0,3.0,0.1077
2025-06,ABSTAIN,no_candidates,,,,
2025-07,ABSTAIN,no_candidates,,,,
2025-08,INVEST,,300.0,4.0,1.0,0.1443
2025-09,INVEST,,287.0,10.0,3.0,0.1812
2025-10,INVEST,,284.0,15.0,1.0,0.1908
2025-11,INVEST,,276.0,13.0,3.0,0.1329
2025-12,ABSTAIN,no_positive_feature_edge,279.0,9.0,0.0,0.0
2026-01,INVEST,,288.0,14.0,5.0,0.1114
2026-02,INVEST,,302.0,18.0,2.0,0.1837
2026-03,INVEST,,314.0,11.0,2.0,0.1084
2026-04,INVEST,,310.0,21.0,3.0,0.1083
2026-05,INVEST,,322.0,20.0,8.0,0.1225
