window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,59,590.0,88.3,14.97,110.0,8,2,True
2023-02,2024-01,63,630.0,192.8,30.6,50.0,8,2,True
2023-08,2024-07,55,550.0,164.6,29.93,50.0,7,3,True
2024-02,2025-01,62,620.0,167.7,27.05,86.4,7,3,True
2024-08,2025-07,63,630.0,20.4,3.24,154.5,5,5,False
2025-02,2026-01,34,340.0,-29.5,-8.68,110.3,4,5,False
