source,columns,key,label,rule_id,rule_description,odds_source,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,discovery_bets,discovery_profit,discovery_roi_pct,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_CLOSE_rulesr58ab849a_train30_n80_ev0p0_top1_ridge35_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_CLOSE,660,205,30,80,0.0,35.0,3602,229.35,6.37,205,399.9,19.51,154.5,26,13,4,0,2025-26,28,126.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_CLOSE_rulesr58ab849a_train30_n120_ev0p0_top1_ridge35_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_CLOSE,660,205,30,120,0.0,35.0,3602,229.35,6.37,205,399.9,19.51,154.5,26,13,4,0,2025-26,28,126.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_CLOSE_rulesr58ab849a_train30_n80_ev0p02_top1_ridge35_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_CLOSE,660,201,30,80,0.02,35.0,3602,229.35,6.37,201,375.7,18.69,175.5,25,14,3,1,2025-26,28,126.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"G1|draw|[2.8,3.5)",AVG_CLOSE_rulesr58ab849a_train30_n120_ev0p02_top1_ridge35_cap0.08,r58ab849a,rule_league_G1_odds_bucket_2p8_3p5_outcome_draw,AVG_CLOSE,660,201,30,120,0.02,35.0,3602,229.35,6.37,201,375.7,18.69,175.5,25,14,3,1,2025-26,28,126.6,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n80_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,211,18,80,0.0,35.0,2575,189.7,7.37,211,186.5,8.84,70.1,25,15,3,1,2025-26,45,72.3,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",AVG_CLOSE_rulesra5ae079e_train18_n120_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,AVG_CLOSE,511,202,18,120,0.0,35.0,2575,189.7,7.37,202,169.0,8.37,70.1,23,15,3,1,2025-26,45,72.3,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train18_n80_ev0p0_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,127,18,80,0.0,35.0,2296,296.92,12.93,127,585.8,46.13,110.0,23,10,3,1,2025-26,36,-25.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train18_n80_ev0p02_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,124,18,80,0.02,35.0,2296,296.92,12.93,124,570.7,46.02,100.0,23,10,3,1,2025-26,34,-5.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train18_n80_ev0p0_top1_ridge10_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,123,18,80,0.0,10.0,2296,296.92,12.93,123,535.4,43.53,117.3,23,10,3,1,2025-26,36,-25.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train18_n80_ev0p02_top1_ridge10_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,123,18,80,0.02,10.0,2296,296.92,12.93,123,535.4,43.53,117.3,23,10,3,1,2025-26,36,-25.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train30_n80_ev0p0_top1_ridge10_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,130,30,80,0.0,10.0,2296,296.92,12.93,130,522.1,40.16,130.3,23,11,3,1,2025-26,35,-57.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train30_n80_ev0p0_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,131,30,80,0.0,35.0,2296,296.92,12.93,131,516.4,39.42,130.3,23,11,3,1,2025-26,35,-57.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train30_n80_ev0p02_top1_ridge35_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,127,30,80,0.02,35.0,2296,296.92,12.93,127,470.6,37.06,130.3,22,12,3,1,2025-26,34,-47.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train30_n80_ev0p02_top1_ridge10_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,127,30,80,0.02,10.0,2296,296.92,12.93,127,464.8,36.6,130.3,23,11,3,1,2025-26,35,-57.1,6,4,6,4,0.6667,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|market_prob_bucket,"SP1|away|[0.42,0.55)",AVG_CLOSE_rulesr77bcc07e_train30_n80_ev0p02_top1_ridge35_cap0.08,r77bcc07e,rule_league_SP1_market_prob_bucket_0p42_0p55_outcome_away,AVG_CLOSE,220,83,30,80,0.02,35.0,1343,151.4,11.27,83,137.3,16.54,51.4,18,12,3,1,2025-26,23,6.9,6,4,6,4,0.6667,['bets<150'],REJECT_RESEARCH_GATES
reports\multi_source_market_bias_discovery_all_classic_current\market_bias.csv,league|outcome|odds_bucket,"N1|draw|[4.0,5.0)",AVG_CLOSE_rulesr2f0c78c6_train30_n120_ev0p0_top1_ridge10_cap0.08,r2f0c78c6,rule_league_N1_odds_bucket_4p0_5p0_outcome_draw,AVG_CLOSE,343,112,30,120,0.0,10.0,2296,296.92,12.93,112,332.6,29.7,130.3,20,10,2,1,2025-26,35,-57.1,6,3,5,3,0.6,"['bets<150', 'latest_season_profit<0']",REJECT_RESEARCH_GATES
