test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,predicted_closing_edge_pct,lower_closing_edge_pct,stake,estimated_probability_from_lower_clv,decision_frozen_before_closing_and_result,closing_probability,closing_fair_odds,closing_edge_pct,positive_clv,actual_outcome,won,profit
2024-11,data\historical_csv\football-data\2425\E1.csv:175,data\historical_csv\football-data\2425\E1.csv,175,2024-11-09,E1,Leeds,QPR,draw,0.16556971307183774,0.15753817660913577,6.733,7.0,6.070454310931117,0.006031536462701969,6,0.025,BFE,5.0+,exchange,7.624857123936259,5.511623780283484,0.1,0.1567081891880046,True,0.17312549557061707,5.776156750939695,16.565396167696477,True,home,False,-0.1
2024-11,data\historical_csv\football-data\2425\SP2.csv:142,data\historical_csv\football-data\2425\SP2.csv,142,2024-11-09,SP2,Mirandes,Cadiz,draw,0.36201300332807634,0.3462913882617133,2.96,3.0,2.502250925467142,0.01372161506636305,6,0.0,WH,2.0-3.0,sportsbook,5.932102589111698,3.818869245458923,0.19,0.35073942312655043,True,0.3494375831766143,2.8617414043141878,3.433524620277817,True,draw,True,0.37
2024-11,data\historical_csv\football-data\2425\SP2.csv:158,data\historical_csv\football-data\2425\SP2.csv,158,2024-11-17,SP2,Oviedo,Tenerife,away,0.18045113661587245,0.16846628777209444,6.3508,6.6,6.989570038301718,0.009984848843778003,6,0.025,BFE,5.0+,exchange,7.198499679612433,5.085266335959658,0.1,0.16546776207085667,True,0.1632393828952059,6.125972680514026,3.6700672890873642,True,home,False,-0.1
2025-01,data\historical_csv\football-data\2425\T1.csv:159,data\historical_csv\football-data\2425\T1.csv,159,2025-01-04,T1,Galatasaray,Goztep,draw,0.16476053960838985,0.15562843840896234,6.9241,7.2,7.758687038749623,0.007132101199427516,6,0.025,BFE,5.0+,exchange,11.503536640835394,9.381278367814309,0.16,0.1579718351378725,True,0.1569066965536565,6.373214285714285,8.643765760717304,True,home,False,-0.16
2025-01,data\historical_csv\football-data\2425\P1.csv:148,data\historical_csv\football-data\2425\P1.csv,148,2025-01-04,P1,Benfica,Sp Braga,draw,0.20150286451562266,0.19031188497436113,5.3953,5.6,2.678971300217059,0.009190979541261525,6,0.025,BFE,5.0+,exchange,6.837805242013877,4.715546968992792,0.11,0.19408660680405684,True,0.16889368954322778,5.920884330874028,-8.876787680742314,False,away,False,-0.11
2025-01,data\historical_csv\football-data\2425\I2.csv:205,data\historical_csv\football-data\2425\I2.csv,205,2025-01-12,I2,Palermo,Modena,away,0.24369292391044592,0.22956266035852763,4.43,4.5,1.696258538827733,0.012130263551918303,6,0.0,B365,4.0-5.0,sportsbook,5.66649504673303,3.5442367737119453,0.1,0.2337341687894175,True,0.258024407860914,3.875602344329541,14.304812682384904,True,home,False,-0.1
2025-01,data\historical_csv\football-data\2425\T1.csv:175,data\historical_csv\football-data\2425\T1.csv,175,2025-01-18,T1,Gaziantep,Bodrumspor,draw,0.28703453593299133,0.27834467351842074,3.6557999999999997,3.71,1.7572457448642442,0.006689862414570579,6,0.0,1XB,3.0-4.0,sportsbook,5.86911705832252,3.7468587853014355,0.14,0.28378702003747863,True,0.293643180756494,3.4054936928001003,7.350074020959063,True,draw,True,0.37
2025-01,data\historical_csv\football-data\2425\SP2.csv:251,data\historical_csv\football-data\2425\SP2.csv,251,2025-01-19,SP2,Zaragoza,Tenerife,away,0.18667227832710695,0.17347248636415077,6.047000000000001,6.15,4.898812504401984,0.011199791962956162,6,0.0,PS,5.0+,sportsbook,7.440893946479262,5.318635673458177,0.11,0.1741667532221898,True,0.186883301120964,5.350932876301933,13.00833218784694,True,draw,False,-0.11
2025-01,data\historical_csv\football-data\2425\T1.csv:189,data\historical_csv\football-data\2425\T1.csv,189,2025-01-26,T1,Fenerbahce,Goztep,draw,0.1891708833518314,0.18322035627668526,5.9686,6.2,9.356901847302378,0.003950527075146152,6,0.025,BFE,5.0+,exchange,11.47483401425094,9.352575741229854,0.19,0.1832131081681296,True,0.23369758577354052,4.279034362678559,39.4847410447954,True,home,False,-0.19
2025-01,data\historical_csv\football-data\2425\E3.csv:317,data\historical_csv\football-data\2425\E3.csv,317,2025-01-28,E3,Bradford,Morecambe,away,0.14125479703231672,0.13397600693515183,7.859999999999999,8.0,5.305141451029338,0.005278790097164904,6,0.0,BF,5.0+,sportsbook,8.894383113999309,6.772124840978224,0.1,0.13584239801651174,True,0.14875935134593127,6.722266472341344,16.92485015790197,True,home,False,-0.1
2025-02,data\historical_csv\football-data\2425\B1.csv:188,data\historical_csv\football-data\2425\B1.csv,188,2025-02-01,B1,Cercle Brugge,Standard,away,0.21167049283329759,0.20568833772341652,5.2042,5.4,7.044324718020434,0.003982155109881052,6,0.025,BFE,5.0+,exchange,7.781798817468719,5.698597409024629,0.14,0.20310248916072524,True,0.2001587048938833,4.9960355235619796,4.1665932008747575,True,draw,False,-0.14
