month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-09,2021-03-01..2021-08-31,ABSTAIN_INNER_VALIDATION,450,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,
2021-10,2021-04-01..2021-09-30,ABSTAIN_INNER_VALIDATION,902,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2021-11,2021-05-01..2021-10-31,FROZEN_MODEL_EVALUATED,1470,4,4,2.7,1.9,70.37,3000.0,452.0,1.0,0.25,ridge,5.0,0.0208,,,0.0,13.427,1.0,{'home': 4}
2021-12,2021-06-01..2021-11-30,ABSTAIN_INNER_VALIDATION,1922,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2022-01,2021-07-01..2021-12-31,FROZEN_MODEL_EVALUATED,2429,10,9,2.32,1.93,83.19,3100.0,451.0,1.0,0.0,ridge,5.0,0.0204,,,0.0,7.397,0.8,"{'away': 3, 'draw': 2, 'home': 5}"
2022-02,2021-08-01..2022-01-31,FROZEN_MODEL_EVALUATED,2843,22,11,8.07,2.52,31.23,2800.0,645.0,100.0,0.0,ridge,5.0,0.0226,,,0.0,2.2866,0.6818,"{'draw': 7, 'home': 9, 'away': 6}"
2022-03,2021-09-01..2022-02-28,FROZEN_MODEL_EVALUATED,3075,27,13,7.69,-2.25,-29.26,3100.0,489.0,100.0,0.0,ridge,5.0,0.0224,,,0.0,6.1738,0.7778,"{'home': 13, 'away': 9, 'draw': 5}"
2022-04,2021-10-01..2022-03-31,FROZEN_MODEL_EVALUATED,3112,8,5,4.15,2.28,54.94,3000.0,677.0,100.0,0.25,ridge,5.0,0.0218,,,0.0,10.6636,0.875,"{'home': 6, 'away': 2}"
2022-05,2021-11-01..2022-04-30,FROZEN_MODEL_EVALUATED,3221,6,4,3.2,-0.94,-29.37,3100.0,345.0,100.0,0.25,ridge,5.0,0.024,,,0.0,4.5198,0.6667,"{'home': 3, 'away': 3}"
2022-08,2022-02-01..2022-07-31,ABSTAIN_INNER_VALIDATION,2220,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,
2022-09,2022-03-01..2022-08-31,ABSTAIN_INNER_VALIDATION,2144,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,
