month,date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit
2024-12,2024-12-01,SP2,Eldense,Ferrol,draw,draw,0.358734,0.017225,0.024525,3.0,1.0,True,2.0
2024-12,2024-12-03,E2,Stevenage,Northampton,draw,home,0.317607,0.015981,0.025527,3.4,1.0,False,-1.0
2024-12,2024-12-07,SP2,Huesca,Eibar,draw,home,0.443696,0.017225,0.151472,2.7,1.16,False,-1.16
2024-12,2024-12-07,SP1,Valencia,Vallecano,draw,away,0.373949,0.018937,0.029535,2.9,1.0,False,-1.0
2024-12,2024-12-08,I1,Verona,Empoli,draw,away,0.402221,0.019099,0.053585,2.75,1.0,False,-1.0
2024-12,2024-12-11,E1,Cardiff,Preston,draw,away,0.347283,0.015792,0.060769,3.2,1.0,False,-1.0
2024-12,2024-12-19,SP2,La Coruna,Castellon,draw,home,0.308638,0.017225,0.049086,3.6,1.0,False,-1.0
2024-12,2024-12-21,E1,Portsmouth,Coventry,away,home,0.550619,0.015469,0.022137,1.91,1.0,False,-1.0
2024-12,2024-12-29,E3,Tranmere,Barrow,draw,draw,0.320255,0.015939,0.034676,3.4,1.0,True,2.4
2024-12,2024-12-30,P1,Famalicao,Santa Clara,draw,away,0.375024,0.021624,0.024861,2.9,1.0,False,-1.0
2025-01,2025-01-10,F1,Nantes,Monaco,away,draw,0.606903,0.020296,0.014829,1.73,1.0,False,-1.0
2025-01,2025-01-11,SP1,Sevilla,Valencia,draw,draw,0.367008,0.018466,0.150188,3.3,1.0,True,2.3
2025-01,2025-01-11,SP2,Huesca,Mirandes,draw,home,0.37785,0.016639,0.011392,2.8,1.0,False,-1.0
2025-01,2025-01-12,SP2,Cadiz,Levante,draw,draw,0.415283,0.016639,0.235796,3.1,1.37,True,2.87
2025-01,2025-01-12,I2,Palermo,Modena,draw,home,0.37845,0.018161,0.044837,2.9,1.0,False,-1.0
2025-01,2025-01-18,E1,Derby,Watford,draw,away,0.330888,0.015127,0.073586,3.4,1.0,False,-1.0
2025-01,2025-01-18,E1,Portsmouth,Middlesbrough,away,home,0.602988,0.014758,0.029403,1.75,1.0,False,-1.0
2025-01,2025-01-18,E3,Morecambe,Crewe,draw,away,0.331668,0.015293,0.028219,3.25,1.0,False,-1.0
2025-01,2025-01-19,SP2,Burgos,La Coruna,draw,away,0.365793,0.016639,0.012547,2.9,1.0,False,-1.0
2025-01,2025-01-21,E1,Millwall,Cardiff,draw,draw,0.372271,0.015127,0.035716,2.9,1.0,True,1.9
2025-01,2025-01-28,E2,Wrexham,Stevenage,draw,away,0.342914,0.015311,0.015567,3.1,1.0,False,-1.0
2025-02,2025-02-02,I2,Sudtirol,Reggiana,draw,home,0.392842,0.017704,0.050384,2.8,1.0,False,-1.0
2025-02,2025-02-02,N1,Almere City,Waalwijk,draw,away,0.313096,0.019892,0.026213,3.5,1.0,False,-1.0
2025-02,2025-02-15,E2,Wigan,Stockport,draw,away,0.320528,0.014761,0.039609,3.4,1.0,False,-1.0
2025-02,2025-02-16,I2,Frosinone,Reggiana,draw,draw,0.389581,0.017704,0.071005,2.88,1.0,True,1.88
2025-02,2025-02-22,E1,Derby,Millwall,draw,away,0.396676,0.014579,0.108081,2.9,1.0,False,-1.0
2025-02,2025-02-28,F2,Troyes,Bastia,draw,home,0.390902,0.018411,0.024349,2.75,1.0,False,-1.0
