test_month,date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved
2024-11,2024-11-01,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-02,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-03,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-04,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-05,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-06,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-07,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-08,0,0.0,0.0,0.0,0.0,100.0
2024-11,2024-11-09,3,0.53,1.14,1.14,0.0,99.47
2024-11,2024-11-10,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-11,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-12,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-13,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-14,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-15,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-16,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-17,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-18,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-19,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-20,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-21,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-22,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-23,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-24,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-25,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-26,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-27,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-28,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-29,0,0.0,0.0,1.14,0.0,100.0
2024-11,2024-11-30,0,0.0,0.0,1.14,0.0,100.0
2025-01,2025-01-01,0,0.0,0.0,0.0,0.0,100.0
2025-01,2025-01-02,0,0.0,0.0,0.0,0.0,100.0
2025-01,2025-01-03,0,0.0,0.0,0.0,0.0,100.0
2025-01,2025-01-04,1,0.12,-0.12,-0.12,0.12,99.88
2025-01,2025-01-05,1,0.1,0.26,0.14,0.0,99.9
2025-01,2025-01-06,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-07,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-08,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-09,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-10,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-11,0,0.0,0.0,0.14,0.0,100.0
2025-01,2025-01-12,1,0.16,-0.16,-0.02,0.16,99.84
2025-01,2025-01-13,0,0.0,0.0,-0.02,0.16,100.0
2025-01,2025-01-14,1,0.1,-0.1,-0.12,0.26,99.9
2025-01,2025-01-15,0,0.0,0.0,-0.12,0.26,100.0
2025-01,2025-01-16,0,0.0,0.0,-0.12,0.26,100.0
2025-01,2025-01-17,1,0.11,-0.11,-0.23,0.37,99.89
2025-01,2025-01-18,2,0.32,0.48,0.25,0.0,99.68
2025-01,2025-01-19,1,0.15,0.34,0.59,0.0,99.85
2025-01,2025-01-20,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-21,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-22,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-23,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-24,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-25,0,0.0,0.0,0.59,0.0,100.0
2025-01,2025-01-26,1,0.12,-0.12,0.47,0.12,99.88
2025-01,2025-01-27,0,0.0,0.0,0.47,0.12,100.0
2025-01,2025-01-28,0,0.0,0.0,0.47,0.12,100.0
2025-01,2025-01-29,0,0.0,0.0,0.47,0.12,100.0
2025-01,2025-01-30,0,0.0,0.0,0.47,0.12,100.0
2025-01,2025-01-31,1,0.16,-0.16,0.31,0.28,99.84
2025-02,2025-02-01,1,0.1,-0.1,-0.1,0.1,99.9
2025-02,2025-02-02,2,0.26,-0.26,-0.36,0.36,99.74
2025-02,2025-02-03,0,0.0,0.0,-0.36,0.36,100.0
2025-02,2025-02-04,0,0.0,0.0,-0.36,0.36,100.0
2025-02,2025-02-05,0,0.0,0.0,-0.36,0.36,100.0
2025-02,2025-02-06,1,0.11,-0.11,-0.47,0.47,99.89
2025-02,2025-02-07,0,0.0,0.0,-0.47,0.47,100.0
2025-02,2025-02-08,2,0.26,-0.26,-0.73,0.73,99.74
2025-02,2025-02-09,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-10,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-11,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-12,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-13,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-14,0,0.0,0.0,-0.73,0.73,100.0
2025-02,2025-02-15,1,0.14,0.33,-0.4,0.4,99.86
2025-02,2025-02-16,2,0.56,0.97,0.57,0.0,99.44
2025-02,2025-02-17,1,0.11,-0.11,0.46,0.11,99.89
2025-02,2025-02-18,0,0.0,0.0,0.46,0.11,100.0
2025-02,2025-02-19,0,0.0,0.0,0.46,0.11,100.0
2025-02,2025-02-20,0,0.0,0.0,0.46,0.11,100.0
2025-02,2025-02-21,1,0.28,-0.28,0.18,0.39,99.72
2025-02,2025-02-22,1,0.11,0.26,0.44,0.13,99.89
2025-02,2025-02-23,1,0.1,-0.1,0.34,0.23,99.9
2025-02,2025-02-24,2,0.37,1.14,1.48,0.0,99.63
2025-02,2025-02-25,0,0.0,0.0,1.48,0.0,100.0
2025-02,2025-02-26,0,0.0,0.0,1.48,0.0,100.0
2025-02,2025-02-27,0,0.0,0.0,1.48,0.0,100.0
2025-02,2025-02-28,0,0.0,0.0,1.48,0.0,100.0
2025-03,2025-03-01,2,0.21,-0.21,-0.21,0.21,99.79
2025-03,2025-03-02,1,0.12,-0.12,-0.33,0.33,99.88
2025-03,2025-03-03,0,0.0,0.0,-0.33,0.33,100.0
2025-03,2025-03-04,0,0.0,0.0,-0.33,0.33,100.0
2025-03,2025-03-05,0,0.0,0.0,-0.33,0.33,100.0
