window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,51,510.0,26.7,5.24,70.4,6,4,False
2023-02,2024-01,56,560.0,112.0,20.0,50.0,7,3,True
2023-08,2024-07,55,550.0,56.7,10.31,50.6,6,4,True
2024-02,2025-01,63,630.0,234.3,37.19,50.6,7,3,True
2024-08,2025-07,62,620.0,250.1,40.34,43.7,6,4,True
2025-02,2026-01,57,570.0,167.3,29.35,60.0,6,4,True
