validation_start,validation_end,train_start,train_end,candidate_rule_count,selected_rules,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window,max_pairwise_monthly_profit_corr,train_bets,train_profit,train_roi_pct,train_positive_months,train_negative_months,train_window_count,train_active_window_count,train_active_passed_windows,train_active_pass_rate,window_start,window_end
2017-01,2017-12,2013-01,2016-12,0,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2018-01,2018-12,2014-01,2017-12,2,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2019-01,2019-12,2015-01,2018-12,0,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2020-01,2020-12,2016-01,2019-12,2,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2021-01,2021-12,2017-01,2020-12,0,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2022-01,2022-12,2018-01,2021-12,2,"['AVG_CLOSE::league|outcome|market_prob_bucket=NOR|home|[0.28,0.34)']",26,26.0,4.25,16.35,6.0,4,4,False,0.0,123.0,15.56,12.65,21.0,11.0,6.0,6.0,3.0,0.5,2022-01,2022-12
2023-01,2023-12,2019-01,2022-12,2,"['AVG_CLOSE::league|outcome|odds_bucket=NOR|draw|[2.8,3.5)']",57,57.0,-17.09,-29.98,26.57,3,5,False,0.0,298.0,16.32,5.48,17.0,16.0,6.0,6.0,3.0,0.5,2023-01,2023-12
2024-01,2024-12,2020-01,2023-12,5,[],0,0.0,0.0,0.0,0.0,0,0,False,,,,,,,,,,,,
2025-01,2025-12,2021-01,2024-12,4,"['AVG_CLOSE::league|outcome|odds_bucket=NOR|away|[2.2,2.8)']",36,36.0,-7.13,-19.81,11.44,4,5,False,0.0,148.0,6.57,4.44,19.0,13.0,6.0,6.0,4.0,0.6667,2025-01,2025-12
