label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[2.8,3.3)",235,89,0.3787,0.3191,3.1418,0.3187,0.0601,0.0005,2350.0,437.0,18.6,CALIBRATED_EDGE_CONFIRMED,[]
"[3.3,3.5)",99,35,0.3535,0.2664,3.3861,0.2954,0.0581,-0.029,990.0,188.7,19.06,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
