label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
2024-25,93,39,0.4194,0.3242,3.2053,0.3125,0.1068,0.0117,930.0,325.0,34.95,CALIBRATED_EDGE_CONFIRMED,[]
2025-26,89,35,0.3933,0.2982,3.208,0.3125,0.0807,-0.0143,890.0,225.7,25.36,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2023-24,82,27,0.3293,0.2372,3.2443,0.3089,0.0203,-0.0717,820.0,39.7,4.84,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
2022-23,70,23,0.3286,0.23,3.1989,0.3131,0.0155,-0.0831,700.0,35.3,5.04,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
