columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
outcome|odds_bucket,"home|[7.0,inf)",12,27.07,225.58,3,2,1,2022-12,12.07,26.8142
league|outcome|odds_bucket,"WORLD_CUP|home|[7.0,inf)",12,27.07,225.58,3,2,1,2022-12,12.07,26.8142
outcome|odds_bucket|market_prob_bucket,"home|[7.0,inf)|[0.00,0.20)",12,27.07,225.58,3,2,1,2022-12,12.07,26.8142
outcome|odds_bucket|favorite_relation,"home|[7.0,inf)|market_non_favorite",12,27.07,225.58,3,2,1,2022-12,12.07,26.8142
outcome|market_prob_bucket,"home|[0.00,0.20)",30,34.14,113.8,4,3,1,2022-12,15.05,16.518
league|outcome|market_prob_bucket,"WORLD_CUP|home|[0.00,0.20)",30,34.14,113.8,4,3,1,2022-12,15.05,16.518
outcome|market_prob_bucket|favorite_relation,"home|[0.00,0.20)|market_non_favorite",30,34.14,113.8,4,3,1,2022-12,15.05,16.518
outcome|odds_bucket|market_prob_bucket,"away|[4.0,5.0)|[0.20,0.28)",11,10.64,96.73,4,3,1,2022-12,-3.0,14.64
outcome|market_prob_bucket,"away|[0.20,0.28)",15,13.85,92.33,4,3,1,2022-12,-3.0,14.1567
league|outcome|market_prob_bucket,"WORLD_CUP|away|[0.20,0.28)",15,13.85,92.33,4,3,1,2022-12,-3.0,14.1567
outcome|market_prob_bucket|favorite_relation,"away|[0.20,0.28)|market_non_favorite",15,13.85,92.33,4,3,1,2022-12,-3.0,14.1567
outcome|odds_bucket,"away|[4.0,5.0)",12,9.64,80.33,4,3,1,2022-12,-3.0,12.8367
league|outcome|odds_bucket,"WORLD_CUP|away|[4.0,5.0)",12,9.64,80.33,4,3,1,2022-12,-3.0,12.8367
outcome|odds_bucket|favorite_relation,"away|[4.0,5.0)|market_non_favorite",12,9.64,80.33,4,3,1,2022-12,-3.0,12.8367
odds_bucket,"[7.0,inf)",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
league|odds_bucket,"WORLD_CUP|[7.0,inf)",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
odds_bucket|market_prob_bucket,"[7.0,inf)|[0.00,0.20)",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
odds_bucket|favorite_relation,"[7.0,inf)|market_non_favorite",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
league|odds_bucket|market_prob_bucket,"WORLD_CUP|[7.0,inf)|[0.00,0.20)",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
league|odds_bucket|favorite_relation,"WORLD_CUP|[7.0,inf)|market_non_favorite",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
odds_bucket|market_prob_bucket|favorite_relation,"[7.0,inf)|[0.00,0.20)|market_non_favorite",51,39.64,77.73,4,3,1,2022-12,7.07,12.5498
outcome|favorite_relation,home|market_non_favorite,53,28.19,53.19,4,3,1,2022-12,13.35,9.8508
league|outcome|favorite_relation,WORLD_CUP|home|market_non_favorite,53,28.19,53.19,4,3,1,2022-12,13.35,9.8508
market_prob_bucket,"[0.28,0.34)",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
league|market_prob_bucket,"WORLD_CUP|[0.28,0.34)",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
odds_bucket|market_prob_bucket,"[2.8,3.5)|[0.28,0.34)",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
market_prob_bucket|favorite_relation,"[0.28,0.34)|market_non_favorite",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
league|odds_bucket|market_prob_bucket,"WORLD_CUP|[2.8,3.5)|[0.28,0.34)",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
league|market_prob_bucket|favorite_relation,"WORLD_CUP|[0.28,0.34)|market_non_favorite",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
odds_bucket|market_prob_bucket|favorite_relation,"[2.8,3.5)|[0.28,0.34)|market_non_favorite",68,8.78,12.91,4,4,0,2022-12,1.96,9.4203
odds_bucket|favorite_relation,"[2.8,3.5)|market_non_favorite",73,6.58,9.01,4,4,0,2022-12,1.96,8.9915
league|odds_bucket|favorite_relation,"WORLD_CUP|[2.8,3.5)|market_non_favorite",73,6.58,9.01,4,4,0,2022-12,1.96,8.9915
odds_bucket,"[2.8,3.5)",74,5.58,7.54,4,4,0,2022-12,1.96,8.8295
league|odds_bucket,"WORLD_CUP|[2.8,3.5)",74,5.58,7.54,4,4,0,2022-12,1.96,8.8295
market_prob_bucket,"[0.00,0.20)",97,34.86,35.94,4,3,1,2022-12,6.05,7.9532
league|market_prob_bucket,"WORLD_CUP|[0.00,0.20)",97,34.86,35.94,4,3,1,2022-12,6.05,7.9532
market_prob_bucket|favorite_relation,"[0.00,0.20)|market_non_favorite",97,34.86,35.94,4,3,1,2022-12,6.05,7.9532
league|market_prob_bucket|favorite_relation,"WORLD_CUP|[0.00,0.20)|market_non_favorite",97,34.86,35.94,4,3,1,2022-12,6.05,7.9532
odds_bucket|market_prob_bucket,"[4.0,5.0)|[0.20,0.28)",45,7.14,15.87,4,3,1,2022-12,-0.78,5.7453
league|odds_bucket|market_prob_bucket,"WORLD_CUP|[4.0,5.0)|[0.20,0.28)",45,7.14,15.87,4,3,1,2022-12,-0.78,5.7453
odds_bucket|market_prob_bucket|favorite_relation,"[4.0,5.0)|[0.20,0.28)|market_non_favorite",45,7.14,15.87,4,3,1,2022-12,-0.78,5.7453
favorite_relation,market_non_favorite,256,36.1,14.1,4,3,1,2022-12,3.06,5.5512
league|favorite_relation,WORLD_CUP|market_non_favorite,256,36.1,14.1,4,3,1,2022-12,3.06,5.5512
odds_bucket,"[4.0,5.0)",47,5.14,10.94,4,3,1,2022-12,-0.78,5.203
league|odds_bucket,"WORLD_CUP|[4.0,5.0)",47,5.14,10.94,4,3,1,2022-12,-0.78,5.203
odds_bucket|favorite_relation,"[4.0,5.0)|market_non_favorite",47,5.14,10.94,4,3,1,2022-12,-0.78,5.203
league|odds_bucket|favorite_relation,"WORLD_CUP|[4.0,5.0)|market_non_favorite",47,5.14,10.94,4,3,1,2022-12,-0.78,5.203
league,WORLD_CUP,384,25.2,6.56,4,3,1,2022-12,1.73,4.7219
outcome|odds_bucket,"away|[2.2,2.8)",12,0.07,0.58,4,3,1,2022-12,0.5,4.0642
league|outcome|odds_bucket,"WORLD_CUP|away|[2.2,2.8)",12,0.07,0.58,4,3,1,2022-12,0.5,4.0642
outcome|odds_bucket|favorite_relation,"away|[2.2,2.8)|market_favorite",12,0.07,0.58,4,3,1,2022-12,0.5,4.0642
outcome|market_prob_bucket,"draw|[0.28,0.34)",48,0.12,0.25,4,3,1,2022-12,4.1,4.0275
league|outcome|market_prob_bucket,"WORLD_CUP|draw|[0.28,0.34)",48,0.12,0.25,4,3,1,2022-12,4.1,4.0275
outcome|odds_bucket|market_prob_bucket,"draw|[2.8,3.5)|[0.28,0.34)",48,0.12,0.25,4,3,1,2022-12,4.1,4.0275
outcome|market_prob_bucket|favorite_relation,"draw|[0.28,0.34)|market_non_favorite",48,0.12,0.25,4,3,1,2022-12,4.1,4.0275
