date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2022-03-01,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-02,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-03,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-04,0,0.0,0.0,0.0,0.0,100.0,2022-03,0.0,0.0
2022-03-05,1,3.52,-3.52,-3.52,3.52,96.48,2022-03,-3.52,3.52
2022-03-06,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-07,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-08,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-09,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-10,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-11,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-12,0,0.0,0.0,-3.52,3.52,100.0,2022-03,-3.52,3.52
2022-03-13,1,1.69,-1.69,-5.21,5.21,98.31,2022-03,-5.21,5.21
2022-03-14,0,0.0,0.0,-5.21,5.21,100.0,2022-03,-5.21,5.21
2022-03-15,2,3.06,0.83,-4.38,4.38,96.94,2022-03,-4.38,4.38
2022-03-16,0,0.0,0.0,-4.38,4.38,100.0,2022-03,-4.38,4.38
2022-03-17,0,0.0,0.0,-4.38,4.38,100.0,2022-03,-4.38,4.38
2022-03-18,0,0.0,0.0,-4.38,4.38,100.0,2022-03,-4.38,4.38
2022-03-19,1,2.2,-2.2,-6.58,6.58,97.8,2022-03,-6.58,6.58
2022-03-20,1,1.75,-1.75,-8.33,8.33,98.25,2022-03,-8.33,8.33
2022-03-21,0,0.0,0.0,-8.33,8.33,100.0,2022-03,-8.33,8.33
2022-03-22,0,0.0,0.0,-8.33,8.33,100.0,2022-03,-8.33,8.33
2022-03-23,0,0.0,0.0,-8.33,8.33,100.0,2022-03,-8.33,8.33
2022-03-24,0,0.0,0.0,-8.33,8.33,100.0,2022-03,-8.33,8.33
2022-03-25,0,0.0,0.0,-8.33,8.33,100.0,2022-03,-8.33,8.33
2022-03-26,2,4.08,0.59,-7.74,7.74,95.92,2022-03,-7.74,7.74
2022-03-27,1,1.74,2.64,-5.1,5.1,98.26,2022-03,-5.1,5.1
2022-03-28,0,0.0,0.0,-5.1,5.1,100.0,2022-03,-5.1,5.1
2022-03-29,0,0.0,0.0,-5.1,5.1,100.0,2022-03,-5.1,5.1
2022-03-30,0,0.0,0.0,-5.1,5.1,100.0,2022-03,-5.1,5.1
2022-03-31,0,0.0,0.0,-5.1,5.1,100.0,2022-03,-5.1,5.1
2022-04-01,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-02,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-03,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-04,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-05,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-06,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-07,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-08,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-09,0,0.0,0.0,-5.1,5.1,100.0,2022-04,0.0,0.0
2022-04-10,2,3.33,-3.33,-8.43,8.43,96.67,2022-04,-3.33,3.33
2022-04-11,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-12,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-13,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-14,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-15,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-16,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-17,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-18,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-19,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-20,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-21,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-22,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-23,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-24,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-25,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-26,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-27,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-28,0,0.0,0.0,-8.43,8.43,100.0,2022-04,-3.33,3.33
2022-04-29,1,5.11,4.26,-4.17,4.17,94.89,2022-04,0.93,0.0
2022-04-30,2,7.43,8.01,3.84,0.0,92.57,2022-04,8.94,0.0
2022-05-01,1,3.34,3.93,7.77,0.0,96.66,2022-05,3.93,0.0
