date,league,home_team,away_team,outcome,actual_result,probability,uncertainty,lower_ev,odds,stake,won,profit,month
2023-04-23,SP2,Mirandes,Burgos,draw,home,0.375173,0.011906,0.04621,2.88,0.43,False,-0.43,2023-04
2023-04-29,SP2,Tenerife,Leganes,draw,home,0.374257,0.011906,0.043571,2.88,0.41,False,-0.41,2023-04
2023-04-30,SP2,Zaragoza,Las Palmas,draw,draw,0.352061,0.011906,0.020464,3.0,0.28,True,0.56,2023-04
2023-05-07,SP2,Ponferradina,Malaga,draw,home,0.373918,0.011972,0.049643,2.9,0.44,False,-0.44,2023-05
2023-05-07,SP2,Oviedo,Zaragoza,draw,home,0.37141,0.011972,0.035182,2.88,0.37,False,-0.37,2023-05
2023-05-12,SP2,Burgos,Leganes,draw,away,0.378076,0.011972,0.025091,2.8,0.33,False,-0.33,2023-05
2023-08-19,SP2,Alcorcon,Leganes,draw,away,0.357882,0.01273,-0.005961,2.88,0.25,False,-0.25,2023-08
2023-08-21,SP2,Huesca,Tenerife,draw,away,0.383123,0.01273,0.037102,2.8,0.4,False,-0.4,2023-08
2023-08-26,SP2,Burgos,Oviedo,draw,home,0.357882,0.01273,-0.005961,2.88,0.25,False,-0.25,2023-08
2023-09-02,SP2,Levante,Oviedo,home,draw,0.565725,0.013815,-0.006561,1.8,0.25,False,-0.25,2023-09
2023-09-03,SP2,Zaragoza,Eldense,home,home,0.564569,0.013815,-0.008642,1.8,0.25,True,0.2,2023-09
2023-09-16,SP2,Albacete,Burgos,home,home,0.564569,0.013815,-0.008642,1.8,0.25,True,0.2,2023-09
2023-09-17,SP2,Eibar,Ferrol,home,home,0.563834,0.013815,-0.009964,1.8,0.25,True,0.2,2023-09
2023-09-23,SP2,Levante,Eldense,home,home,0.564569,0.013815,-0.008642,1.8,0.25,True,0.2,2023-09
2023-09-25,SP2,Ferrol,Zaragoza,draw,home,0.354924,0.012817,-0.00789,2.9,0.25,False,-0.25,2023-09
2023-10-14,SP2,Mirandes,Tenerife,draw,draw,0.357446,0.01279,-0.000498,2.9,0.25,True,0.47,2023-10
2023-10-21,SP2,Zaragoza,Eibar,draw,away,0.366091,0.01279,0.017509,2.88,0.29,False,-0.29,2023-10
2023-11-18,SP2,Alcorcon,Sp Gijon,away,draw,0.437241,0.012592,0.010665,2.38,0.29,False,-0.29,2023-11
2023-12-02,SP2,Zaragoza,Leganes,draw,home,0.369458,0.012758,0.070098,3.0,0.54,False,-0.54,2023-12
2023-12-08,SP2,Espanol,Zaragoza,home,draw,0.557277,0.013698,-0.00525,1.83,0.25,False,-0.25,2023-12
2023-12-10,SP2,Elche,Cartagena,home,away,0.588108,0.013698,-0.006271,1.73,0.25,False,-0.25,2023-12
2023-12-20,SP2,Leganes,Tenerife,draw,draw,0.36097,0.012758,0.009815,2.9,0.25,True,0.47,2023-12
2024-01-20,SP2,Amorebieta,Eldense,draw,away,0.360382,0.012364,0.009252,2.9,0.25,False,-0.25,2024-01
2024-01-20,SP2,Espanol,Villarreal B,home,home,0.657216,0.013257,-0.001864,1.55,0.34,True,0.19,2024-01
2024-01-21,SP2,Huesca,Eibar,draw,away,0.348838,0.012364,0.009424,3.0,0.25,False,-0.25,2024-01
2024-01-27,SP2,Oviedo,Leganes,draw,home,0.354417,0.012364,-0.008045,2.9,0.25,False,-0.25,2024-01
2024-02-03,SP2,Albacete,Cartagena,home,draw,0.563322,0.01295,-0.00933,1.8,0.25,False,-0.25,2024-02
2024-02-05,SP2,Zaragoza,Sp Gijon,draw,home,0.359997,0.012103,0.008892,2.9,0.25,False,-0.25,2024-02
2024-02-09,SP2,Levante,Leganes,draw,draw,0.351194,0.012103,0.017272,3.0,0.27,True,0.54,2024-02
2024-02-24,SP2,Santander,Leganes,draw,home,0.359204,0.012103,0.006593,2.9,0.25,False,-0.25,2024-02
2024-02-25,SP2,Alcorcon,Tenerife,draw,draw,0.355478,0.012103,-0.004214,2.9,0.25,True,0.47,2024-02
2024-03-08,SP2,Huesca,Andorra,draw,home,0.368213,0.012034,-0.002699,2.8,0.25,False,-0.25,2024-03
2024-03-09,SP2,Mirandes,Eldense,draw,home,0.363671,0.012034,0.012713,2.88,0.25,False,-0.25,2024-03
2024-03-10,SP2,Santander,Tenerife,draw,home,0.369887,0.012034,0.037773,2.9,0.38,False,-0.38,2024-03
2024-03-15,SP2,Eldense,Cartagena,draw,draw,0.355299,0.012034,-0.004533,2.9,0.25,True,0.47,2024-03
2024-03-16,SP2,Tenerife,Huesca,draw,draw,0.346251,0.012034,0.002651,3.0,0.25,True,0.5,2024-03
2024-03-24,SP2,Huesca,Burgos,draw,home,0.364193,0.012034,0.014217,2.88,0.26,False,-0.26,2024-03
2024-03-30,SP2,Albacete,Huesca,draw,draw,0.367014,0.012034,0.022342,2.88,0.3,True,0.57,2024-03
2024-03-31,SP2,Ferrol,Elche,draw,home,0.370942,0.012034,0.040833,2.9,0.4,False,-0.4,2024-03
2024-04-07,SP2,Huesca,Leganes,draw,draw,0.376309,0.011957,0.020186,2.8,0.3,True,0.54,2024-04
2024-04-07,SP2,Tenerife,Eibar,draw,home,0.362997,0.011957,0.018016,2.9,0.28,False,-0.28,2024-04
2024-04-14,SP2,Zaragoza,Elche,draw,draw,0.363595,0.011957,0.012719,2.88,0.25,True,0.47,2024-04
2024-04-14,SP2,Ferrol,Huesca,draw,home,0.359301,0.011957,0.007299,2.9,0.25,False,-0.25,2024-04
2024-04-19,SP2,Tenerife,Leganes,draw,draw,0.518696,0.011957,0.332724,2.63,2.23,True,3.64,2024-04
2024-04-20,SP2,Huesca,Zaragoza,draw,away,0.502166,0.011957,0.323565,2.7,2.09,False,-2.09,2024-04
2024-04-21,SP2,Eibar,Alcorcon,home,home,0.680765,0.012743,0.002034,1.5,0.42,True,0.21,2024-04
2024-05-04,SP2,Huesca,Oviedo,draw,away,0.371476,0.012136,0.042086,2.9,0.41,False,-0.41,2024-05
2024-05-05,SP2,Eldense,Leganes,draw,away,0.366338,0.012136,0.027185,2.9,0.33,False,-0.33,2024-05
2024-05-12,SP2,Cartagena,Tenerife,draw,home,0.376927,0.012136,0.057892,2.9,0.49,False,-0.49,2024-05
2024-05-12,SP2,Albacete,Leganes,draw,home,0.370695,0.012136,0.039819,2.9,0.39,False,-0.39,2024-05
2024-05-26,SP2,Burgos,Tenerife,draw,draw,0.322155,0.012136,-0.007941,3.2,0.25,True,0.55,2024-05
2024-08-18,SP2,Elche,Huesca,draw,away,0.357561,0.012792,-0.007067,2.88,0.25,False,-0.25,2024-08
2024-08-23,SP2,Huesca,La Coruna,draw,home,0.380213,0.012792,0.058171,2.88,0.51,False,-0.51,2024-08
2024-08-24,SP2,Tenerife,Almeria,draw,away,0.360472,0.012792,0.008271,2.9,0.25,False,-0.25,2024-08
2024-08-25,SP2,Albacete,Elche,draw,home,0.364923,0.012792,0.021179,2.9,0.31,False,-0.31,2024-08
2024-09-21,SP2,Eldense,Oviedo,draw,draw,0.375851,0.01298,0.045066,2.88,0.44,True,0.82,2024-09
2024-09-28,SP2,Mirandes,Huesca,draw,home,0.487425,0.01298,0.281001,2.7,1.86,False,-1.86,2024-09
2024-09-29,SP2,Oviedo,Eibar,draw,home,0.359223,0.01298,0.004105,2.9,0.25,False,-0.25,2024-09
2024-10-04,SP2,Huesca,Cadiz,draw,home,0.376246,0.012913,0.017333,2.8,0.3,False,-0.3,2024-10
2024-10-05,SP2,Mirandes,Granada,draw,away,0.357135,0.012913,-0.001755,2.9,0.25,False,-0.25,2024-10
2024-10-11,SP2,Tenerife,Zaragoza,draw,away,0.405163,0.012913,0.059074,2.7,0.55,False,-0.55,2024-10
2024-10-12,SP2,Cartagena,Ferrol,draw,away,0.373383,0.012913,0.038155,2.88,0.4,False,-0.4,2024-10
2024-10-13,SP2,Elche,La Coruna,draw,draw,0.378649,0.012913,0.024061,2.8,0.33,True,0.6,2024-10
2024-10-13,SP2,Huesca,Albacete,draw,draw,0.354866,0.012913,-0.008334,2.9,0.25,True,0.47,2024-10
2024-10-19,SP2,Mirandes,Eibar,draw,home,0.373192,0.012913,0.037605,2.88,0.4,False,-0.4,2024-10
2024-10-20,SP2,Ferrol,Huesca,draw,draw,0.37712,0.012913,0.019779,2.8,0.31,True,0.56,2024-10
2024-10-27,SP2,Malaga,Eibar,draw,home,0.360484,0.012913,0.007958,2.9,0.25,False,-0.25,2024-10
2024-10-28,SP2,Ferrol,Tenerife,draw,draw,0.379612,0.012913,0.008423,2.75,0.25,True,0.44,2024-10
2024-11-09,SP2,Mirandes,Cadiz,draw,draw,0.449647,0.01291,0.113678,2.55,0.95,True,1.47,2024-11
2024-11-09,SP2,Huesca,Zaragoza,draw,draw,0.399968,0.01291,0.045057,2.7,0.47,True,0.8,2024-11
2024-11-16,SP2,Levante,Elche,draw,draw,0.32468,0.01291,-0.002337,3.2,0.25,True,0.55,2024-11
2024-11-23,SP2,Granada,Cadiz,draw,draw,0.320683,0.01291,0.000262,3.25,0.25,True,0.56,2024-11
2024-11-24,SP2,La Coruna,Sp Gijon,draw,draw,0.320683,0.01291,0.000262,3.25,0.25,True,0.56,2024-11
2024-11-26,SP2,Almeria,Cordoba,home,home,0.607476,0.013711,-0.008412,1.67,0.25,True,0.17,2024-11
2024-12-07,SP2,Huesca,Eibar,draw,home,0.425823,0.012919,0.114842,2.7,0.88,False,-0.88,2024-12
2024-12-07,SP2,La Coruna,Zaragoza,draw,draw,0.319776,0.012919,-0.002715,3.25,0.25,True,0.56,2024-12
2024-12-08,SP2,Burgos,Eldense,draw,home,0.323971,0.012919,-0.004633,3.2,0.25,False,-0.25,2024-12
2025-01-11,SP2,Huesca,Mirandes,draw,home,0.384744,0.012481,0.042336,2.8,0.43,False,-0.43,2025-01
2025-01-11,SP2,Ferrol,Cartagena,draw,draw,0.321436,0.012481,0.004103,3.25,0.25,True,0.56,2025-01
2025-01-17,SP2,Cartagena,Oviedo,away,away,0.608318,0.012174,-0.00444,1.67,0.25,True,0.17,2025-01
2025-01-18,SP2,Levante,Granada,draw,home,0.325557,0.012481,0.001841,3.2,0.25,False,-0.25,2025-01
2025-02-08,SP2,Sp Gijon,Eibar,draw,draw,0.323806,0.012183,-0.002806,3.2,0.25,True,0.55,2025-02
2025-02-16,SP2,Huesca,Granada,draw,draw,0.404014,0.012183,0.097125,2.8,0.73,True,1.31,2025-02
2025-02-22,SP2,Burgos,Oviedo,draw,away,0.390827,0.012183,0.041271,2.75,0.43,False,-0.43,2025-02
2025-03-05,SP2,Ferrol,Burgos,draw,away,0.391982,0.012079,0.025738,2.7,0.34,False,-0.34,2025-03
2025-03-08,SP2,Zaragoza,Eldense,draw,away,0.324606,0.012079,8.8e-05,3.2,0.25,False,-0.25,2025-03
2025-03-29,SP2,Eldense,Burgos,draw,draw,0.399418,0.012079,0.115537,2.88,0.8,True,1.5,2025-03
2025-03-29,SP2,Almeria,Levante,draw,home,0.316905,0.012079,-0.009315,3.25,0.25,False,-0.25,2025-03
2025-03-30,SP2,Huesca,Sp Gijon,draw,home,0.399224,0.012079,0.084007,2.8,0.65,False,-0.65,2025-03
2025-03-31,SP2,Cadiz,Eibar,draw,draw,0.391793,0.012079,0.044213,2.75,0.44,True,0.77,2025-03
2025-04-06,SP2,Burgos,Huesca,draw,home,0.384746,0.012018,0.025001,2.75,0.33,False,-0.33,2025-04
2025-04-12,SP2,Tenerife,Burgos,draw,draw,0.383756,0.012018,0.040868,2.8,0.41,True,0.75,2025-04
2025-04-19,SP2,Burgos,Cadiz,draw,draw,0.393818,0.012018,0.04995,2.75,0.47,True,0.83,2025-04
2025-05-03,SP2,Huesca,Oviedo,draw,away,0.39142,0.012187,0.061855,2.8,0.53,False,-0.53,2025-05
2025-05-25,SP2,Burgos,Levante,away,away,0.599893,0.011948,-0.000495,1.7,0.28,True,0.2,2025-05
2025-08-23,SP2,Ceuta,Sp Gijon,draw,away,0.368616,0.01272,0.02498,2.88,0.33,False,-0.33,2025-08
2025-08-29,SP2,Sociedad B,Almeria,away,draw,0.57947,0.012565,0.014761,1.79,0.47,False,-0.47,2025-08
2026-05-24,SP2,Sp Gijon,Almeria,away,home,0.610625,0.011943,0.005787,1.68,0.38,False,-0.38,2026-05
