month,bets,staked,profit,roi_pct
2022-08,9,90.0,-58.3,-64.78
2022-09,6,60.0,-26.8,-44.67
2022-10,10,100.0,13.6,13.6
2022-11,4,40.0,21.5,53.75
2022-12,9,90.0,7.3,8.11
2023-01,10,100.0,-34.3,-34.3
2023-02,10,100.0,74.9,74.9
2023-03,9,90.0,20.7,23.0
2023-04,12,120.0,6.9,5.75
2023-05,10,100.0,30.0,30.0
2023-06,1,10.0,7.1,71.0
2023-08,9,90.0,-46.3,-51.44
2023-09,12,120.0,-26.1,-21.75
2023-10,11,110.0,54.2,49.27
2023-11,10,100.0,46.1,46.1
2023-12,14,140.0,-47.2,-33.71
2024-01,12,120.0,-14.5,-12.08
2024-02,14,140.0,81.1,57.93
2024-03,8,80.0,-22.1,-27.62
2024-04,11,110.0,-1.3,-1.18
2024-05,9,90.0,6.2,6.89
2024-08,9,90.0,-9.3,-10.33
2024-09,11,110.0,29.2,26.55
2024-10,12,120.0,44.0,36.67
2024-11,9,90.0,103.3,114.78
2024-12,11,110.0,22.6,20.55
2025-01,10,100.0,13.6,13.6
2025-02,14,140.0,77.7,55.5
2025-03,12,120.0,-13.8,-11.5
2025-04,14,140.0,53.6,38.29
2025-05,10,100.0,-6.4,-6.4
2025-08,8,80.0,-4.4,-5.5
2025-09,11,110.0,28.5,25.91
2025-10,10,100.0,29.0,29.0
2025-11,12,120.0,38.6,32.17
2025-12,11,110.0,-31.5,-28.64
2026-01,11,110.0,111.4,101.27
2026-02,13,130.0,-22.0,-16.92
2026-03,13,130.0,35.5,27.31
2026-04,13,130.0,55.2,42.46
2026-05,9,90.0,14.3,15.89
