candidate_id,outcome
data\historical_csv\football-data\2122\SP2.csv:239,away
data\historical_csv\football-data\2122\P1.csv:154,home
data\historical_csv\football-data\2122\N1.csv:164,home
data\historical_csv\football-data\2122\I2.csv:274,home
data\historical_csv\football-data\2122\F2.csv:272,draw
data\historical_csv\football-data\2122\SP2.csv:333,home
data\historical_csv\football-data\2122\SP2.csv:342,away
data\historical_csv\football-data\2122\SP2.csv:340,home
data\historical_csv\football-data\2122\I2.csv:295,home
data\historical_csv\football-data\2122\I2.csv:292,home
data\historical_csv\football-data\2122\E1.csv:450,away
data\historical_csv\football-data\2122\I1.csv:293,home
data\historical_csv\football-data\2122\SP2.csv:356,home
data\historical_csv\football-data\2122\SP2.csv:355,home
data\historical_csv\football-data\2122\SP2.csv:359,home
data\historical_csv\football-data\2122\SP2.csv:364,home
data\historical_csv\football-data\2122\SP2.csv:380,home
data\historical_csv\football-data\2122\I2.csv:332,away
data\historical_csv\football-data\2122\I2.csv:339,home
data\historical_csv\football-data\2122\I2.csv:338,home
data\historical_csv\football-data\2122\I2.csv:336,home
data\historical_csv\football-data\2122\SP2.csv:409,home
data\historical_csv\football-data\2122\SP2.csv:410,home
data\historical_csv\football-data\2122\SP2.csv:412,away
data\historical_csv\football-data\2122\SP2.csv:413,home
data\historical_csv\football-data\2122\SP2.csv:422,away
data\historical_csv\football-data\2122\SP2.csv:452,home
data\historical_csv\football-data\2122\SP2.csv:443,away
data\historical_csv\football-data\2122\SP2.csv:448,home
data\historical_csv\football-data\2223\G1.csv:229,draw
data\historical_csv\football-data\2223\E3.csv:544,home
data\historical_csv\football-data\2223\F2.csv:345,home
data\historical_csv\football-data\2425\I2.csv:199,home
data\historical_csv\football-data\2425\SP1.csv:218,draw
data\historical_csv\football-data\2425\D2.csv:184,draw
data\historical_csv\football-data\2425\D1.csv:187,draw
data\historical_csv\football-data\2425\F1.csv:184,draw
data\historical_csv\football-data\2425\I1.csv:243,draw
data\historical_csv\football-data\2425\I2.csv:260,draw
data\historical_csv\football-data\2425\I2.csv:259,home
data\historical_csv\football-data\2425\B1.csv:210,home
data\historical_csv\football-data\2425\T1.csv:226,draw
data\historical_csv\football-data\2425\N1.csv:216,draw
data\historical_csv\football-data\2425\T1.csv:257,draw
data\historical_csv\football-data\2425\I1.csv:300,draw
data\historical_csv\football-data\2425\F2.csv:262,draw
data\historical_csv\football-data\2425\I1.csv:318,draw
data\historical_csv\football-data\2425\SP1.csv:311,draw
data\historical_csv\football-data\2425\SP1.csv:316,draw
data\historical_csv\football-data\2425\SP1.csv:318,draw
data\historical_csv\football-data\2425\B1.csv:283,draw
data\historical_csv\football-data\2425\I1.csv:332,draw
data\historical_csv\football-data\2425\I2.csv:349,draw
data\historical_csv\football-data\2425\I2.csv:357,draw
data\historical_csv\football-data\2425\F1.csv:285,draw
data\historical_csv\football-data\2425\SP1.csv:341,draw
data\historical_csv\football-data\2425\I2.csv:365,away
data\historical_csv\football-data\2526\G1.csv:41,draw
data\historical_csv\football-data\2526\T1.csv:82,draw
data\historical_csv\football-data\2526\B1.csv:90,home
data\historical_csv\football-data\2526\F2.csv:99,home
data\historical_csv\football-data\2526\SP2.csv:119,away
data\historical_csv\football-data\2526\SP2.csv:118,away
data\historical_csv\football-data\2526\SP2.csv:133,away
data\historical_csv\football-data\2526\E3.csv:216,home
data\historical_csv\football-data\2526\E1.csv:227,away
data\historical_csv\football-data\2526\I2.csv:147,away
data\historical_csv\football-data\2526\F2.csv:157,away
data\historical_csv\football-data\2526\F2.csv:174,away
data\historical_csv\football-data\2526\E2.csv:340,away
