label,bets,wins,hit_rate,wilson_hit_rate_lower_95,avg_odds,avg_implied_probability,edge_vs_implied_probability,conservative_edge_vs_implied,staked,profit,roi_pct,decision,decision_reasons
"[1.8,2.2)",432,226,0.5231,0.4761,1.9967,0.5026,0.0205,-0.0266,432.0,17.32,4.01,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,['wilson_lower<=average_implied_probability']
"[2.2,2.8)",80,34,0.425,0.3226,2.2569,0.4432,-0.0182,-0.1206,80.0,-3.52,-4.4,NO_CALIBRATED_EDGE,"['hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[2.8,3.3)",45,11,0.2444,0.1424,3.0538,0.3281,-0.0836,-0.1857,45.0,-11.83,-26.29,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[1.0,1.8)",36,20,0.5556,0.3958,1.775,0.5634,-0.0079,-0.1676,36.0,-0.51,-1.42,NO_CALIBRATED_EDGE,"['bets<minimum', 'hit_rate<=average_implied_probability', 'wilson_lower<=average_implied_probability', 'roi<=0']"
"[3.3,3.5)",6,2,0.3333,0.0968,3.3533,0.2983,0.0351,-0.2015,6.0,0.72,12.0,POSITIVE_EDGE_BUT_NOT_CONSERVATIVE,"['bets<minimum', 'wilson_lower<=average_implied_probability']"
