columns,key,bets,profit,roi_pct,active_months,positive_months,negative_months,latest_month,latest_profit,score
odds_bucket|market_prob_bucket,"[2.2,2.8)|[0.42,0.55)",307,12.59,4.1,102,65,37,2025-10,0.22,56.4511
league|odds_bucket|market_prob_bucket,"NOR|[2.2,2.8)|[0.42,0.55)",307,12.59,4.1,102,65,37,2025-10,0.22,56.4511
odds_bucket|market_prob_bucket|favorite_relation,"[2.2,2.8)|[0.42,0.55)|market_favorite",307,12.59,4.1,102,65,37,2025-10,0.22,56.4511
outcome|odds_bucket,"away|[1.0,1.8)",153,8.12,5.31,73,45,28,2025-10,0.65,34.5838
league|outcome|odds_bucket,"NOR|away|[1.0,1.8)",153,8.12,5.31,73,45,28,2025-10,0.65,34.5838
outcome|odds_bucket|favorite_relation,"away|[1.0,1.8)|market_favorite",153,8.12,5.31,73,45,28,2025-10,0.65,34.5838
outcome|market_prob_bucket,"away|[0.55,1.00]",141,5.9,4.18,69,43,26,2025-10,0.65,34.4603
league|outcome|market_prob_bucket,"NOR|away|[0.55,1.00]",141,5.9,4.18,69,43,26,2025-10,0.65,34.4603
outcome|odds_bucket|market_prob_bucket,"away|[1.0,1.8)|[0.55,1.00]",141,5.9,4.18,69,43,26,2025-10,0.65,34.4603
outcome|market_prob_bucket|favorite_relation,"away|[0.55,1.00]|market_favorite",141,5.9,4.18,69,43,26,2025-10,0.65,34.4603
odds_bucket,"[1.8,2.2)",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
league|odds_bucket,"NOR|[1.8,2.2)",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
odds_bucket|market_prob_bucket,"[1.8,2.2)|[0.42,0.55)",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
odds_bucket|favorite_relation,"[1.8,2.2)|market_favorite",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
league|odds_bucket|market_prob_bucket,"NOR|[1.8,2.2)|[0.42,0.55)",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
league|odds_bucket|favorite_relation,"NOR|[1.8,2.2)|market_favorite",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
odds_bucket|market_prob_bucket|favorite_relation,"[1.8,2.2)|[0.42,0.55)|market_favorite",986,14.04,1.42,121,68,53,2025-10,-2.45,30.1566
outcome|market_prob_bucket,"home|[0.42,0.55)",1000,6.88,0.69,121,68,53,2025-10,0.77,30.0757
league|outcome|market_prob_bucket,"NOR|home|[0.42,0.55)",1000,6.88,0.69,121,68,53,2025-10,0.77,30.0757
outcome|market_prob_bucket|favorite_relation,"home|[0.42,0.55)|market_favorite",1000,6.88,0.69,121,68,53,2025-10,0.77,30.0757
outcome|odds_bucket|market_prob_bucket,"home|[2.2,2.8)|[0.42,0.55)",204,14.24,6.98,93,52,41,2025-10,0.22,22.7678
outcome|odds_bucket,"home|[1.8,2.2)",719,7.33,1.02,121,66,55,2025-10,0.55,22.1121
league|outcome|odds_bucket,"NOR|home|[1.8,2.2)",719,7.33,1.02,121,66,55,2025-10,0.55,22.1121
outcome|odds_bucket|market_prob_bucket,"home|[1.8,2.2)|[0.42,0.55)",719,7.33,1.02,121,66,55,2025-10,0.55,22.1121
outcome|odds_bucket|favorite_relation,"home|[1.8,2.2)|market_favorite",719,7.33,1.02,121,66,55,2025-10,0.55,22.1121
market_prob_bucket,"[0.42,0.55)",1382,14.16,1.02,121,64,57,2025-10,-2.23,14.1127
league|market_prob_bucket,"NOR|[0.42,0.55)",1382,14.16,1.02,121,64,57,2025-10,-2.23,14.1127
market_prob_bucket|favorite_relation,"[0.42,0.55)|market_favorite",1382,14.16,1.02,121,64,57,2025-10,-2.23,14.1127
league|market_prob_bucket|favorite_relation,"NOR|[0.42,0.55)|market_favorite",1382,14.16,1.02,121,64,57,2025-10,-2.23,14.1127
outcome|odds_bucket|favorite_relation,"away|[2.2,2.8)|market_non_favorite",97,14.63,15.08,63,33,30,2025-09,-2.0,7.6591
