test_month,candidate_id,source_file,source_row,date,league,home_team,away_team,outcome,probability,conservative_probability,odds,raw_odds,conservative_ev_pct,reference_dispersion,reference_bookmakers,execution_cost_rate,execution_bookmaker,odds_band,source_type,implied_probability,price_ratio,probability_uncertainty,relative_dispersion,log_odds,probability_squared,odds_probability_interaction,reference_depth_inverse,raw_net_odds_gap_pct,outcome_odds_band,outcome_source_type,source_odds_band,direct_predicted_clv_pct,direct_lower_clv_pct,decision_frozen_before_closing_and_result,movement_predicted_clv_pct,movement_lower_clv_pct,predicted_closing_edge_pct,model_disagreement_pct,lower_closing_edge_pct,stake,stake_policy,actual_outcome,closing_edge_pct,positive_clv,closing_probability,closing_fair_odds,won,profit
2024-11,data\historical_csv\football-data\2425\I1.csv:109,data\historical_csv\football-data\2425\I1.csv,109,2024-11-04,I1,Parma,Genoa,draw,0.2727953631983753,0.2583573743836297,3.8322,3.89,-0.9922869887053932,0.0124379888147455,6,0.0,1XB,3.0-4.0,sportsbook,0.2609467146808621,1.045406390848814,0.0144379888147455,0.0455945756149114,1.3434390508134617,0.0744173101825335,0.3664839438015388,0.1666666666666666,1.5082720108553715,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.4897282183745024,3.4897282183745024,True,4.6753294405310175,4.6753294405310175,4.08252882945276,1.185601222156515,2.3041269962179873,0.41,model_agreement_half_kelly,away,-0.7308002371072764,False,0.2590397154712507,3.8604118993135006,False,-0.41
2024-11,data\historical_csv\football-data\2425\SP2.csv:142,data\historical_csv\football-data\2425\SP2.csv,142,2024-11-09,SP2,Mirandes,Cadiz,draw,0.3618432943310394,0.3458700687056695,2.96,3.0,2.377540336878181,0.0139732256253699,6,0.0,WH,2.0-3.0,sportsbook,0.3378378378378378,1.0710561512198769,0.0159732256253699,0.0386167875549636,1.085189268335969,0.1309305696523392,0.3926684598273773,0.1666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,7.039366568811115,7.039366568811115,True,8.388519657370486,8.388519657370486,7.7139431130908,1.3491530885593708,5.690213480251744,1.45,model_agreement_half_kelly,draw,3.4181453550498286,True,0.3493856261994927,2.8621669725732177,True,2.84
2024-11,data\historical_csv\football-data\2425\SP2.csv:144,data\historical_csv\football-data\2425\SP2.csv,144,2024-11-09,SP2,Huesca,Zaragoza,draw,0.3495823578452776,0.3393754583371273,2.96,3.0,0.4551356677896745,0.0082068995081503,6,0.0,WH,2.0-3.0,sportsbook,0.3378378378378378,1.034763779222022,0.0102068995081503,0.0234762977134636,1.085189268335969,0.1222078249166637,0.3793630231332797,0.1666666666666666,1.3513513513513598,draw:2.0-3.0,draw:sportsbook,sportsbook:2.0-3.0,4.161216602523432,4.161216602523432,True,4.763674152100195,4.763674152100195,4.462445377311813,0.602457549576763,3.5587590529466686,0.91,model_agreement_half_kelly,draw,7.78619892222483,True,0.3641425639264352,2.74617718186337,True,1.78
2024-11,data\historical_csv\football-data\2425\I1.csv:119,data\historical_csv\football-data\2425\I1.csv,119,2024-11-10,I1,Monza,Lazio,home,0.2164079647643986,0.2077121683250314,4.92,5.0,2.194386815915439,0.0066957964393672,6,0.0,BF,4.0-5.0,sportsbook,0.2032520325203252,1.0647271866408414,0.0086957964393672,0.0309406192450306,1.5933085305042167,0.0468324072134692,0.3448046563281723,0.1666666666666666,1.6260162601626105,home:4.0-5.0,home:sportsbook,sportsbook:4.0-5.0,4.111758244677498,4.111758244677498,True,5.003006201328697,5.003006201328697,4.557382223003097,0.891247956651199,3.220510288026299,0.41,model_agreement_half_kelly,away,-11.076759526979307,False,0.180738293644351,5.532861796115862,False,-0.41
2025-01,data\historical_csv\football-data\2425\E0.csv:196,data\historical_csv\football-data\2425\E0.csv,196,2025-01-04,E0,Southampton,Brentford,home,0.346951425215404,0.3367144426061885,2.96,3.0,-0.3325249885681947,0.0082369826092154,6,0.0,B365,2.0-3.0,sportsbook,0.3378378378378378,1.026976218637596,0.0102369826092154,0.0237410254305815,1.085189268335969,0.120375291459,0.3765079632776259,0.1666666666666666,1.3513513513513598,home:2.0-3.0,home:sportsbook,sportsbook:2.0-3.0,2.6796845492204198,2.6796845492204198,True,3.371720930040656,3.371720930040656,3.025702739630538,0.6920363808202361,1.9876481684001837,0.51,model_agreement_half_kelly,away,-14.749904570985962,False,0.2880070791520744,3.472136875746643,False,-0.51
2025-01,data\historical_csv\football-data\2425\F1.csv:143,data\historical_csv\football-data\2425\F1.csv,143,2025-01-05,F1,Lens,Toulouse,draw,0.2776607207221662,0.2707672017869565,3.6754,3.73,-0.4822226552219866,0.0048935189352096,6,0.0,1XB,3.0-4.0,sportsbook,0.2720792294716221,1.0205142129422498,0.0068935189352096,0.0176240950555848,1.301661970279187,0.0770954758319528,0.361420400804354,0.1666666666666666,1.4855525929150517,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.819496144936952,2.819496144936952,True,2.9052446985307734,2.9052446985307734,2.862370421733863,0.08574855359382116,2.733747591343131,0.51,model_agreement_half_kelly,away,1.0373484805239477,True,0.2749016392243673,3.637664740092099,False,-0.51
2025-01,data\historical_csv\football-data\2425\I2.csv:205,data\historical_csv\football-data\2425\I2.csv,205,2025-01-12,I2,Palermo,Modena,away,0.2436929239104459,0.2295626603585276,4.43,4.5,1.696258538827733,0.0121302635519183,6,0.0,B365,4.0-5.0,sportsbook,0.2257336343115124,1.0795596529232754,0.0141302635519182,0.0497768394636523,1.4883995840570443,0.0593862411640223,0.3627124465859526,0.1666666666666666,1.5801354401805856,away:4.0-5.0,away:sportsbook,sportsbook:4.0-5.0,6.138219132719984,6.138219132719984,True,7.40923041829411,7.40923041829411,6.773724775507047,1.2710112855741267,4.867207847145857,0.71,model_agreement_half_kelly,home,14.304812682384904,True,0.258024407860914,3.875602344329541,False,-0.71
2025-01,data\historical_csv\football-data\2425\I1.csv:197,data\historical_csv\football-data\2425\I1.csv,197,2025-01-14,I1,Como,Milan,draw,0.2712682705929208,0.2675395415987964,3.7734,3.83,0.953370626889849,0.0017287289941243,6,0.0,1XB,3.0-4.0,sportsbook,0.2650129856362961,1.0236036922553275,0.0037287289941244,0.0063727651978827,1.3279764517953756,0.0735864746304741,0.3602378754666548,0.1666666666666666,1.4999734987014346,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.2091539244359826,3.2091539244359826,True,3.1186305126275515,3.1186305126275515,3.163892218531767,0.09052341180843104,3.0281071008191205,0.55,model_agreement_half_kelly,away,1.4362478473488594,True,0.2688192289376924,3.719971982479655,False,-0.55
2025-01,data\historical_csv\football-data\2425\F1.csv:156,data\historical_csv\football-data\2425\F1.csv,156,2025-01-17,F1,Lille,Nice,draw,0.2796527214330315,0.2759070361967595,3.6754,3.73,1.4068720837570048,0.001745685236272,6,0.0,1XB,3.0-4.0,sportsbook,0.2720792294716221,1.027835612354964,0.003745685236272,0.0062423323732612,1.301661970279187,0.0782056446049007,0.3640133123744564,0.1666666666666666,1.4855525929150517,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.62353844936114,3.62353844936114,True,3.490575139872898,3.490575139872898,3.5570567946170186,0.13296330948824187,3.357611830384656,0.63,model_agreement_half_kelly,home,3.071261583683671,True,0.2804354943235666,3.565882423022385,False,-0.63
2025-01,data\historical_csv\football-data\2425\T1.csv:175,data\historical_csv\football-data\2425\T1.csv,175,2025-01-18,T1,Gaziantep,Bodrumspor,draw,0.2872519986814653,0.2787524712021582,3.6558,3.71,1.90632842208498,0.0064995274793071,6,0.0,1XB,3.0-4.0,sportsbook,0.2735379397122381,1.050135856779701,0.0084995274793071,0.0226265700818133,1.2963149475003666,0.0825137107464965,0.3723690595901391,0.1666666666666666,1.482575633240346,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,5.635884100435458,5.635884100435458,True,5.920941607258956,5.920941607258956,5.7784128538472075,0.28505750682349795,5.35082659361196,1.01,model_agreement_half_kelly,draw,7.312696468432378,True,0.2935409389693976,3.4066798434008296,True,2.68
2025-01,data\historical_csv\football-data\2425\F1.csv:157,data\historical_csv\football-data\2425\F1.csv,157,2025-01-18,F1,Lens,Paris SG,draw,0.2363409161776228,0.2275842852825149,4.381,4.45,-0.2953246177301971,0.0067566308951078,6,0.0,1XB,4.0-5.0,sportsbook,0.2282583884957772,1.0354095537741654,0.0087566308951078,0.028588494131206,1.4772770088317615,0.0558570286596781,0.3491410017154366,0.1666666666666666,1.5749828806208566,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,3.619402478787653,3.619402478787653,True,3.978405774861216,3.978405774861216,3.798904126824435,0.35900329607356296,3.26039918271409,0.48,model_agreement_half_kelly,away,9.189117621111452,True,0.2492333202947077,4.012304610063947,False,-0.48
2025-01,data\historical_csv\football-data\2425\SP1.csv:199,data\historical_csv\football-data\2425\SP1.csv,199,2025-01-19,SP1,Osasuna,Vallecano,draw,0.3122669990438055,0.3029881556349855,3.2932,3.34,-0.2199405862865711,0.00727884340882,6,0.0,1XB,3.0-4.0,sportsbook,0.3036560184622859,1.0283576812510604,0.00927884340882,0.0233096786759683,1.1918597364421335,0.097510678691824,0.3721784631799261,0.1666666666666666,1.4211101664034942,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.762389112714251,3.762389112714251,True,3.751430550331958,3.751430550331958,3.7569098315231044,0.010958562382293202,3.7404719879496646,0.82,model_agreement_half_kelly,draw,2.3120248377987096,True,0.3106766210306046,3.21878098417161,True,1.88
2025-01,data\historical_csv\football-data\2425\SP2.csv:250,data\historical_csv\football-data\2425\SP2.csv,250,2025-01-19,SP2,Castellon,Cordoba,away,0.2420263991330209,0.2335134929986428,4.3516,4.6,1.6157316132894284,0.006512906134378,6,0.05,BFE,4.0-5.0,exchange,0.2298005331372369,1.0532020784672536,0.008512906134378,0.0269098997370053,1.4705435935647904,0.0585767778772963,0.3559103707186188,0.1666666666666666,5.708245243128962,away:4.0-5.0,away:exchange,exchange:4.0-5.0,3.5318206477982264,3.5318206477982264,True,3.771624900957238,3.771624900957238,3.651722774377732,0.23980425315901144,3.292016394639215,0.49,model_agreement_half_kelly,away,3.460312321791448,True,0.2377523493009271,4.206057281622413,True,1.64
2025-01,data\historical_csv\football-data\2425\D1.csv:172,data\historical_csv\football-data\2425\D1.csv,172,2025-01-26,D1,St Pauli,Union Berlin,draw,0.3065613292368431,0.3017939210367986,3.3324,3.38,0.569806246302762,0.0027674082000444,6,0.0,1XB,3.0-4.0,sportsbook,0.3000840235265875,1.0215849735488558,0.0047674082000444,0.0090272579615103,1.2036927651186171,0.0939798485834601,0.3690056540675344,0.1666666666666666,1.428399951986559,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,3.050456841872041,3.050456841872041,True,2.77214046554628,2.77214046554628,2.9112986537091605,0.278316376325761,2.493824089220519,0.53,model_agreement_half_kelly,home,1.8520528051530816,True,0.3056417381021278,3.27180445383365,False,-0.53
2025-01,data\historical_csv\football-data\2425\T1.csv:191,data\historical_csv\football-data\2425\T1.csv,191,2025-01-31,T1,Eyupspor,Sivasspor,draw,0.2701295256295146,0.2596891589085561,3.842,3.9,-0.2274251473327271,0.0084403667209584,6,0.0,1XB,3.0-4.0,sportsbook,0.2602811035918792,1.0378376374685951,0.0104403667209584,0.0312456281899909,1.345993064346365,0.0729699606168265,0.3635924679725003,0.1666666666666666,1.5096304008328951,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,4.228530662294913,4.228530662294913,True,4.763448253924851,4.763448253924851,4.495989458109882,0.534917591629938,3.6936130706649752,0.65,model_agreement_half_kelly,home,-0.9323996150012448,False,0.2578542435840675,3.878159948428278,False,-0.65
2025-02,data\historical_csv\football-data\2425\P1.csv:175,data\historical_csv\football-data\2425\P1.csv,175,2025-02-01,P1,Santa Clara,Casa Pia,away,0.2465654736795924,0.2422690597690615,4.2585,4.5,3.1702791026548383,0.0022964139105309,6,0.05,BFE,4.0-5.0,exchange,0.2348244687096395,1.0499990696645445,0.0042964139105309,0.0093136069550237,1.4489169855989985,0.0607945328108418,0.3572529028766243,0.1666666666666666,5.671010919337793,away:4.0-5.0,away:exchange,exchange:4.0-5.0,3.4615629103845884,3.4615629103845884,True,3.322714912346858,3.322714912346858,3.3921389113657234,0.1388479980377304,3.1838669143091276,0.49,model_agreement_half_kelly,home,-0.2380386804331835,False,0.2342654956429889,4.268661064470029,False,-0.49
2025-02,data\historical_csv\football-data\2425\E0.csv:237,data\historical_csv\football-data\2425\E0.csv,237,2025-02-02,E0,Brentford,Tottenham,draw,0.2429723179631012,0.2375385951087792,4.2634,4.33,1.2722046386769217,0.003433722854322,6,0.0,1XB,4.0-5.0,sportsbook,0.234554580850964,1.035888180403886,0.005433722854322,0.0141321566304664,1.450066964016957,0.0590355472963623,0.352326131448917,0.1666666666666666,1.5621335084674337,draw:4.0-5.0,draw:sportsbook,sportsbook:4.0-5.0,4.141191331951148,4.141191331951148,True,4.095610605066202,4.095610605066202,4.118400968508675,0.04558072688494619,4.050029878181256,0.62,model_agreement_half_kelly,away,0.5276702977032866,True,0.235792255706017,4.241021389806747,False,-0.62
2025-02,data\historical_csv\football-data\2425\SP1.csv:218,data\historical_csv\football-data\2425\SP1.csv,218,2025-02-02,SP1,Valencia,Celta,draw,0.3058379980076529,0.2991060465859152,3.3324,3.38,-0.3259010357096192,0.0047319514217376,6,0.0,1XB,3.0-4.0,sportsbook,0.3000840235265875,1.0191745445607023,0.0067319514217376,0.0154720847395138,1.2036927651186171,0.093536881025329,0.3681349855001738,0.1666666666666666,1.428399951986559,draw:3.0-4.0,draw:sportsbook,sportsbook:3.0-4.0,2.881776505650924,2.881776505650924,True,2.7069096051744124,2.7069096051744124,2.7943430554126683,0.17486690047651177,2.5320427046979006,0.54,model_agreement_half_kelly,home,4.004411160907884,True,0.3121006216567876,3.204094867518992,False,-0.54
