source,columns,key,label,rule_id,rule_description,odds_source,candidate_count,selected_candidates,train_months,min_train_rows,min_predicted_ev,ridge,discovery_bets,discovery_profit,discovery_roi_pct,bets,profit,roi_pct,max_drawdown,positive_months,negative_months,positive_seasons,negative_seasons,latest_season,latest_season_bets,latest_season_profit,window_count,passed_windows,active_window_count,active_passed_windows,active_pass_rate,decision_reasons,decision
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n120_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,187,18,120,0.02,10.0,2575,189.7,7.37,187,269.3,14.4,42.7,25,12,4,0,2025-26,46,78.1,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n120_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,200,18,120,0.0,10.0,2575,189.7,7.37,200,284.2,14.21,43.7,25,12,4,0,2025-26,49,90.5,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n120_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,204,18,120,0.0,35.0,2575,189.7,7.37,204,270.2,13.25,37.4,23,14,4,0,2025-26,54,102.4,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n80_ev0p02_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,197,18,80,0.02,10.0,2575,189.7,7.37,197,256.0,12.99,42.7,26,13,3,1,2025-26,46,78.1,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n80_ev0p0_top1_ridge10_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,210,18,80,0.0,10.0,2575,189.7,7.37,210,270.9,12.9,43.7,26,13,4,0,2025-26,49,90.5,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n120_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,194,18,120,0.02,35.0,2575,189.7,7.37,194,249.2,12.85,42.7,24,13,4,0,2025-26,52,92.2,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n80_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,214,18,80,0.0,35.0,2575,189.7,7.37,214,256.9,12.0,37.4,24,15,3,1,2025-26,54,102.4,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train18_n80_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,204,18,80,0.02,35.0,2575,189.7,7.37,204,235.9,11.56,42.7,25,14,3,1,2025-26,52,92.2,6,5,6,5,0.8333,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train30_n120_ev0p02_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,214,30,120,0.02,35.0,2575,189.7,7.37,214,233.0,10.89,42.7,22,15,4,0,2025-26,54,76.2,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
reports\sp1_home_prob_feature_candidate_rule\market_bias.csv,league|outcome|market_prob_bucket,"SP1|home|[0.55,1.00]",B365_OPEN_rulesra5ae079e_train30_n120_ev0p0_top1_ridge35_cap0.08,ra5ae079e,rule_league_SP1_market_prob_bucket_0p55_1p00_outcome_home,B365_OPEN,502,225,30,120,0.0,35.0,2575,189.7,7.37,225,232.9,10.35,40.0,22,15,4,0,2025-26,58,75.9,6,4,6,4,0.6667,[],RESEARCH_CANDIDATE_NEEDS_AUDIT
