window_start,window_end,bets,staked,profit,roi_pct,max_drawdown,positive_months,negative_months,passes_window
2022-08,2023-07,36,360.0,8.5,2.36,42.7,3,4,False
2023-02,2024-01,51,510.0,86.0,16.86,20.0,7,3,True
2023-08,2024-07,59,590.0,124.3,21.07,20.0,8,2,True
2024-02,2025-01,54,540.0,56.5,10.46,25.5,7,3,True
2024-08,2025-07,46,460.0,58.4,12.7,25.5,7,3,True
2025-02,2026-01,40,400.0,70.1,17.53,20.0,7,3,True
